,date,symbol,actualEarningResult,estimatedEarning
5595,2021-11-12,CYT,-0.33,-0.36
5596,2021-08-09,CYT,-4.83,-1.46
5597,2021-11-03,CYTK,-0.95,-0.77
5598,2021-08-05,CYTK,-0.86,-0.66
5599,2021-05-06,CYTK,-0.66,-0.58
5600,2021-02-25,CYTK,-0.62,-0.3
5601,2020-11-04,CYTK,-0.05,-0.34
5602,2020-08-06,CYTK,-0.68,-0.57
5603,2020-05-06,CYTK,-0.66,-0.5
5604,2020-03-03,CYTK,-0.52,-0.44
5605,2019-10-31,CYTK,-0.5,-0.49
5606,2019-08-08,CYTK,-0.56,-0.5
5607,2019-05-09,CYTK,-0.54,-0.47
5608,2019-02-21,CYTK,-0.48,-0.52
5609,2018-11-01,CYTK,-0.4,-0.51
5610,2018-11-15,CYTO,-2.8,-2.2
5611,2021-11-08,DAC,5.32,3.82
5612,2021-08-02,DAC,3.34,3.25
5613,2021-05-10,DAC,2.83,2.9
5614,2021-02-16,DAC,2.29,2.27
5615,2020-11-05,DAC,1.91,1.86
5616,2020-08-03,DAC,1.71,1.42
5617,2020-05-18,DAC,1.34,1.19
5618,2020-02-10,DAC,2.01,1.67
5619,2019-11-04,DAC,2.46,2.14
5620,2019-08-05,DAC,2.24,2.12
5621,2019-05-13,DAC,2.53,2.24
5622,2019-02-19,DAC,2.52,1.68
5623,2018-11-14,DAC,3.22,2.1
5624,2018-09-24,DAC,3.36,3.22
5625,2021-11-23,DADA,-0.3,-0.33
5626,2021-09-07,DADA,-2.32,-2.38
5627,2021-06-07,DADA,-2.6,-2.46
5628,2021-03-08,DADA,-1.84,-1.89
5629,2020-11-19,DADA,-1.44,-1.52
5630,2020-08-24,DADA,-3.2,-2.64
5631,2020-06-30,DADA,-2.1149999999999998,-1.7901000000000002
5632,2021-04-29,DAIO,-0.04,-0.05
5633,2021-02-25,DAIO,-0.08,-0.05
5634,2020-10-29,DAIO,-0.09,-0.07
5635,2020-08-04,DAIO,-0.13,-0.09
5636,2020-04-30,DAIO,-0.07,-0.16
5637,2020-03-03,DAIO,-0.06,-0.13
5638,2019-10-31,DAIO,-0.1,-0.03
5639,2019-08-01,DAIO,0.02,-0.01
5640,2019-02-21,DAIO,0.08,-0.02
5641,2021-09-01,DAKT,0.08,0.18
5642,2021-06-09,DAKT,0.01,0.01
5643,2020-12-02,DAKT,0.08,0.04
5644,2020-08-26,DAKT,0.17,0.06
5645,2020-06-10,DAKT,-0.02,-0.07
5646,2020-02-26,DAKT,-0.28,-0.08
5647,2019-11-27,DAKT,0.16,0.19
5648,2019-08-28,DAKT,0.16,0.1
5649,2019-05-29,DAKT,-0.24,-0.05
5650,2019-02-20,DAKT,-0.07,-0.04
5651,2018-11-21,DAKT,0.19,0.19
5652,2021-11-10,DARE,-0.18,-0.13
5653,2021-08-12,DARE,-0.18,-0.16
5654,2021-05-13,DARE,-0.17,-0.22
5655,2021-03-30,DARE,-0.28,-0.13
5656,2020-11-12,DARE,-0.24,-0.17
5657,2020-08-12,DARE,-0.27,-0.15
5658,2020-05-14,DARE,-0.18,-0.29
5659,2020-03-27,DARE,-0.21,-0.18
5660,2019-11-12,DARE,-0.2,-0.21
5661,2019-08-14,DARE,-0.29,-0.2
5662,2019-05-14,DARE,-0.27,-0.3
5663,2019-04-01,DARE,-0.25,-0.27
5664,2018-11-13,DARE,-0.23,-0.24
5665,2021-11-08,DAWN,-0.33,-0.28
5666,2021-08-10,DAWN,-5.04,-0.31
5667,2021-11-04,DBRG,0.08,-0.09
5668,2021-08-05,DBRG,-0.29,-0.25
5669,2021-05-06,DBRG,-0.56,-0.2
5670,2021-02-25,DBRG,-0.3,-0.44
5671,2020-11-06,DBRG,-0.44,-0.2
5672,2020-08-07,DBRG,-4.33,-0.36
5673,2020-05-08,DBRG,-0.76,-0.14
5674,2020-02-28,DBRG,-0.06,-0.16
5675,2019-11-08,DBRG,-1.16,-0.19
5676,2019-08-09,DBRG,-0.98,-0.15
5677,2019-05-10,DBRG,-0.21,-0.13
5678,2019-03-01,DBRG,-0.82,-0.12
5679,2018-11-07,DBRG,-0.15,-0.16
5680,2021-11-10,DBTX,-0.66,-0.43
5681,2021-08-10,DBTX,-0.47,-0.37
5682,2021-05-13,DBTX,-1.09,-0.54
5683,2021-10-26,DBVT,-0.19,-0.43
5684,2021-08-02,DBVT,-0.28,-0.48
5685,2020-03-04,DBVT,0.6,-1.78
5686,2020-01-29,DBVT,-0.42,-0.47
5687,2021-11-04,DBX,0.37,0.35
5688,2021-08-05,DBX,0.4,0.33
5689,2021-05-06,DBX,0.35,0.31
5690,2021-02-18,DBX,0.28,0.24
5691,2020-11-05,DBX,0.26,0.19
5692,2020-08-06,DBX,0.22,0.17
5693,2020-05-07,DBX,0.17,0.14
5694,2020-02-20,DBX,0.16,0.14
5695,2019-11-07,DBX,0.13,0.11
5696,2019-08-08,DBX,0.1,0.08
5697,2019-05-09,DBX,0.1,0.06
5698,2019-02-21,DBX,0.1,0.08
5699,2018-11-08,DBX,0.11,0.06
5700,2021-11-02,DCPH,-1.37,-1.28
5701,2021-08-03,DCPH,-1.21,-1.15
5702,2021-05-04,DCPH,-1.06,-1.06
5703,2021-02-09,DCPH,-1.1,-1.15
5704,2020-11-05,DCPH,-1.13,-1.3
5705,2020-08-04,DCPH,-1.2,-1.37
5706,2020-05-05,DCPH,-1.36,-1.25
5707,2020-03-09,DCPH,-1.31,-1.18
5708,2019-11-04,DCPH,-1.28,-1.14
5709,2019-08-02,DCPH,-0.56,-1.11
5710,2019-05-09,DCPH,-1.25,-0.84
5711,2019-03-14,DCPH,-0.86,-0.73
5712,2018-11-08,DCPH,-0.65,-0.64
5713,2021-10-14,DCT,0.02,0.02
5714,2021-07-08,DCT,0.03,-0.01
5715,2021-04-05,DCT,0.01,-0.03
5716,2021-01-07,DCT,0.02,-0.01
5717,2020-10-20,DCT,0.02,-0.02
5718,2020-07-31,DCUE,0.82,0.76
5719,2020-05-05,DCUE,1.09,1.09
5720,2020-02-11,DCUE,1.18,1.16
5721,2019-11-01,DCUE,1.18,1.14
5722,2019-07-31,DCUE,0.77,0.76
5723,2019-05-03,DCUE,1.1,1.11
5724,2019-02-01,DCUE,0.89,0.9
5725,2018-11-01,DCUE,1.15,1.13
5726,2021-11-10,DDI,0.5,0.3
5727,2021-11-04,DDOG,0.13,0.06
5728,2021-08-05,DDOG,0.1,0.03
5729,2021-05-06,DDOG,0.06,0.03
5730,2021-02-11,DDOG,0.06,0.02
5731,2020-11-10,DDOG,0.05,0.01
5732,2020-08-06,DDOG,0.05,0.01
5733,2020-06-30,DDOG,0.275,0.056100000000000004
5734,2020-05-11,DDOG,0.06,-0.01
5735,2020-03-31,DDOG,0.32999999999999996,-0.056100000000000004
5736,2020-02-13,DDOG,0.03,-0.02
5737,2019-12-31,DDOG,0.16499999999999998,-0.11220000000000001
5738,2019-09-30,DDOG,0.0,-0.7854
5739,2021-11-02,DEA,0.09,0.1
5740,2021-08-03,DEA,0.1,0.1
5741,2021-05-04,DEA,0.08,0.08
5742,2021-02-24,DEA,0.03,0.07
5743,2020-11-02,DEA,0.05,0.05
5744,2020-08-04,DEA,0.05,0.03
5745,2019-11-06,DEA,0.01,-0.02
5746,2019-08-01,DEA,0.08,0.01
5747,2019-05-07,DEA,-0.01,0.05
5748,2019-02-28,DEA,0.01,0.06
5749,2018-11-05,DEA,0.04,0.04
5750,2021-10-28,DECK,3.66,4.0
5751,2021-07-29,DECK,1.71,-0.05
5752,2021-05-20,DECK,1.18,0.64
5753,2021-02-04,DECK,8.99,7.07
5754,2020-10-29,DECK,3.58,2.63
5755,2020-07-30,DECK,-0.28,-1.11
5756,2020-05-21,DECK,0.57,0.09
5757,2020-01-30,DECK,7.14,6.55
5758,2019-07-25,DECK,-0.67,-1.12
5759,2019-05-23,DECK,0.85,0.08
5760,2019-01-31,DECK,6.59,5.3
5761,2018-10-25,DECK,2.38,1.72
5762,2021-11-02,DEI,0.1,0.07
5763,2021-08-03,DEI,0.09,0.06
5764,2021-05-04,DEI,0.06,0.02
5765,2021-02-09,DEI,0.06,0.01
5766,2020-11-02,DEI,0.02,0.03
5767,2020-08-06,DEI,0.01,0.09
5768,2020-05-07,DEI,0.15,0.06
5769,2020-02-11,DEI,1.58,0.15
5770,2019-11-05,DEI,0.13,0.17
5771,2019-08-05,DEI,0.2,0.17
5772,2019-05-02,DEI,0.17,0.15
5773,2019-02-12,DEI,0.15,0.19
5774,2018-11-01,DEI,0.18,0.18
5775,2019-11-05,DERM,-1.06,-1.3
5776,2019-08-07,DERM,-0.33,-0.95
5777,2019-05-07,DERM,-1.49,-1.62
5778,2019-02-26,DERM,-1.7,-1.91
5779,2018-11-07,DERM,-1.58,-1.63
5780,2021-12-02,DG,2.08,2.01
5781,2021-08-26,DG,2.69,2.59
5782,2021-05-27,DG,2.82,2.19
5783,2021-03-18,DG,2.62,2.72
5784,2020-12-03,DG,2.31,2.0
5785,2020-08-27,DG,3.12,2.44
5786,2020-05-28,DG,2.56,1.74
5787,2020-03-12,DG,2.1,2.01
5788,2019-12-05,DG,1.42,1.38
5789,2019-08-29,DG,1.74,1.57
5790,2019-05-30,DG,1.48,1.39
5791,2019-03-14,DG,1.84,1.88
5792,2018-12-04,DG,1.26,1.26
5793,2020-07-27,DGICB,0.61,0.27
5794,2020-04-28,DGICB,0.43,0.33
5795,2020-02-24,DGICB,0.42,0.25
5796,2019-10-30,DGICB,0.2,0.15
5797,2019-07-29,DGICB,0.13,0.04
5798,2019-04-29,DGICB,0.26,0.07
5799,2019-02-19,DGICB,-0.12,-0.14
5800,2018-10-30,DGICB,-0.03,0.11
5801,2021-11-10,DGII,0.13,0.08
5802,2021-08-04,DGII,0.09,0.08
5803,2021-05-05,DGII,0.09,0.08
5804,2021-02-03,DGII,-0.01,0.06
5805,2020-11-12,DGII,0.15,0.09
5806,2020-08-06,DGII,0.06,0.02
5807,2020-05-07,DGII,0.07,0.06
5808,2020-01-30,DGII,0.01,0.01
5809,2019-11-14,DGII,0.08,0.06
5810,2019-08-08,DGII,0.06,0.04
5811,2019-05-02,DGII,0.05,0.03
5812,2019-01-31,DGII,0.17,-0.01
5813,2018-11-15,DGII,0.13,0.06
5814,2021-11-08,DH,0.01,0.02
5815,2021-11-02,DHT,-0.13,-0.12
5816,2021-08-09,DHT,-0.09,-0.08
5817,2021-05-04,DHT,0.07,0.04
5818,2021-02-08,DHT,0.07,0.13
5819,2020-11-09,DHT,0.34,0.28
5820,2020-08-10,DHT,0.81,0.82
5821,2020-05-05,DHT,0.58,0.54
5822,2020-02-05,DHT,0.45,0.55
5823,2019-10-23,DHT,-0.06,-0.07
5824,2019-08-06,DHT,-0.02,-0.04
5825,2019-05-08,DHT,0.16,0.08
5826,2019-02-06,DHT,0.13,0.14
5827,2018-11-01,DHT,-0.1,-0.09
5828,2021-11-10,DHX,-0.02,0.01
5829,2021-08-05,DHX,-0.64,0.01
5830,2021-05-05,DHX,0.02,0.03
5831,2021-02-04,DHX,0.03,0.04
5832,2020-11-04,DHX,0.04,0.02
5833,2020-08-06,DHX,0.05,0.02
5834,2020-05-06,DHX,-0.13,0.04
5835,2020-02-05,DHX,0.07,0.06
5836,2019-11-07,DHX,0.08,0.06
5837,2019-08-01,DHX,0.06,0.07
5838,2019-05-02,DHX,0.03,0.06
5839,2019-02-07,DHX,0.11,0.06
5840,2018-11-01,DHX,0.06,0.05
5841,2021-11-10,DIBS,-0.17,-0.15
5842,2021-08-11,DIBS,-0.44,-0.13
5843,2021-11-12,DICE,-2.3,-0.5
5844,2021-11-04,DISH,0.88,0.91
5845,2021-08-09,DISH,1.06,0.89
5846,2021-04-29,DISH,0.99,0.81
5847,2021-02-22,DISH,1.25,0.75
5848,2020-11-06,DISH,0.86,0.7
5849,2020-08-07,DISH,0.78,0.59
5850,2020-05-07,DISH,0.13,0.57
5851,2020-02-19,DISH,0.69,0.59
5852,2019-11-07,DISH,0.66,0.61
5853,2019-07-29,DISH,0.6,0.65
5854,2019-05-03,DISH,0.65,0.66
5855,2019-02-13,DISH,0.64,0.67
5856,2018-11-07,DISH,0.82,0.67
5857,2021-11-04,DK,0.13,-0.35
5858,2021-08-03,DK,-0.88,-0.96
5859,2021-05-04,DK,-1.69,-1.39
5860,2021-02-23,DK,-2.77,-1.92
5861,2020-11-04,DK,-1.01,-1.38
5862,2020-08-04,DK,-1.5,-0.51
5863,2020-05-05,DK,-1.74,-0.96
5864,2020-02-25,DK,-0.11,0.04
5865,2019-11-04,DK,0.78,0.68
5866,2019-08-05,DK,1.17,0.84
5867,2019-05-06,DK,1.54,0.47
5868,2019-02-19,DK,1.59,1.25
5869,2018-11-06,DK,2.02,2.0
5870,2021-11-05,DKL,1.0,1.03
5871,2021-08-03,DKL,1.0,1.0
5872,2021-05-04,DKL,0.83,0.83
5873,2021-02-23,DKL,0.94,1.13
5874,2020-11-04,DKL,1.26,1.02
5875,2020-08-04,DKL,1.18,0.82
5876,2020-05-05,DKL,0.76,0.69
5877,2020-02-25,DKL,0.52,0.74
5878,2019-11-04,DKL,0.89,0.8
5879,2019-08-05,DKL,0.69,0.69
5880,2019-05-06,DKL,0.51,0.64
5881,2019-02-19,DKL,0.58,0.74
5882,2018-11-06,DKL,0.68,0.94
5883,2021-11-05,DKNG,-1.35,-1.06
5884,2021-08-06,DKNG,-0.76,-0.55
5885,2021-05-07,DKNG,-0.8,-0.42
5886,2021-02-26,DKNG,-0.68,-0.47
5887,2020-11-13,DKNG,-0.98,-0.61
5888,2020-08-14,DKNG,-0.4,-0.2
5889,2020-06-30,DKNG,-1.4000000000000001,-0.7140000000000001
5890,2020-05-15,DKNG,-0.24,-0.16
5891,2020-03-31,DKNG,-0.84,-0.5712
5892,2021-11-23,DKS,3.19,1.97
5893,2021-08-25,DKS,5.08,2.8
5894,2021-05-26,DKS,3.79,1.12
5895,2021-03-09,DKS,2.43,2.28
5896,2020-11-24,DKS,2.01,1.01
5897,2020-08-26,DKS,3.21,1.3
5898,2020-06-02,DKS,-1.71,-0.57
5899,2020-03-10,DKS,1.32,1.22
5900,2019-11-26,DKS,0.52,0.38
5901,2019-08-22,DKS,1.26,1.21
5902,2019-05-29,DKS,0.62,0.58
5903,2019-03-12,DKS,1.07,1.06
5904,2018-11-28,DKS,0.39,0.26
5905,2021-11-16,DLB,0.58,0.56
5906,2021-07-29,DLB,0.71,0.48
5907,2021-05-04,DLB,0.91,0.67
5908,2021-01-28,DLB,1.48,1.04
5909,2020-11-12,DLB,0.45,0.34
5910,2020-08-03,DLB,0.86,0.27
5911,2020-05-04,DLB,1.04,1.09
5912,2020-01-29,DLB,0.64,0.49
5913,2019-11-14,DLB,0.43,0.48
5914,2019-08-01,DLB,0.38,0.49
5915,2019-05-01,DLB,0.7,0.52
5916,2019-01-30,DLB,0.93,0.56
5917,2018-10-24,DLB,0.47,0.3
5918,2021-10-26,DLR,0.44,0.25
5919,2021-07-29,DLR,0.45,0.23
5920,2021-04-29,DLR,1.32,0.29
5921,2021-02-11,DLR,0.16,0.26
5922,2020-10-29,DLR,-0.14,0.21
5923,2020-07-30,DLR,0.2,0.28
5924,2020-05-07,DLR,0.9,0.34
5925,2020-02-13,DLR,1.5,0.38
5926,2019-10-29,DLR,0.24,0.29
5927,2019-07-30,DLR,0.15,0.27
5928,2019-04-25,DLR,0.46,0.27
5929,2019-02-05,DLR,0.15,0.29
5930,2018-10-25,DLR,0.33,0.27
5931,2021-12-02,DLTH,0.09,-0.19
5932,2021-09-02,DLTH,0.27,0.03
5933,2021-06-03,DLTH,0.02,-0.2
5934,2021-03-18,DLTH,0.67,0.72
5935,2020-12-03,DLTH,0.03,-0.02
5936,2020-09-03,DLTH,0.18,0.02
5937,2020-06-04,DLTH,-0.47,-0.42
5938,2020-03-19,DLTH,0.75,0.78
5939,2019-12-05,DLTH,0.01,-0.04
5940,2019-09-12,DLTH,0.06,0.1
5941,2019-06-13,DLTH,-0.23,-0.22
5942,2019-04-04,DLTH,0.64,0.75
5943,2018-12-06,DLTH,-0.1,-0.1
5944,2021-11-23,DLTR,0.96,0.96
5945,2021-08-26,DLTR,1.23,1.0
5946,2021-05-27,DLTR,1.6,1.4
5947,2021-03-03,DLTR,2.13,2.11
5948,2020-11-24,DLTR,1.39,1.15
5949,2020-08-27,DLTR,1.1,0.92
5950,2020-05-28,DLTR,1.04,0.85
5951,2020-03-04,DLTR,1.79,1.75
5952,2019-11-26,DLTR,1.08,1.13
5953,2019-08-29,DLTR,0.76,0.81
5954,2019-05-30,DLTR,1.14,1.14
5955,2019-03-06,DLTR,1.93,1.93
5956,2018-11-29,DLTR,1.18,1.14
5957,2021-11-09,DMS,-0.05,0.04
5958,2021-08-09,DMS,0.06,0.1
5959,2021-05-10,DMS,0.09,0.1
5960,2021-02-26,DMS,0.04,0.15
5961,2020-11-10,DMS,0.17,0.09
5962,2021-11-09,DMTK,-0.68,-0.64
5963,2021-08-04,DMTK,-0.59,-0.53
5964,2021-05-13,DMTK,-0.55,-0.42
5965,2021-03-04,DMTK,-0.47,-0.55
5966,2020-11-10,DMTK,-0.5,-0.55
5967,2020-08-05,DMTK,-0.58,-0.37
5968,2020-05-13,DMTK,-0.53,-0.46
5969,2021-11-15,DNA,-0.06,-0.04
5970,2021-11-09,DNAY,-0.34,-0.28
5971,2021-08-10,DNAY,-1.06,-0.35
5972,2021-11-04,DNB,0.29,0.26
5973,2021-08-03,DNB,0.25,0.24
5974,2021-05-05,DNB,0.23,0.2
5975,2021-02-08,DNB,0.28,0.26
5976,2020-11-05,DNB,0.24,0.22
5977,2020-08-06,DNB,0.26,0.21
5978,2021-11-04,DNLI,-0.69,-0.47
5979,2021-08-04,DNLI,-0.5,-0.41
5980,2021-05-03,DNLI,-0.58,-0.34
5981,2021-02-25,DNLI,1.91,0.01
5982,2020-11-05,DNLI,-0.54,2.98
5983,2020-08-07,DNLI,-0.56,-0.6
5984,2020-05-07,DNLI,-0.55,-0.57
5985,2020-02-27,DNLI,-0.56,-0.58
5986,2019-11-06,DNLI,-0.48,-0.56
5987,2019-08-06,DNLI,-0.61,-0.46
5988,2019-05-08,DNLI,-0.41,-0.4
5989,2019-03-12,DNLI,0.79,-0.11
5990,2018-11-08,DNLI,-0.38,-0.25
5991,2021-11-09,DNUT,0.06,0.06
5992,2021-08-17,DNUT,0.13,0.13
5993,2021-11-05,DOC,0.1,0.08
5994,2021-08-04,DOC,0.08,0.09
5995,2021-05-05,DOC,0.08,0.08
5996,2021-02-25,DOC,0.1,0.09
5997,2020-11-06,DOC,0.07,0.08
5998,2020-08-06,DOC,0.09,0.07
5999,2020-05-07,DOC,0.07,0.07
6000,2020-02-26,DOC,0.22,0.09
6001,2019-11-06,DOC,0.08,0.07
6002,2019-08-07,DOC,0.04,0.07
6003,2019-05-01,DOC,0.06,0.05
6004,2019-02-27,DOC,0.06,0.07
6005,2018-11-02,DOC,0.12,0.1
6006,2021-12-02,DOCU,0.58,0.46
6007,2021-09-02,DOCU,0.47,0.4
6008,2021-06-03,DOCU,0.44,0.28
6009,2021-03-11,DOCU,0.37,0.22
6010,2020-12-03,DOCU,0.22,0.13
6011,2020-09-03,DOCU,0.17,0.08
6012,2020-06-04,DOCU,0.12,0.1
6013,2020-03-12,DOCU,0.12,0.05
6014,2019-12-05,DOCU,0.11,0.03
6015,2019-09-05,DOCU,0.01,0.04
6016,2019-06-06,DOCU,0.07,0.05
6017,2019-03-14,DOCU,0.06,0.01
6018,2021-12-02,DOMO,-0.32,-0.34
6019,2021-08-26,DOMO,-0.3,-0.36
6020,2021-05-27,DOMO,-0.26,-0.43
6021,2021-03-11,DOMO,-0.32,-0.43
6022,2020-12-03,DOMO,-0.4,-0.44
6023,2020-09-03,DOMO,-0.37,-0.5
6024,2020-06-04,DOMO,-0.65,-0.91
6025,2020-03-10,DOMO,-0.85,-0.96
6026,2019-12-05,DOMO,-0.85,-1.01
6027,2019-09-05,DOMO,-0.96,-0.99
6028,2019-06-06,DOMO,-1.08,-1.28
6029,2019-03-13,DOMO,-0.94,-1.24
6030,2018-12-06,DOMO,-1.06,-1.38
6031,2021-11-16,DOYU,-0.03,-0.03
6032,2021-08-16,DOYU,-0.35,-0.34
6033,2021-05-18,DOYU,-0.1,-0.4
6034,2021-03-23,DOYU,-0.45,-0.63
6035,2020-11-11,DOYU,0.39,0.57
6036,2020-08-10,DOYU,1.07,0.92
6037,2020-05-26,DOYU,0.95,0.62
6038,2020-03-19,DOYU,0.58,0.37
6039,2019-11-27,DOYU,0.26,0.2
6040,2021-10-14,DPZ,3.24,3.11
6041,2021-07-22,DPZ,3.12,2.87
6042,2021-04-29,DPZ,3.0,2.94
6043,2021-02-25,DPZ,3.85,3.89
6044,2020-10-08,DPZ,2.49,2.79
6045,2020-07-16,DPZ,2.99,2.24
6046,2020-04-23,DPZ,3.07,2.32
6047,2020-02-20,DPZ,3.13,2.98
6048,2019-10-08,DPZ,2.05,2.07
6049,2019-07-16,DPZ,2.19,2.02
6050,2019-04-24,DPZ,2.2,2.09
6051,2019-02-21,DPZ,2.62,2.69
6052,2018-10-16,DPZ,1.95,1.75
6053,2021-10-28,DQ,3.8,3.11
6054,2021-08-18,DQ,3.03,3.29
6055,2021-05-18,DQ,1.08,1.19
6056,2021-03-09,DQ,0.96,1.15
6057,2020-11-23,DQ,0.27,0.32
6058,2020-08-18,DQ,0.16,-0.03
6059,2020-05-20,DQ,2.27,1.61
6060,2020-03-11,DQ,1.72,0.91
6061,2019-08-14,DQ,0.16,-0.11
6062,2019-05-21,DQ,0.81,0.33
6063,2019-03-13,DQ,1.16,0.2
6064,2018-11-13,DQ,0.32,0.11
6065,2021-11-04,DRH,-0.02,-0.02
6066,2021-08-05,DRH,-0.1,-0.17
6067,2021-05-06,DRH,-0.24,-0.28
6068,2021-02-24,DRH,-0.19,-0.32
6069,2020-11-05,DRH,-0.4,-0.3
6070,2020-08-06,DRH,-0.36,-0.34
6071,2020-05-11,DRH,-0.17,-0.07
6072,2020-02-20,DRH,0.66,0.09
6073,2019-11-08,DRH,0.07,0.11
6074,2019-08-05,DRH,0.14,0.16
6075,2019-05-08,DRH,0.04,0.03
6076,2019-02-25,DRH,0.12,0.11
6077,2018-11-05,DRH,0.15,0.13
6078,2021-11-15,DRMA,-0.86,-0.46
6079,2021-09-27,DRMA,-0.7,-1.41
6080,2021-11-09,DRNA,-0.22,-0.46
6081,2021-08-09,DRNA,-0.53,0.41
6082,2021-05-06,DRNA,-0.39,-0.37
6083,2021-02-25,DRNA,-0.49,-0.03
6084,2020-11-05,DRNA,-0.29,-0.2
6085,2020-08-06,DRNA,-0.43,0.1
6086,2020-05-07,DRNA,-0.31,0.27
6087,2020-02-27,DRNA,-0.58,0.56
6088,2019-11-07,DRNA,-0.45,-0.28
6089,2019-08-08,DRNA,-0.35,-0.31
6090,2019-05-09,DRNA,-0.38,-0.22
6091,2019-03-11,DRNA,-0.29,-0.22
6092,2018-11-05,DRNA,-0.35,-0.25
6093,2021-10-28,DRQ,-0.35,-0.14
6094,2021-07-29,DRQ,-0.53,-0.1
6095,2021-04-29,DRQ,-0.47,-0.05
6096,2020-10-29,DRQ,0.5,-0.04
6097,2020-07-30,DRQ,-0.28,-0.06
6098,2020-05-06,DRQ,-0.04,0.02
6099,2020-02-27,DRQ,0.23,0.14
6100,2019-10-24,DRQ,-0.07,0.13
6101,2019-07-25,DRQ,0.03,0.03
6102,2019-04-25,DRQ,-0.12,-0.06
6103,2019-02-26,DRQ,-0.04,-0.2
6104,2018-10-25,DRQ,-0.2,-0.21
6105,2021-11-02,DRRX,-0.04,-0.05
6106,2021-07-29,DRRX,-0.04,-0.04
6107,2021-05-04,DRRX,-0.05,-0.04
6108,2021-03-04,DRRX,0.02,-0.03
6109,2020-11-02,DRRX,-0.05,-0.04
6110,2020-08-03,DRRX,0.07,0.02
6111,2020-05-11,DRRX,-0.05,-0.04
6112,2020-03-03,DRRX,-0.02,-0.02
6113,2019-11-04,DRRX,-0.01,0.02
6114,2019-08-01,DRRX,-0.04,-0.04
6115,2019-05-07,DRRX,-0.04,-0.05
6116,2019-03-07,DRRX,-0.05,-0.05
6117,2018-11-07,DRRX,-0.02,-0.02
6118,2021-11-05,DSEY,0.1,0.15
6119,2021-08-13,DSEY,0.16,0.11
6120,2021-05-14,DSEY,0.11,0.04
6121,2021-11-09,DSGN,-0.21,-0.14
6122,2021-08-09,DSGN,-0.14,-0.18
6123,2021-05-10,DSGN,-0.31,-0.07
6124,2021-11-09,DSP,-0.2,-0.21
6125,2021-08-12,DSP,-0.32,-0.43
6126,2021-05-13,DSP,-0.27,-0.15
6127,2021-03-22,DSP,12.86,10.33
6128,2021-11-17,DSX,0.15,0.15
6129,2021-08-03,DSX,0.02,0.02
6130,2021-05-21,DSX,-0.03,-0.06
6131,2021-02-22,DSX,-0.07,-0.06
6132,2020-11-23,DSX,-0.09,-0.08
6133,2020-07-27,DSX,-0.11,-0.08
6134,2020-05-14,DSX,-0.12,-0.05
6135,2020-02-21,DSX,-0.05,0.02
6136,2019-12-02,DSX,0.01,0.03
6137,2019-07-30,DSX,0.02,0.03
6138,2019-05-09,DSX,0.05,0.04
6139,2019-02-26,DSX,0.01,0.08
6140,2018-11-26,DSX,0.13,0.04
6141,2021-10-27,DT,0.18,0.16
6142,2021-07-28,DT,0.16,0.15
6143,2021-05-12,DT,0.15,0.14
6144,2021-02-03,DT,0.17,0.13
6145,2020-10-28,DT,0.18,0.1
6146,2020-07-29,DT,0.13,0.1
6147,2020-05-12,DT,0.11,0.08
6148,2020-01-29,DT,0.1,0.07
6149,2019-10-30,DT,0.06,0.04
6150,2019-09-04,DT,0.04,0.03
6151,2021-11-10,DTIL,-0.19,-0.59
6152,2021-08-12,DTIL,0.36,-0.44
6153,2021-05-13,DTIL,-0.33,-0.5
6154,2021-03-18,DTIL,-0.44,-0.11
6155,2020-11-10,DTIL,-0.5,-0.66
6156,2020-08-13,DTIL,-0.63,-0.59
6157,2020-05-15,DTIL,-0.52,-0.52
6158,2020-03-10,DTIL,-0.36,-0.48
6159,2019-11-12,DTIL,-0.41,-0.5
6160,2019-08-14,DTIL,-0.39,-0.47
6161,2019-04-29,DTIL,-1.99,-0.39
6162,2021-08-13,DUO,-0.25,0.14
6163,2021-05-14,DUO,-0.18,-0.1
6164,2020-11-20,DUO,0.07,0.2
6165,2020-08-13,DUO,0.02,0.1
6166,2020-06-30,DUO,0.11,0.5555000000000001
6167,2020-06-10,DUO,-0.2,-0.09
6168,2020-03-31,DUO,0.13,0.21
6169,2019-12-31,DUO,0.7150000000000001,1.16655
6170,2019-12-04,DUO,0.14,0.11
6171,2019-09-30,DUO,0.77,0.61105
6172,2021-11-10,DUOL,-0.98,-0.96
6173,2021-11-04,DVAX,-0.24,0.05
6174,2021-08-04,DVAX,0.02,-0.04
6175,2021-05-06,DVAX,0.01,-0.02
6176,2021-02-25,DVAX,-0.14,-0.24
6177,2020-11-05,DVAX,0.04,-0.2
6178,2020-08-06,DVAX,-0.53,-0.24
6179,2020-05-07,DVAX,-0.15,-0.31
6180,2020-03-11,DVAX,-0.44,-0.33
6181,2019-11-06,DVAX,-0.49,-0.39
6182,2019-08-07,DVAX,-0.66,-0.56
6183,2019-05-08,DVAX,-0.62,-0.65
6184,2019-02-26,DVAX,-0.64,-0.61
6185,2018-11-05,DVAX,-0.65,-0.57
6186,2021-10-28,DXCM,0.89,0.64
6187,2021-07-29,DXCM,0.76,0.45
6188,2021-04-29,DXCM,0.33,0.3
6189,2021-02-11,DXCM,0.91,0.92
6190,2020-10-27,DXCM,0.94,0.65
6191,2020-07-28,DXCM,0.79,0.35
6192,2020-04-28,DXCM,0.44,0.14
6193,2020-02-13,DXCM,1.15,0.74
