,date,symbol,actualEarningResult,estimatedEarning
0,2021-11-22,A,1.21,1.17
1,2021-08-17,A,1.1,0.99
2,2021-05-25,A,0.97,0.83
3,2021-02-16,A,1.06,0.89
4,2020-11-23,A,0.98,0.93
5,2020-08-18,A,0.78,0.66
6,2020-05-21,A,0.71,0.61
7,2020-02-18,A,0.81,0.81
8,2019-11-25,A,0.89,0.86
9,2019-08-14,A,0.76,0.72
10,2019-05-14,A,0.71,0.72
11,2019-02-20,A,0.76,0.73
12,2018-11-19,A,0.81,0.74
13,2021-10-26,AAN,0.83,0.57
14,2021-07-27,AAN,1.05,0.68
15,2021-04-27,AAN,1.24,0.56
16,2021-02-23,AAN,0.79,0.74
17,2020-10-29,AAN,1.8,1.44
18,2020-07-29,AAN,1.18,0.78
19,2020-05-07,AAN,0.85,0.78
20,2020-02-20,AAN,1.15,1.07
21,2019-11-04,AAN,0.73,0.82
22,2019-07-25,AAN,0.93,0.87
23,2019-04-25,AAN,1.08,0.94
24,2019-02-14,AAN,1.02,1.03
25,2018-10-25,AAN,0.69,0.76
26,2021-11-04,AAOI,-0.2,-0.28
27,2021-08-05,AAOI,-0.15,-0.18
28,2021-05-06,AAOI,-0.21,-0.27
29,2021-02-25,AAOI,-0.2,-0.23
30,2020-11-05,AAOI,-0.06,-0.08
31,2020-08-06,AAOI,-0.24,-0.25
32,2020-05-07,AAOI,-0.44,-0.38
33,2020-02-27,AAOI,-0.18,-0.23
34,2019-11-06,AAOI,-0.15,-0.24
35,2019-08-07,AAOI,-0.26,-0.37
36,2019-05-08,AAOI,-0.27,-0.22
37,2019-02-21,AAOI,-0.02,-0.04
38,2018-11-07,AAOI,0.14,-0.02
39,2021-10-28,AAPL,1.24,1.24
40,2021-07-27,AAPL,1.3,1.01
41,2021-04-28,AAPL,1.4,0.99
42,2021-01-27,AAPL,1.68,1.41
43,2020-10-29,AAPL,0.73,0.7
44,2020-07-30,AAPL,0.65,0.51
45,2020-04-30,AAPL,0.64,0.56
46,2020-01-28,AAPL,1.25,1.14
47,2019-10-30,AAPL,0.76,0.71
48,2019-07-30,AAPL,0.55,0.53
49,2019-04-30,AAPL,0.62,0.59
50,2019-01-29,AAPL,1.05,1.04
51,2018-11-01,AAPL,0.73,0.7
52,2021-10-26,AAT,0.17,0.17
53,2021-07-27,AAT,0.15,0.11
54,2021-04-27,AAT,-0.04,0.03
55,2021-02-09,AAT,0.05,0.14
56,2020-10-27,AAT,0.08,0.16
57,2020-07-28,AAT,0.13,0.11
58,2020-04-28,AAT,0.2,0.31
59,2020-02-11,AAT,0.22,0.25
60,2019-10-29,AAT,0.22,0.27
61,2019-07-30,AAT,0.18,0.2
62,2019-04-30,AAT,0.24,0.23
63,2019-02-12,AAT,0.14,-0.03
64,2018-10-30,AAT,0.22,0.04
65,2021-10-29,ABBV,3.33,3.22
66,2021-07-30,ABBV,3.11,3.09
67,2021-04-30,ABBV,2.95,2.83
68,2021-02-03,ABBV,2.92,2.85
69,2020-10-30,ABBV,2.83,2.77
70,2020-07-31,ABBV,2.34,2.19
71,2020-05-01,ABBV,2.42,2.25
72,2020-02-07,ABBV,2.21,2.19
73,2019-11-01,ABBV,2.33,2.3
74,2019-07-26,ABBV,2.26,2.21
75,2019-04-25,ABBV,2.14,2.05
76,2019-01-25,ABBV,1.9,1.94
77,2018-11-02,ABBV,2.14,2.02
78,2021-10-28,ABCB,1.17,1.18
79,2021-07-22,ABCB,1.27,1.18
80,2021-04-22,ABCB,1.79,1.15
81,2021-01-28,ABCB,1.36,1.17
82,2020-10-22,ABCB,1.67,0.91
83,2020-07-27,ABCB,0.47,0.61
84,2020-04-23,ABCB,0.28,0.76
85,2020-01-23,ABCB,0.96,0.96
86,2019-10-18,ABCB,0.98,0.95
87,2019-07-26,ABCB,0.96,0.96
88,2019-04-23,ABCB,0.9,0.93
89,2019-01-25,ABCB,0.96,0.92
90,2018-10-19,ABCB,0.91,0.9
91,2021-10-26,ABG,7.36,6.25
92,2021-07-27,ABG,7.78,5.09
93,2021-04-27,ABG,4.68,3.63
94,2021-02-02,ABG,4.44,4.13
95,2020-10-27,ABG,4.08,3.91
96,2020-07-28,ABG,2.52,2.49
97,2020-05-05,ABG,1.8,1.67
98,2020-02-03,ABG,2.53,2.34
99,2019-10-22,ABG,2.33,2.32
100,2019-07-26,ABG,2.38,2.26
101,2019-04-23,ABG,2.2,1.93
102,2019-02-06,ABG,2.2,2.06
103,2018-10-23,ABG,2.21,1.88
104,2021-11-04,ABNB,1.22,0.75
105,2021-08-12,ABNB,-0.11,-0.47
106,2021-05-13,ABNB,-1.95,-1.17
107,2021-02-25,ABNB,-10.84,-9.16
108,2021-11-15,ABOS,-0.1,-0.17
109,2021-08-16,ABOS,-7.91,-4.56
110,2021-10-29,ABR,0.51,0.44
111,2021-07-30,ABR,0.51,0.42
112,2021-05-07,ABR,0.54,0.43
113,2021-02-19,ABR,0.8,0.45
114,2020-10-30,ABR,0.72,0.33
115,2020-07-31,ABR,0.4,0.27
116,2020-05-08,ABR,-0.54,-0.05
117,2020-02-14,ABR,0.34,0.36
118,2019-11-01,ABR,0.35,0.33
119,2019-08-02,ABR,0.31,0.3
120,2019-05-10,ABR,0.26,0.28
121,2019-02-15,ABR,0.47,0.28
122,2018-11-02,ABR,0.36,0.37
123,2021-11-09,ABSI,-0.33,-0.18
124,2021-09-07,ABSI,-2.39,-0.85
125,2021-10-28,ABTX,0.93,1.0
126,2021-07-29,ABTX,1.12,0.9
127,2021-04-29,ABTX,0.89,0.83
128,2021-01-28,ABTX,0.77,0.71
129,2020-10-29,ABTX,0.79,0.52
130,2020-07-30,ABTX,0.48,0.24
131,2020-04-30,ABTX,0.17,0.35
132,2020-01-29,ABTX,0.67,0.61
133,2019-10-25,ABTX,0.57,0.67
134,2019-07-26,ABTX,0.66,0.66
135,2019-04-26,ABTX,0.58,0.65
136,2019-01-25,ABTX,0.59,0.01
137,2018-10-25,ABTX,0.65,0.64
138,2021-11-08,ACAD,-0.09,-0.26
139,2021-08-04,ACAD,-0.27,-0.3
140,2021-05-05,ACAD,-0.42,-0.53
141,2021-02-24,ACAD,-0.42,-0.47
142,2020-11-04,ACAD,-0.54,-0.38
143,2020-08-05,ACAD,-0.27,-0.44
144,2020-05-07,ACAD,-0.57,-0.48
145,2020-02-26,ACAD,-0.34,-0.36
146,2019-10-30,ACAD,-0.29,-0.4
147,2019-07-31,ACAD,-0.38,-0.45
148,2019-05-01,ACAD,-0.59,-0.52
149,2019-02-26,ACAD,-0.5,-0.55
150,2018-11-06,ACAD,-0.5,-0.58
151,2021-10-25,ACC,-0.09,-0.1
152,2021-07-26,ACC,-0.07,-0.1
153,2021-04-19,ACC,0.11,0.14
154,2021-02-22,ACC,0.18,0.13
155,2020-10-26,ACC,-0.15,-0.12
156,2020-07-20,ACC,-0.1,-0.05
157,2020-04-20,ACC,0.58,0.23
158,2020-02-18,ACC,0.18,0.31
159,2019-10-21,ACC,0.14,-0.01
160,2019-07-22,ACC,0.07,0.09
161,2019-04-22,ACC,0.21,0.22
162,2019-02-19,ACC,0.34,0.34
163,2018-10-22,ACC,-0.02,0.03
164,2021-08-04,ACEL,0.27,0.21
165,2021-03-15,ACEL,-0.05,0.02
166,2020-11-05,ACEL,0.18,0.1
167,2020-08-06,ACEL,-0.17,-0.17
168,2020-06-30,ACEL,-0.935,-0.9537000000000001
169,2020-05-18,ACEL,0.07,0.03
170,2020-03-31,ACEL,0.385,0.16829999999999998
171,2019-09-30,ACEL,-0.32999999999999996,0.5049
172,2021-11-10,ACET,-0.44,-0.44
173,2021-08-12,ACET,-0.34,-0.53
174,2021-05-17,ACET,-0.82,-0.49
175,2021-03-11,ACET,-0.46,-0.88
176,2020-11-05,ACET,-2.84,-0.81
177,2020-07-30,ACET,-1.05,-1.74
178,2020-05-07,ACET,-1.33,-2.36
179,2020-03-12,ACET,-5.53,-4.39
180,2019-11-05,ACET,-4.76,-3.76
181,2019-08-14,ACET,-3.57,-2.74
182,2019-05-15,ACET,-2.66,-2.52
183,2019-03-18,ACET,-1.47,-2.38
184,2018-11-13,ACET,-2.1,-3.53
185,2021-11-09,ACHL,-0.34,-0.48
186,2021-08-10,ACHL,-0.45,-0.49
187,2021-05-11,ACHL,-8.38,-3.25
188,2021-11-11,ACHR,-0.33,-0.19
189,2021-10-18,ACI,0.64,0.45
190,2021-07-29,ACI,0.89,0.68
191,2021-04-26,ACI,0.6,0.51
192,2021-01-12,ACI,0.66,0.42
193,2020-10-20,ACI,0.6,0.26
194,2020-07-27,ACI,1.35,1.3
195,2020-06-30,ACI,3.375,3.2825
196,2021-11-08,ACIU,-0.24,-0.29
197,2021-08-04,ACIU,-0.26,-0.24
198,2021-04-28,ACIU,-0.23,-0.23
199,2021-03-23,ACIU,-0.27,-0.25
200,2020-11-13,ACIU,-0.26,-0.25
201,2020-08-05,ACIU,-0.22,-0.25
202,2020-05-04,ACIU,-0.11,-0.14
203,2020-03-30,ACIU,-0.28,-0.22
204,2019-11-13,ACIU,0.25,0.17
205,2019-08-14,ACIU,-0.24,-0.22
206,2019-05-15,ACIU,0.91,1.21
207,2019-03-21,ACIU,-0.2,0.35
208,2018-11-13,ACIU,-0.21,-0.25
209,2021-11-03,ACLS,0.82,0.71
210,2021-08-04,ACLS,0.55,0.45
211,2021-05-04,ACLS,0.48,0.32
212,2021-02-10,ACLS,0.32,0.3
213,2020-11-05,ACLS,0.32,0.24
214,2020-08-04,ACLS,0.39,0.27
215,2020-05-05,ACLS,0.33,0.25
216,2020-02-05,ACLS,0.29,0.16
217,2019-10-31,ACLS,0.02,-0.01
218,2019-08-06,ACLS,0.02,-0.03
219,2019-05-07,ACLS,0.18,0.11
220,2019-02-06,ACLS,0.25,0.2
221,2018-11-01,ACLS,0.26,0.18
222,2021-11-15,ACM,0.81,0.77
223,2021-08-09,ACM,0.73,0.72
224,2021-05-10,ACM,0.67,0.64
225,2021-02-08,ACM,0.62,0.57
226,2020-11-16,ACM,0.6,0.57
227,2020-08-04,ACM,0.55,0.49
228,2020-05-05,ACM,0.55,0.5
229,2020-02-03,ACM,0.46,0.67
230,2019-11-12,ACM,0.79,0.8
231,2019-08-06,ACM,0.72,0.74
232,2019-05-08,ACM,0.69,0.63
233,2019-02-05,ACM,0.56,0.53
234,2018-11-12,ACM,0.83,0.82
235,2021-11-04,ACMR,0.56,0.39
236,2021-08-05,ACMR,0.19,0.29
237,2021-05-06,ACMR,0.35,0.2
238,2021-02-25,ACMR,0.29,0.27
239,2020-11-06,ACMR,0.42,0.37
240,2020-08-05,ACMR,0.29,0.19
241,2020-05-06,ACMR,0.11,0.04
242,2020-03-18,ACMR,0.23,0.1
243,2019-11-06,ACMR,0.53,0.2
244,2019-08-07,ACMR,0.26,0.12
245,2019-05-07,ACMR,0.14,-0.01
246,2019-03-06,ACMR,0.16,0.09
247,2018-11-07,ACMR,0.23,0.05
248,2021-09-23,ACN,2.2,2.19
249,2021-06-24,ACN,2.4,2.23
250,2021-03-18,ACN,2.03,1.9
251,2020-12-17,ACN,2.17,2.05
252,2020-09-24,ACN,1.99,1.73
253,2020-06-25,ACN,1.9,1.85
254,2020-03-19,ACN,1.91,1.72
255,2019-12-19,ACN,2.09,2.0
256,2019-09-26,ACN,1.74,1.71
257,2019-06-27,ACN,1.93,1.89
258,2019-03-28,ACN,1.73,1.57
259,2018-12-20,ACN,1.96,1.86
260,2018-09-27,ACN,1.58,1.56
261,2021-11-09,ACOR,-1.43,-1.56
262,2021-08-05,ACOR,-1.87,-2.09
263,2021-05-06,ACOR,-2.46,-2.54
264,2021-03-04,ACOR,-2.5,-1.48
265,2020-11-03,ACOR,-0.23,-0.3
266,2020-08-04,ACOR,-0.35,-0.48
267,2020-05-05,ACOR,-0.51,-0.41
268,2020-02-13,ACOR,-0.15,-0.4
269,2019-11-04,ACOR,-0.46,-0.51
270,2019-08-01,ACOR,-0.55,-1.06
271,2019-05-02,ACOR,-0.56,-0.94
272,2019-02-14,ACOR,0.45,-0.6
273,2018-10-31,ACOR,0.17,-0.02
274,2021-11-03,ACRE,0.37,0.34
275,2021-07-30,ACRE,0.37,0.35
276,2021-05-04,ACRE,0.4,0.36
277,2021-02-18,ACRE,0.41,0.35
278,2020-10-29,ACRE,0.43,0.24
279,2020-08-06,ACRE,0.32,0.25
280,2020-05-08,ACRE,0.32,0.34
281,2020-02-20,ACRE,0.37,0.36
282,2019-11-08,ACRE,0.34,0.33
283,2019-07-26,ACRE,0.38,0.34
284,2019-05-01,ACRE,0.3,0.33
285,2019-02-21,ACRE,0.36,0.32
286,2018-10-30,ACRE,0.35,0.33
287,2021-11-02,ACRS,-0.35,-0.28
288,2021-08-05,ACRS,-0.34,-0.28
289,2021-05-07,ACRS,-0.57,-0.29
290,2021-02-25,ACRS,-0.3,-0.27
291,2020-11-04,ACRS,-0.25,-0.3
292,2020-08-07,ACRS,-0.28,-0.36
293,2020-05-07,ACRS,-0.37,-0.32
294,2020-02-25,ACRS,-0.45,-0.39
295,2019-11-07,ACRS,-1.34,-0.57
296,2019-08-08,ACRS,-1.21,-0.76
297,2019-05-08,ACRS,-0.91,-0.8
298,2019-03-18,ACRS,-0.99,-0.99
299,2018-11-06,ACRS,-1.06,-1.33
300,2021-11-15,ACRX,-0.07,-0.07
301,2021-08-16,ACRX,-0.08,-0.08
302,2021-05-17,ACRX,-0.08,-0.08
303,2021-03-15,ACRX,-0.1,-0.1
304,2020-11-05,ACRX,-0.1,-0.08
305,2020-08-10,ACRX,-0.08,-0.14
306,2020-05-11,ACRX,-0.2,-0.17
307,2020-03-16,ACRX,-0.18,-0.2
308,2019-11-06,ACRX,-0.16,-0.22
309,2019-08-05,ACRX,-0.16,-0.22
310,2019-05-08,ACRX,-0.17,-0.22
311,2019-03-07,ACRX,-0.18,-0.2
312,2018-11-02,ACRX,-0.21,-0.21
313,2021-11-02,ACT,0.84,0.81
314,2021-10-26,ACU,0.5,0.57
315,2021-07-22,ACU,0.94,0.93
316,2021-04-19,ACU,0.52,0.57
317,2021-03-03,ACU,0.54,0.28
318,2020-10-21,ACU,0.46,0.34
319,2020-07-17,ACU,0.92,0.79
320,2020-04-17,ACU,0.36,0.33
321,2020-02-27,ACU,0.28,0.17
322,2019-10-18,ACU,0.3,0.28
323,2019-07-19,ACU,0.77,0.75
324,2019-04-18,ACU,0.24,0.21
325,2019-02-28,ACU,0.17,0.19
326,2018-10-19,ACU,0.23,0.45
327,2021-11-10,ACVA,-0.16,-0.17
328,2021-08-11,ACVA,-0.06,-0.25
329,2021-05-13,ACVA,-0.51,-0.68
330,2021-03-31,ADAG,-1.55,-0.4
331,2021-11-04,ADAP,-0.3,-0.26
332,2021-08-09,ADAP,-0.24,-0.24
333,2021-05-05,ADAP,-0.24,-0.25
334,2021-02-25,ADAP,-0.24,-0.23
335,2020-11-05,ADAP,-0.24,-0.25
336,2020-08-06,ADAP,-0.24,-0.23
337,2020-05-14,ADAP,-0.24,-0.25
338,2020-02-27,ADAP,-0.3,-0.34
339,2019-11-06,ADAP,-0.36,-0.31
340,2019-08-01,ADAP,-0.39,-0.33
341,2019-05-06,ADAP,-0.26,-0.31
342,2019-02-27,ADAP,-0.36,-0.32
343,2018-11-06,ADAP,0.06,-0.05
344,2021-09-21,ADBE,3.11,3.01
345,2021-06-17,ADBE,3.03,2.81
346,2021-03-23,ADBE,3.14,2.79
347,2020-12-10,ADBE,2.81,2.66
348,2020-09-15,ADBE,2.57,2.41
349,2020-06-11,ADBE,2.45,2.33
350,2020-03-12,ADBE,2.27,2.23
351,2019-12-12,ADBE,2.29,2.26
352,2019-09-17,ADBE,2.05,1.97
353,2019-06-18,ADBE,1.83,1.78
354,2019-03-14,ADBE,1.71,1.62
355,2018-12-13,ADBE,1.83,1.88
356,2021-11-15,ADGI,-0.98,-0.74
357,2021-09-20,ADGI,-0.18,-0.8
358,2021-11-15,ADIL,-0.22,-0.22
359,2021-08-12,ADIL,-0.25,-0.2
360,2021-03-22,ADIL,-0.24,-0.25
361,2020-11-13,ADIL,-0.24,-0.18
362,2020-08-13,ADIL,-0.16,-0.18
363,2019-08-13,ADIL,-0.21,-0.18
364,2019-05-13,ADIL,-0.27,-0.17
365,2019-02-19,ADIL,-0.27,-0.18
366,2018-11-14,ADIL,-0.85,-0.26
367,2021-11-03,ADPT,-0.4,-0.42
368,2021-08-04,ADPT,-0.35,-0.43
369,2021-05-05,ADPT,-0.29,-0.41
370,2021-02-24,ADPT,-0.33,-0.29
371,2020-11-10,ADPT,-0.27,-0.28
372,2020-08-10,ADPT,-0.26,-0.28
373,2020-05-12,ADPT,-0.25,-0.2
374,2020-02-26,ADPT,-0.17,-0.2
375,2019-11-12,ADPT,-0.11,-0.24
376,2019-08-13,ADPT,-1.23,-0.14
377,2021-10-28,ADS,4.47,3.29
378,2021-07-29,ADS,5.47,3.77
379,2021-04-29,ADS,6.28,3.16
380,2021-01-28,ADS,3.31,2.41
381,2020-10-29,ADS,3.45,2.25
382,2020-07-23,ADS,1.86,1.08
383,2020-04-23,ADS,0.75,2.78
384,2020-01-30,ADS,4.12,4.34
385,2019-10-24,ADS,5.05,5.21
386,2019-07-18,ADS,3.83,4.02
387,2019-04-25,ADS,3.72,4.05
388,2019-02-07,ADS,7.04,6.94
389,2018-10-18,ADS,6.26,6.19
390,2021-11-09,ADT,-0.07,0.09
391,2021-05-05,ADT,0.03,0.14
392,2020-08-05,ADT,0.41,0.29
393,2020-05-07,ADT,0.28,0.19
394,2020-03-05,ADT,0.31,0.23
395,2019-11-12,ADT,0.27,0.21
396,2019-08-06,ADT,0.19,0.16
397,2019-05-07,ADT,0.31,0.29
398,2019-03-11,ADT,0.13,0.12
399,2018-11-07,ADT,0.26,0.26
400,2021-11-01,ADTN,-0.02,-0.02
401,2021-08-04,ADTN,0.16,0.12
402,2021-05-05,ADTN,0.13,0.04
403,2021-02-03,ADTN,0.11,0.07
404,2020-11-02,ADTN,0.16,0.07
405,2020-08-05,ADTN,0.04,0.01
406,2020-05-06,ADTN,-0.05,-0.1
407,2020-02-05,ADTN,-0.07,-0.13
408,2019-10-30,ADTN,-0.06,-0.06
409,2019-07-17,ADTN,0.14,0.08
410,2019-04-17,ADTN,0.1,-0.06
411,2019-01-23,ADTN,-0.12,-0.03
412,2018-10-16,ADTN,0.21,0.04
413,2021-11-15,ADTX,-0.56,0.17
414,2021-08-12,ADTX,-0.42,-0.05
415,2021-05-12,ADTX,-0.46,-0.21
416,2021-11-01,ADUS,0.91,0.89
417,2021-08-02,ADUS,0.9,0.89
418,2021-05-03,ADUS,0.74,0.74
419,2021-02-26,ADUS,0.82,0.75
420,2020-11-03,ADUS,0.76,0.65
421,2020-08-10,ADUS,0.73,0.49
422,2020-05-04,ADUS,0.77,0.63
423,2020-03-17,ADUS,0.73,0.67
424,2019-11-04,ADUS,0.62,0.58
425,2019-08-05,ADUS,0.56,0.54
426,2019-05-06,ADUS,0.52,0.47
427,2019-03-04,ADUS,0.55,0.51
428,2018-11-05,ADUS,0.48,0.45
429,2021-11-09,ADV,0.18,0.18
430,2021-08-09,ADV,0.13,0.14
431,2021-05-17,ADV,0.15,0.11
432,2021-11-04,ADVM,-0.39,-0.37
433,2021-08-05,ADVM,-0.45,-0.39
434,2021-05-06,ADVM,-0.29,-0.38
435,2021-03-01,ADVM,-0.39,-0.32
436,2020-11-05,ADVM,-0.31,-0.34
437,2020-08-10,ADVM,-0.36,-0.28
438,2020-05-28,ADVM,-0.31,-0.27
439,2020-03-12,ADVM,-0.29,-0.29
440,2019-11-07,ADVM,-0.25,-0.26
441,2019-08-08,ADVM,-0.23,-0.29
442,2019-05-08,ADVM,-0.23,-0.27
443,2019-03-06,ADVM,-0.25,-0.29
444,2018-11-08,ADVM,-0.34,-0.3
445,2021-09-23,AEHR,-0.02,-0.03
446,2021-07-15,AEHR,0.04,0.02
447,2021-04-08,AEHR,-0.02,0.02
448,2021-01-07,AEHR,-0.07,-0.05
449,2020-09-24,AEHR,-0.09,-0.03
450,2020-07-16,AEHR,-0.03,-0.03
451,2020-04-02,AEHR,0.02,0.04
452,2020-01-09,AEHR,0.02,0.01
453,2019-10-03,AEHR,-0.01,-0.02
454,2019-04-04,AEHR,-0.07,-0.08
455,2019-01-10,AEHR,-0.02,-0.02
456,2018-09-27,AEHR,-0.06,-0.02
457,2021-11-08,AEIS,0.89,0.82
458,2021-08-04,AEIS,1.25,1.27
459,2021-05-05,AEIS,1.29,1.26
460,2021-02-10,AEIS,1.49,1.35
461,2020-11-05,AEIS,1.66,1.16
462,2020-08-05,AEIS,1.18,0.82
463,2020-05-06,AEIS,0.91,0.65
464,2020-02-18,AEIS,0.87,0.7
465,2019-11-12,AEIS,0.54,0.38
466,2019-08-05,AEIS,0.45,0.35
467,2019-05-06,AEIS,0.58,0.48
468,2019-02-04,AEIS,0.73,0.76
469,2018-10-29,AEIS,1.05,1.0
470,2021-11-08,AEL,1.46,0.76
471,2021-08-05,AEL,0.98,0.5
472,2021-05-05,AEL,0.43,0.59
473,2021-02-17,AEL,0.77,0.97
474,2020-10-29,AEL,-2.72,1.03
475,2020-08-05,AEL,1.01,1.16
476,2020-05-06,AEL,1.67,1.15
477,2020-02-12,AEL,1.37,1.04
478,2019-11-06,AEL,2.54,0.99
479,2019-08-05,AEL,1.09,0.95
480,2019-05-01,AEL,0.97,0.92
481,2019-02-06,AEL,0.99,0.9
482,2018-11-05,AEL,1.87,0.88
483,2021-11-10,AER,3.35,2.37
484,2021-07-29,AER,1.92,1.38
485,2021-04-28,AER,1.76,1.15
486,2021-03-02,AER,0.22,0.94
487,2020-11-10,AER,-6.66,1.43
488,2020-07-29,AER,1.92,1.37
489,2020-05-05,AER,2.14,1.75
490,2020-02-13,AER,2.34,1.95
491,2019-11-08,AER,2.01,1.89
492,2019-07-30,AER,2.42,1.66
493,2019-05-01,AER,1.68,1.61
494,2019-02-14,AER,1.62,1.65
495,2018-10-30,AER,1.79,1.58
496,2021-11-04,AERI,-0.72,-0.62
497,2021-08-04,AERI,-0.67,-0.64
498,2021-05-05,AERI,-0.72,-0.68
499,2021-02-25,AERI,-0.79,-0.73
500,2020-11-05,AERI,-0.65,-0.8
501,2020-08-06,AERI,-0.83,-0.8
502,2020-05-06,AERI,-0.83,-0.77
503,2020-02-20,AERI,-0.96,-0.77
504,2019-11-06,AERI,-0.86,-0.8
505,2019-08-07,AERI,-0.8,-0.86
506,2019-05-07,AERI,-0.78,-0.93
507,2019-02-25,AERI,-0.92,-0.87
508,2018-11-06,AERI,-1.73,-1.38
509,2021-11-22,AESE,-0.18,-0.12
510,2021-08-16,AESE,-0.07,-0.12
511,2021-05-24,AESE,-0.1,-0.14
512,2021-03-31,AESE,-0.58,-0.15
513,2020-11-09,AESE,-0.22,-0.15
514,2020-08-10,AESE,-0.42,-0.18
515,2020-05-11,AESE,-0.37,-0.16
516,2020-03-16,AESE,-0.24,-0.09
517,2021-11-04,AFCG,0.44,0.43
518,2021-08-05,AFCG,0.43,0.48
519,2021-05-11,AFCG,0.45,0.34
520,2021-11-11,AFIB,-0.94,-0.87
521,2021-08-12,AFIB,-1.02,-0.84
522,2021-05-12,AFIB,-1.04,-0.81
523,2021-03-18,AFIB,-1.05,-0.72
524,2020-11-12,AFIB,-1.95,-0.99
525,2020-09-17,AFIB,-32.24,-1.03
526,2020-06-30,AFIB,-80.60000000000001,-2.6265
527,2021-11-10,AFMD,-0.16,-0.13
528,2021-09-08,AFMD,-0.16,-0.08
529,2021-07-01,AFMD,0.01,-0.09
530,2021-04-15,AFMD,-0.17,-0.04
531,2020-11-10,AFMD,-0.07,-0.08
532,2020-08-11,AFMD,-0.16,-0.13
533,2020-06-23,AFMD,-0.11,-0.13
534,2020-04-28,AFMD,-0.19,-0.19
535,2019-11-19,AFMD,-0.17,-0.16
536,2019-08-07,AFMD,-0.17,-0.12
537,2019-05-22,AFMD,0.03,-0.15
538,2019-03-27,AFMD,0.14,-0.16
539,2018-11-07,AFMD,-0.19,-0.15
540,2021-11-10,AFRM,-1.13,-0.3
541,2021-09-09,AFRM,-0.48,-0.29
542,2021-05-10,AFRM,-1.06,-0.29
543,2021-02-11,AFRM,-0.45,-0.81
544,2021-11-22,AFYA,0.21,0.22
545,2021-08-26,AFYA,0.64,0.96
546,2021-05-27,AFYA,1.16,1.56
547,2021-04-08,AFYA,0.89,1.58
548,2020-12-04,AFYA,0.21,0.24
549,2020-08-28,AFYA,0.16,0.12
550,2020-08-27,AFYA,0.89,0.67
551,2020-05-28,AFYA,1.39,1.12
552,2020-03-26,AFYA,1.11,1.02
553,2019-12-02,AFYA,0.78,0.59
554,2019-08-30,AFYA,10.41,0.63
555,2021-11-09,AGEN,0.72,0.46
556,2021-08-09,AGEN,-0.37,-0.24
557,2021-05-06,AGEN,-0.27,-0.31
558,2021-03-15,AGEN,-0.2,-0.22
559,2020-10-29,AGEN,-0.28,-0.26
560,2020-08-06,AGEN,-0.28,-0.27
561,2020-05-07,AGEN,-0.31,-0.33
562,2020-03-12,AGEN,-0.22,-0.38
563,2019-11-04,AGEN,-0.33,-0.38
564,2019-08-08,AGEN,-0.38,-0.33
565,2019-05-09,AGEN,0.12,-0.29
566,2019-03-14,AGEN,-0.4,-0.28
567,2018-11-06,AGEN,-0.29,-0.25
568,2021-08-12,AGFY,-0.28,-0.23
569,2021-05-17,AGFY,-0.33,-0.31
570,2021-04-02,AGFY,-1.08,-0.73
571,2021-11-03,AGIO,-1.56,-1.59
572,2021-07-29,AGIO,-1.41,-1.39
573,2021-04-29,AGIO,26.95,-1.32
574,2021-02-25,AGIO,-1.41,-1.33
575,2020-11-05,AGIO,-1.43,-1.38
576,2020-07-30,AGIO,-1.31,-1.37
577,2020-04-30,AGIO,-0.59,-1.67
578,2020-02-13,AGIO,-1.6,-1.72
579,2019-10-31,AGIO,-1.81,-1.8
580,2019-08-01,AGIO,-1.87,-1.7
581,2019-05-02,AGIO,-1.59,-1.75
582,2019-02-14,AGIO,-1.58,-1.67
583,2018-11-01,AGIO,-1.63,-1.62
584,2021-11-04,AGLE,-0.31,-0.28
585,2021-08-05,AGLE,-0.1,-0.16
586,2021-05-10,AGLE,-0.28,-0.17
587,2021-03-18,AGLE,-0.35,-0.31
588,2020-11-05,AGLE,-0.29,-0.39
589,2020-08-10,AGLE,-0.4,-0.44
590,2020-05-07,AGLE,-0.57,-0.65
591,2020-02-24,AGLE,-0.65,-0.68
592,2019-11-06,AGLE,-0.66,-0.54
593,2019-08-06,AGLE,-0.55,-0.49
594,2019-05-07,AGLE,-0.59,-0.56
595,2019-03-07,AGLE,-0.62,-0.37
596,2018-11-08,AGLE,-0.54,-0.45
597,2021-10-25,AGNC,0.75,0.65
598,2021-07-26,AGNC,0.76,0.65
599,2021-04-26,AGNC,0.76,0.63
600,2021-01-25,AGNC,0.75,0.65
601,2020-10-26,AGNC,0.81,0.57
602,2020-07-27,AGNC,0.58,0.46
603,2020-04-29,AGNC,0.57,0.55
604,2020-01-29,AGNC,0.57,0.55
605,2019-10-30,AGNC,0.59,0.5
606,2019-07-24,AGNC,0.49,0.5
607,2019-04-24,AGNC,0.52,0.56
608,2019-01-30,AGNC,0.53,0.59
609,2018-10-24,AGNC,0.61,0.59
610,2021-11-05,AGO,0.45,0.72
611,2021-08-06,AGO,1.59,0.76
612,2021-05-06,AGO,0.55,0.6
613,2021-02-25,AGO,0.69,0.62
614,2020-11-05,AGO,0.58,0.67
615,2020-08-07,AGO,1.36,0.69
616,2020-05-07,AGO,0.36,0.76
617,2020-02-27,AGO,0.9,0.78
618,2019-11-07,AGO,0.79,0.76
619,2019-08-07,AGO,1.38,0.76
620,2019-05-09,AGO,0.82,0.75
621,2019-02-28,AGO,0.87,0.76
