date,symbol,eps,epsEstimated,time
2021-11-22,A,1.21,1.17,amc
2021-08-17,A,1.1,0.99,amc
2021-05-25,A,0.71,0.83,amc
2021-02-16,A,0.94,0.89,amc
2020-11-23,A,0.72,0.93,amc
2020-08-18,A,0.644012944983819,0.66,amc
2020-05-21,A,0.33,0.61,amc
2020-02-18,A,0.64,0.81,amc
2019-11-25,A,0.63,0.86,amc
2019-08-14,A,0.61,0.72,amc
2019-05-14,A,0.574132492113565,0.72,amc
2019-02-20,A,1.58,0.73,amc
2018-11-19,A,0.61128526645768,0.74,amc
2018-08-14,A,0.74,0.63,amc
2018-05-14,A,0.64,0.64,amc
2018-02-14,A,-0.99,0.58,amc
2017-11-20,A,0.551401869158878,0.62,amc
2017-08-15,A,0.55,0.52,amc
2017-05-22,A,0.51,0.48,amc
2017-02-14,A,0.521739130434783,0.49,amc
2016-11-15,A,0.388888888888889,0.52,amc
2016-08-17,A,0.381538461538462,0.47,amc
2016-05-16,A,0.279141104294479,0.39,amc
2016-02-16,A,0.373860182370821,0.43,amc
2015-11-16,A,0.43202416918429,0.47,amc
2015-08-17,A,0.310240963855422,0.41,amc
2015-05-18,A,0.248502994011976,0.39,amc
2015-02-17,A,0.214285714285714,0.41,amc
2014-11-17,A,0.0688622754491018,0.89,amc
2014-08-14,A,0.44,0.74,amc
2014-05-14,A,0.417417417417417,0.73,amc
2014-02-13,A,0.67,0.66,amc
2013-11-14,A,0.81,0.76,amc
2013-08-14,A,0.68,0.62,amc
2013-05-14,A,0.77,0.67,amc
2013-02-14,A,0.63,0.67,amc
2012-11-19,A,0.86,0.8,amc
2012-08-15,A,0.79,0.83,amc
2012-05-14,A,0.78,0.73,amc
2012-02-15,A,0.69,0.69,amc
2021-10-14,AA,2.05,1.85,bmo
2021-07-15,AA,1.49,1.35,amc
2021-04-15,AA,0.79,0.46,amc
2021-01-20,AA,0.26,0.11,amc
2020-10-14,AA,-1.17,-1.38,amc
2020-07-15,AA,-0.02,-0.38,amc
2020-04-22,AA,-0.23,-0.24,amc
2020-01-15,AA,-0.31,-0.22,amc
2019-10-16,AA,-0.44,-0.33,amc
2019-07-17,AA,-0.01,-0.13,amc
2019-04-17,AA,-0.23,-0.13,amc
2019-01-16,AA,0.66,0.5,amc
2018-10-17,AA,0.63,0.36,amc
2018-07-18,AA,1.52,1.32,amc
2018-04-18,AA,0.77,0.7,amc
2018-01-17,AA,1.04,1.22,amc
2017-10-18,AA,0.72,0.77,amc
2017-07-19,AA,0.62,0.6,amc
2017-04-24,AA,0.63,0.53,amc
2017-01-24,AA,0.14,0.2,amc
2016-12-01,AA,0.02,0.04,bmo
2021-10-21,AAL,-0.99,-1.04,bmo
2021-07-22,AAL,-1.69,-1.71,bmo
2021-04-22,AAL,-4.32,-4.3,bmo
2021-01-28,AAL,-3.86,-4.11,bmo
2020-10-22,AAL,-5.54,-5.88,bmo
2020-07-23,AAL,-7.82,-7.7,bmo
2020-04-30,AAL,-2.65,-2.33,bmo
2020-01-23,AAL,1.15,1.14,bmo
2019-10-24,AAL,1.42,1.4,bmo
2019-07-25,AAL,1.82,1.8,bmo
2019-04-26,AAL,0.52,0.51,bmo
2019-01-24,AAL,1.04,1.01,bmo
2018-10-25,AAL,1.13,1.13,bmo
2018-07-26,AAL,1.63,1.59,bmo
2018-04-26,AAL,0.75,0.72,bmo
2018-01-25,AAL,0.95,0.92,bmo
2017-10-26,AAL,1.42,1.4,bmo
2017-07-28,AAL,1.92,1.87,bmo
2017-04-27,AAL,0.61,0.57,bmo
2017-01-27,AAL,0.92,0.92,bmo
2016-10-20,AAL,1.76,1.69,bmo
2016-07-22,AAL,1.77,1.68,bmo
2016-04-22,AAL,1.25,1.19,bmo
2016-01-29,AAL,2.0,1.97,bmo
2015-10-23,AAL,2.77,2.72,bmo
2015-07-24,AAL,2.62,2.6,bmo
2015-04-24,AAL,1.73,1.71,bmo
2015-01-27,AAL,1.52,1.51,bmo
2014-10-23,AAL,1.66,1.63,bmo
2014-07-24,AAL,1.98,1.95,bmo
2014-04-24,AAL,0.54,0.48,bmo
2014-01-28,AAL,0.59,0.55,bmo
2013-10-17,AAL,1.38,1.34,bmo
2013-07-18,AAL,0.92,0.8,bmo
2013-04-18,AAL,0.02,-0.09,bmo
2013-01-16,AAL,-0.23,-0.52,bmo
2012-10-17,AAL,0.33,0.28,bmo
2012-07-18,AAL,0.28,-0.04,bmo
2012-04-19,AAL,-0.74,-1.43,bmo
2012-02-15,AAL,-1.2,-1.01,bmo
2021-11-04,AAON,0.29,0.39,amc
2021-08-05,AAON,0.38,0.33,amc
2021-05-06,AAON,0.3,0.27,amc
2021-02-25,AAON,0.27,0.29,amc
2020-11-05,AAON,0.38,0.34,bmo
2020-08-06,AAON,0.34,0.36,amc
2020-05-07,AAON,0.41,0.35,bmo
2020-02-27,AAON,0.33,0.29,bmo
2019-10-31,AAON,0.26,0.28,amc
2019-08-01,AAON,0.25,0.27,bmo
2019-05-02,AAON,0.21,0.23,bmo
2019-02-28,AAON,0.24,0.28,amc
2018-11-01,AAON,0.27,0.28,bmo
2018-08-02,AAON,0.22,0.22,bmo
2018-05-03,AAON,0.08,0.25,bmo
2018-02-27,AAON,0.21,0.24,bmo
2017-11-02,AAON,0.28,0.29,bmo
2017-08-03,AAON,0.26,0.29,bmo
2017-05-04,AAON,0.19,0.21,amc
2017-02-23,AAON,0.21,0.25,bmo
2016-11-03,AAON,0.29,0.28,amc
2016-08-04,AAON,0.27,0.25,amc
2016-05-05,AAON,0.2,0.19,bmo
2016-02-25,AAON,0.24,0.21,amc
2015-11-02,AAON,0.25,0.26,amc
2015-08-06,AAON,0.2,0.23,bmo
2015-05-07,AAON,0.15,0.16,amc
2015-02-27,AAON,0.19,0.19,bmo
2014-11-06,AAON,0.25,0.24,amc
2014-08-07,AAON,0.2,0.23,bmo
2014-05-05,AAON,0.17,0.11,bmo
2014-03-13,AAON,0.14,0.13,bmo
2013-11-07,AAON,0.19,0.17,bmo
2013-08-08,AAON,0.22,0.18,bmo
2013-05-09,AAON,0.1,0.11,bmo
2013-03-14,AAON,0.14,0.1,bmo
2012-11-08,AAON,0.11,0.1,bmo
2012-08-08,AAON,0.17,0.1,bmo
2012-05-08,AAON,0.09,0.08,bmo
2012-03-14,AAON,0.04,0.09,bmo
2021-11-15,AAP,3.21,2.87,bmo
2021-08-24,AAP,3.4,2.95,bmo
2021-06-02,AAP,3.34,3.08,bmo
2021-02-16,AAP,1.87,1.97,bmo
2020-11-10,AAP,2.81,2.66,bmo
2020-08-18,AAP,2.92,1.98,bmo
2020-05-19,AAP,0.91,1.73,bmo
2020-02-18,AAP,1.64,1.35,bmo
2019-11-12,AAP,2.1,2.05,bmo
2019-08-13,AAP,2.0,2.21,bmo
2019-05-22,AAP,2.46,2.35,bmo
2019-02-19,AAP,1.17,1.13,bmo
2018-11-13,AAP,1.89,1.75,bmo
2018-08-14,AAP,1.97,1.86,bmo
2018-05-22,AAP,2.1,1.97,bmo
2018-02-21,AAP,0.77,0.63,bmo
2017-11-14,AAP,1.43,1.21,bmo
2017-08-15,AAP,1.58,1.65,bmo
2017-05-24,AAP,1.6,2.17,bmo
2017-02-21,AAP,1.0,1.09,bmo
2016-11-14,AAP,1.73,1.71,amc
2016-08-16,AAP,1.9,2.12,bmo
2016-05-19,AAP,2.51,2.6,bmo
2016-02-11,AAP,1.22,1.2,bmo
2015-11-12,AAP,1.95,2.09,bmo
2015-08-13,AAP,2.27,2.25,bmo
2015-05-21,AAP,2.39,2.48,bmo
2015-02-12,AAP,1.54,1.48,bmo
2014-11-06,AAP,1.89,1.88,bmo
2014-08-14,AAP,2.08,2.01,bmo
2014-05-15,AAP,2.25,2.16,bmo
2014-02-06,AAP,0.67,0.79,bmo
2013-10-31,AAP,1.42,1.4,bmo
2013-08-08,AAP,1.59,1.48,bmo
2013-05-23,AAP,1.65,1.62,bmo
2013-02-07,AAP,0.88,0.75,bmo
2012-11-08,AAP,1.21,1.21,bmo
2012-08-09,AAP,1.34,1.39,bmo
2012-05-17,AAP,1.79,1.81,bmo
2012-02-16,AAP,0.9,0.75,bmo
2021-10-28,AAPL,1.24,1.24,amc
2021-07-27,AAPL,1.3,1.0,amc
2021-04-28,AAPL,1.4,0.99,amc
2021-01-27,AAPL,1.68,1.41,amc
2020-10-29,AAPL,0.73,0.7,amc
2020-07-30,AAPL,0.65,0.51,amc
2020-04-30,AAPL,0.64,0.56,amc
2020-01-28,AAPL,1.25,1.14,amc
2019-10-30,AAPL,0.76,0.71,amc
2019-07-30,AAPL,0.55,0.53,amc
2019-04-30,AAPL,0.62,0.59,amc
2019-01-29,AAPL,1.05,1.04,amc
2018-11-01,AAPL,0.73,0.7,amc
2018-07-31,AAPL,0.585,0.545,amc
2018-05-01,AAPL,0.6825,0.6675,amc
2018-02-01,AAPL,0.9725,0.965,amc
2017-11-02,AAPL,0.5175,0.4675,amc
2017-08-01,AAPL,0.4175,0.3925,amc
2017-05-02,AAPL,0.525,0.505,amc
2017-01-31,AAPL,0.84,0.8025,amc
2016-10-25,AAPL,0.4175,0.415,amc
2016-07-26,AAPL,0.355,0.345,amc
2016-04-26,AAPL,0.475,0.5,amc
2016-01-26,AAPL,0.82,0.8075,amc
2015-10-27,AAPL,0.49,0.47,amc
2015-07-21,AAPL,0.4625,0.4525,amc
2015-04-27,AAPL,0.5825,0.54,amc
2015-01-27,AAPL,0.765,0.65,amc
2014-10-20,AAPL,0.355,0.3275,amc
2014-07-22,AAPL,0.32,0.3075,amc
2014-04-23,AAPL,0.415,0.365,amc
2014-01-27,AAPL,0.5175,0.5025,amc
2013-10-28,AAPL,0.295,0.285,amc
2013-07-23,AAPL,0.2675,0.2625,amc
2013-04-23,AAPL,0.36,0.3575,amc
2013-01-23,AAPL,0.4925,0.48,amc
2012-10-25,AAPL,0.31,0.3125,amc
2012-07-24,AAPL,0.3325,0.37,amc
2012-04-24,AAPL,0.44,0.42,amc
2012-01-24,AAPL,0.495,0.3625,amc
2021-10-26,AAT,0.57,0.5,amc
2021-07-27,AAT,0.51,0.43,amc
2021-04-27,AAT,-0.04,0.03,amc
2021-02-09,AAT,0.05,0.14,amc
2020-10-27,AAT,0.08,0.16,amc
2020-07-28,AAT,0.13,0.11,amc
2020-04-28,AAT,0.2,0.31,amc
2020-02-11,AAT,0.22,0.25,amc
2019-10-29,AAT,0.22,0.27,amc
2019-07-30,AAT,0.18,0.2,amc
2019-04-30,AAT,0.24,0.23,amc
2019-02-12,AAT,0.14,-0.03,amc
2018-10-30,AAT,0.22,0.04,amc
2018-07-31,AAT,0.07,0.13,amc
2018-05-01,AAT,-0.01,0.17,bmo
2018-02-13,AAT,0.15,0.2,amc
2017-10-31,AAT,0.19,0.16,amc
2017-08-01,AAT,0.12,0.17,amc
2017-05-02,AAT,0.16,0.19,amc
2017-02-14,AAT,0.19,0.21,amc
2016-11-01,AAT,0.19,0.22,amc
2016-07-26,AAT,0.17,0.2,amc
2016-04-26,AAT,0.17,0.16,amc
2016-02-16,AAT,0.18,0.14,amc
2015-11-03,AAT,0.3,0.19,amc
2015-07-28,AAT,0.2,0.15,amc
2015-04-28,AAT,0.18,0.11,amc
2015-02-17,AAT,0.16,0.11,amc
2014-11-04,AAT,0.15,0.1,amc
2014-07-29,AAT,0.1,0.06,amc
2014-04-29,AAT,0.11,0.07,amc
2014-02-18,AAT,0.11,0.06,amc
2013-11-05,AAT,0.11,0.05,amc
2013-07-30,AAT,0.08,0.03,amc
2013-04-30,AAT,0.08,0.01,amc
2013-02-19,AAT,0.09,0.0,amc
2012-11-06,AAT,0.08,0.01,amc
2012-08-03,AAT,0.04,0.01,bmo
2012-05-01,AAT,0.05,-0.01,amc
2012-03-06,AAT,0.01,-0.05,amc
2021-11-03,AAWW,4.88,4.12,bmo
2021-08-05,AAWW,4.1,3.09,bmo
2021-05-05,AAWW,2.45,1.8,bmo
2021-02-18,AAWW,4.83,3.5,bmo
2020-11-05,AAWW,2.84,2.46,bmo
2020-08-06,AAWW,4.71,2.13,bmo
2020-05-07,AAWW,1.15,0.05,bmo
2020-02-20,AAWW,3.8,2.99,bmo
2019-10-30,AAWW,0.37,1.02,bmo
2019-08-01,AAWW,0.17,0.55,bmo
2019-05-01,AAWW,0.98,0.85,bmo
2019-02-19,AAWW,3.12,2.94,bmo
2018-11-01,AAWW,1.54,1.41,bmo
2018-08-02,AAWW,1.75,1.22,bmo
2018-05-03,AAWW,0.86,0.53,bmo
2018-02-22,AAWW,2.43,2.16,bmo
2017-11-07,AAWW,1.08,1.14,bmo
2017-08-02,AAWW,1.09,0.89,bmo
2017-05-03,AAWW,0.31,0.31,bmo
2017-02-23,AAWW,2.24,2.25,bmo
2016-11-03,AAWW,1.09,1.16,bmo
2016-08-03,AAWW,0.8,0.93,bmo
2016-05-05,AAWW,0.31,0.25,bmo
2016-02-18,AAWW,1.59,1.52,bmo
2015-11-05,AAWW,1.23,1.23,bmo
2015-07-30,AAWW,1.17,1.09,bmo
2015-04-30,AAWW,1.03,0.5,bmo
2015-02-12,AAWW,1.55,1.46,bmo
2014-11-06,AAWW,1.09,0.86,bmo
2014-07-31,AAWW,0.63,0.51,bmo
2014-05-01,AAWW,0.45,0.12,bmo
2014-02-12,AAWW,1.66,1.43,bmo
2013-11-07,AAWW,1.13,1.13,bmo
2013-08-01,AAWW,0.79,0.87,bmo
2013-05-02,AAWW,0.22,0.15,bmo
2013-02-13,AAWW,1.83,1.74,bmo
2012-11-01,AAWW,1.26,1.35,bmo
2012-08-02,AAWW,1.18,0.92,bmo
2012-05-03,AAWW,0.51,0.15,bmo
2012-02-15,AAWW,1.5,1.89,bmo
2021-10-28,AB,0.89,0.86,bmo
2021-07-29,AB,0.91,0.84,bmo
2021-04-29,AB,0.81,0.75,bmo
2021-02-11,AB,0.97,0.81,bmo
2020-10-22,AB,0.69,0.68,bmo
2020-07-23,AB,0.61,0.61,bmo
2020-04-28,AB,0.64,0.59,bmo
2020-02-12,AB,0.85,0.7,bmo
2019-10-24,AB,0.63,0.63,bmo
2019-07-25,AB,0.56,0.58,bmo
2019-04-25,AB,0.49,0.54,bmo
2019-02-13,AB,0.64,0.65,bmo
2018-10-24,AB,0.69,0.62,bmo
2018-07-26,AB,0.62,0.59,bmo
2018-04-26,AB,0.73,0.68,bmo
2018-02-13,AB,0.84,0.65,bmo
2017-10-25,AB,0.51,0.52,bmo
2017-07-27,AB,0.49,0.47,bmo
2017-04-27,AB,0.46,0.44,bmo
2017-02-14,AB,0.67,0.49,bmo
2016-10-26,AB,0.45,0.43,bmo
2016-07-28,AB,0.4,0.44,bmo
2016-04-28,AB,0.4,0.42,bmo
2016-02-11,AB,0.53,0.48,bmo
2015-10-22,AB,0.43,0.43,bmo
2015-07-30,AB,0.48,0.49,bmo
2015-04-30,AB,0.45,0.47,bmo
2015-02-12,AB,0.57,0.51,bmo
2014-10-23,AB,0.45,0.44,bmo
2014-07-30,AB,0.45,0.41,bmo
2014-04-30,AB,0.39,0.41,bmo
2014-02-12,AB,0.6,0.43,bmo
2013-10-24,AB,0.4,0.39,bmo
2013-07-31,AB,0.41,0.38,bmo
2013-05-01,AB,0.38,0.35,bmo
2013-02-12,AB,0.4,0.33,bmo
2012-10-24,AB,0.36,0.27,amc
2012-08-02,AB,0.24,0.24,bmo
2012-05-02,AB,0.29,0.24,bmo
2012-02-10,AB,0.07,0.19,bmo
2021-10-21,ABB,0.4,0.38,bmo
2021-07-22,ABB,0.37,0.36,bmo
2021-04-27,ABB,0.33,0.31,bmo
2021-02-04,ABB,0.26,0.16,bmo
2020-10-23,ABB,0.19,0.13,bmo
2020-07-22,ABB,0.21,0.09,bmo
2020-04-28,ABB,0.29,0.19,bmo
2020-02-05,ABB,0.26,0.38,bmo
2019-10-23,ABB,0.33,0.24,bmo
2019-07-25,ABB,0.33,0.25,bmo
2019-04-17,ABB,0.31,0.22,bmo
2019-02-28,ABB,0.29,0.34,bmo
2018-10-25,ABB,0.33,0.37,bmo
2018-07-19,ABB,0.38,0.35,bmo
2018-04-19,ABB,0.31,0.31,bmo
2018-02-08,ABB,0.33,0.29,bmo
2017-10-26,ABB,0.34,0.31,bmo
2017-07-20,ABB,0.3,0.3,bmo
2017-04-20,ABB,0.28,0.25,bmo
2017-02-08,ABB,0.33,0.27,bmo
2016-10-27,ABB,0.27,0.3,bmo
2016-07-21,ABB,0.19,0.26,bmo
2016-04-20,ABB,0.23,0.22,bmo
2016-02-03,ABB,0.09,0.21,bmo
2015-10-21,ABB,0.26,0.28,bmo
2015-07-23,ABB,0.26,0.26,bmo
2015-04-29,ABB,0.25,0.22,bmo
2015-02-06,ABB,0.3,0.31,bmo
2014-10-22,ABB,0.32,0.31,bmo
2014-07-23,ABB,0.28,0.3,bmo
2014-04-29,ABB,0.29,0.33,bmo
2014-02-13,ABB,0.33,0.23,bmo
2013-10-24,ABB,0.36,0.37,bmo
2013-07-25,ABB,0.33,0.35,bmo
2013-04-24,ABB,0.29,0.33,bmo
2013-02-14,ABB,0.26,0.36,bmo
2012-10-25,ABB,0.33,0.34,bmo
2012-07-26,ABB,0.28,0.37,bmo
2012-04-25,ABB,0.3,0.32,bmo
2012-02-17,ABB,0.36,0.42,bmo
2021-10-29,ABBV,3.33,3.22,bmo
2021-07-30,ABBV,3.11,3.11,bmo
2021-04-30,ABBV,2.95,2.83,bmo
2021-02-03,ABBV,2.92,2.85,bmo
2020-10-30,ABBV,2.83,2.77,bmo
2020-07-31,ABBV,2.34,2.19,bmo
2020-05-01,ABBV,2.42,2.25,bmo
2020-02-07,ABBV,2.21,2.19,bmo
2019-11-01,ABBV,2.33,2.3,bmo
2019-07-26,ABBV,2.26,2.21,bmo
2019-04-25,ABBV,2.14,2.05,bmo
2019-01-25,ABBV,1.9,1.94,bmo
2018-11-02,ABBV,2.14,2.02,bmo
2018-07-27,ABBV,2.0,1.97,bmo
2018-04-26,ABBV,1.87,1.79,bmo
2018-01-26,ABBV,1.48,1.44,bmo
2017-10-27,ABBV,1.41,1.39,bmo
2017-07-28,ABBV,1.42,1.4,bmo
2017-04-27,ABBV,1.28,1.26,bmo
2017-01-27,ABBV,1.2,1.2,bmo
2016-10-28,ABBV,1.21,1.2,bmo
2016-07-29,ABBV,1.26,1.2,bmo
2016-04-28,ABBV,1.15,1.13,bmo
2016-01-29,ABBV,1.13,1.12,bmo
2015-10-30,ABBV,1.13,1.08,bmo
2015-07-24,ABBV,1.08,1.06,bmo
2015-04-23,ABBV,0.94,0.85,bmo
2015-01-30,ABBV,0.89,0.86,bmo
2014-10-31,ABBV,0.89,0.77,bmo
2014-07-25,ABBV,0.82,0.76,bmo
2014-04-25,ABBV,0.71,0.68,bmo
2014-01-31,ABBV,0.82,0.82,bmo
2013-10-25,ABBV,0.82,0.78,bmo
2013-07-26,ABBV,0.82,0.79,bmo
2013-04-26,ABBV,0.68,0.67,bmo
2021-11-04,ABC,2.39,2.36,bmo
2021-08-04,ABC,2.16,2.01,bmo
2021-05-05,ABC,2.53,2.48,bmo
2021-02-04,ABC,2.18,1.94,bmo
2020-11-05,ABC,1.89,1.85,bmo
2020-08-05,ABC,1.85,1.57,bmo
2020-05-07,ABC,2.4,2.27,bmo
2020-01-30,ABC,1.76,1.67,bmo
2019-11-07,ABC,1.61,1.58,bmo
2019-08-01,ABC,1.76,1.62,bmo
2019-05-02,ABC,2.11,1.96,bmo
2019-01-31,ABC,1.6,1.5,bmo
2018-11-06,ABC,1.45,1.44,bmo
2018-08-02,ABC,1.54,1.46,bmo
2018-05-02,ABC,1.94,1.82,bmo
2018-02-06,ABC,1.55,1.35,bmo
2017-11-02,ABC,1.33,1.32,bmo
2017-08-03,ABC,1.43,1.37,bmo
2017-05-04,ABC,1.77,1.68,bmo
2017-01-31,ABC,1.36,1.23,bmo
2016-11-02,ABC,1.3,1.23,bmo
2016-08-02,ABC,1.37,1.27,bmo
2016-05-05,ABC,1.68,1.59,bmo
2016-02-04,ABC,1.27,1.25,bmo
2015-10-29,ABC,1.17,1.18,bmo
2015-07-23,ABC,1.2,1.15,bmo
2015-04-30,ABC,1.45,1.19,bmo
2015-01-28,ABC,1.14,0.97,bmo
2014-10-30,ABC,1.1,1.05,bmo
2014-07-24,ABC,1.01,0.92,bmo
2014-04-24,ABC,1.06,1.0,bmo
2014-01-23,ABC,0.8,0.78,bmo
2013-10-31,ABC,0.79,0.74,bmo
2013-07-24,ABC,0.73,0.74,bmo
2013-04-25,ABC,0.88,0.88,bmo
2013-01-24,ABC,0.71,0.67,bmo
2012-11-01,ABC,0.66,0.68,bmo
2012-07-26,ABC,0.71,0.69,bmo
2012-04-26,ABC,0.81,0.81,bmo
2012-01-26,ABC,0.62,0.63,bmo
2021-10-28,ABCB,1.17,1.18,bmo
2021-07-22,ABCB,1.25,1.21,bmo
2021-04-22,ABCB,1.79,1.15,amc
2021-01-28,ABCB,1.36,1.17,amc
2020-10-22,ABCB,1.67,0.91,amc
2020-07-27,ABCB,0.47,0.61,bmo
2020-04-23,ABCB,0.28,0.76,amc
2020-01-23,ABCB,0.96,0.96,amc
2019-10-18,ABCB,0.98,0.95,bmo
2019-07-26,ABCB,0.96,0.96,bmo
2019-04-23,ABCB,0.9,0.93,bmo
2019-01-25,ABCB,0.96,0.92,bmo
2018-10-19,ABCB,0.91,0.9,bmo
2018-07-27,ABCB,0.74,0.83,bmo
2018-04-20,ABCB,0.73,0.73,bmo
2018-01-26,ABCB,0.63,0.63,bmo
2017-10-19,ABCB,0.63,0.65,bmo
2017-07-21,ABCB,0.63,0.64,bmo
2017-04-21,ABCB,0.59,0.58,bmo
2017-01-20,ABCB,0.63,0.51,bmo
2016-10-17,ABCB,0.61,0.59,bmo
2016-07-22,ABCB,0.57,0.53,bmo
2016-04-22,ABCB,0.37,0.47,bmo
2016-01-22,ABCB,0.43,0.51,bmo
2015-10-23,ABCB,0.48,0.48,bmo
2015-07-24,ABCB,0.04,0.39,bmo
2015-04-23,ABCB,0.32,0.39,bmo
2015-01-29,ABCB,0.39,0.44,bmo
2014-10-22,ABCB,0.44,0.44,bmo
2014-07-22,ABCB,0.4,0.4,bmo
2014-04-22,ABCB,0.32,0.33,bmo
2014-01-23,ABCB,0.18,0.28,bmo
2013-10-21,ABCB,0.26,0.25,bmo
2013-07-18,ABCB,0.26,0.26,bmo
2013-04-23,ABCB,0.2,0.19,bmo
2013-01-29,ABCB,0.15,0.07,bmo
2012-10-23,ABCB,0.04,0.14,bmo
2012-07-24,ABCB,0.07,0.04,bmo
2012-04-24,ABCB,0.19,0.03,bmo
2012-01-26,ABCB,0.01,0.08,bmo
2021-11-09,ABCL,-0.08,-0.05,amc
2021-08-12,ABCL,-0.01,0.09,amc
2021-05-13,ABCL,0.37,0.38,amc
2021-10-28,ABEV,0.04,0.03,bmo
2021-07-29,ABEV,0.03,0.03,bmo
2021-05-24,ABEV,0.03,0.03,bmo
2020-10-29,ABEV,0.03,0.02,bmo
2020-07-31,ABEV,0.02,0.01,bmo
2020-05-08,ABEV,0.02,0.03,bmo
2020-02-27,ABEV,0.07,0.06,bmo
2019-10-25,ABEV,0.04,0.04,bmo
2019-08-21,ABEV,0.04,0.04,bmo
2019-05-07,ABEV,0.05,0.05,bmo
2019-02-28,ABEV,0.06,0.08,bmo
2018-10-25,ABEV,0.05,0.05,bmo
2018-07-26,ABEV,0.04,0.04,bmo
2018-05-09,ABEV,0.05,0.05,bmo
2018-03-01,ABEV,0.09,0.08,bmo
2017-10-26,ABEV,1.4e-05,0.05,bmo
2017-07-27,ABEV,0.04,0.04,bmo
2017-05-04,ABEV,0.05,0.06,bmo
2017-03-02,ABEV,0.09,0.08,bmo
2016-10-28,ABEV,0.05,0.06,bmo
2016-05-04,ABEV,0.04,0.05,bmo
2016-02-25,ABEV,0.07,0.09,bmo
2015-10-30,ABEV,0.05,0.06,bmo
2015-08-06,ABEV,0.05,0.05,bmo
2015-05-06,ABEV,0.06,0.07,bmo
2015-02-26,ABEV,0.12,0.12,bmo
2014-10-31,ABEV,0.08,0.08,bmo
2014-07-31,ABEV,0.06,0.07,bmo
2014-05-07,ABEV,0.07,0.07,bmo
2014-02-26,ABEV,0.13,0.11,bmo
2021-10-26,ABG,7.36,6.48,bmo
2021-07-27,ABG,7.78,5.3,bmo
2021-04-27,ABG,4.68,3.63,bmo
2021-02-02,ABG,4.44,4.13,bmo
2020-10-27,ABG,4.08,3.91,bmo
2020-07-28,ABG,2.52,2.49,bmo
2020-05-05,ABG,1.8,1.67,bmo
2020-02-03,ABG,2.53,2.34,bmo
2019-10-22,ABG,2.33,2.32,bmo
2019-07-26,ABG,2.38,2.26,bmo
2019-04-23,ABG,2.2,1.93,bmo
2019-02-06,ABG,2.2,2.06,bmo
2018-10-23,ABG,2.21,1.88,bmo
2018-07-24,ABG,2.08,1.92,bmo
2018-04-24,ABG,1.93,1.8,bmo
2018-02-06,ABG,1.81,1.59,bmo
2017-10-24,ABG,1.48,1.51,bmo
2017-07-25,ABG,1.58,1.69,bmo
2017-04-27,ABG,1.58,1.48,bmo
2017-02-07,ABG,1.56,1.43,bmo
2016-10-25,ABG,1.52,1.61,bmo
2016-07-26,ABG,1.65,1.65,bmo
2016-04-26,ABG,1.36,1.33,bmo
2016-02-04,ABG,1.31,1.36,bmo
2015-10-21,ABG,1.43,1.42,bmo
2015-07-21,ABG,1.52,1.43,bmo
2015-04-21,ABG,1.3,1.18,bmo
2015-02-04,ABG,1.07,1.01,bmo
2014-10-21,ABG,1.08,1.07,bmo
2014-07-22,ABG,1.19,1.09,bmo
2014-04-23,ABG,1.03,0.86,bmo
2014-02-04,ABG,0.88,0.82,bmo
2013-10-22,ABG,0.91,0.87,bmo
2013-07-23,ABG,0.98,0.81,bmo
2013-04-24,ABG,0.77,0.67,bmo
2013-02-19,ABG,0.72,0.65,bmo
2012-10-23,ABG,0.72,0.64,bmo
2012-07-24,ABG,0.69,0.64,bmo
2012-04-26,ABG,0.57,0.49,bmo
2012-02-14,ABG,0.54,0.43,bmo
2021-12-15,ABM,0.85,0.8,amc
2021-09-08,ABM,0.9,0.8,amc
2021-06-08,ABM,0.82,0.71,amc
2021-03-09,ABM,1.01,0.59,amc
2020-12-16,ABM,0.69,0.72,amc
2020-09-08,ABM,0.75,0.42,amc
2020-06-17,ABM,0.6,0.29,amc
2020-03-04,ABM,0.39,0.29,amc
2019-12-18,ABM,0.66,0.63,amc
2019-09-05,ABM,0.6,0.57,amc
2019-06-05,ABM,0.47,0.41,amc
2019-03-06,ABM,0.31,0.26,amc
2018-12-18,ABM,0.58,0.56,amc
2018-09-06,ABM,0.57,0.53,amc
2018-06-06,ABM,0.47,0.43,amc
2018-03-06,ABM,0.26,0.26,amc
2017-12-13,ABM,0.37,0.49,amc
2017-09-06,ABM,0.51,0.55,amc
2017-06-07,ABM,0.49,0.43,amc
2017-03-07,ABM,0.38,0.31,amc
2016-12-13,ABM,0.51,0.5,amc
2016-09-07,ABM,0.54,0.4,amc
2016-06-08,ABM,0.31,0.27,amc
2016-03-08,ABM,0.38,0.26,amc
2015-12-08,ABM,0.55,0.54,amc
2015-09-02,ABM,0.47,0.49,amc
2015-06-02,ABM,0.37,0.35,amc
2015-03-03,ABM,0.38,0.34,amc
2014-12-08,ABM,0.52,0.58,amc
2014-09-03,ABM,0.47,0.46,amc
2014-06-03,ABM,0.33,0.4,amc
2014-03-04,ABM,0.25,0.25,amc
2013-12-09,ABM,0.48,0.45,amc
2013-09-03,ABM,0.41,0.39,amc
2013-06-03,ABM,0.36,0.33,amc
2013-03-04,ABM,0.26,0.22,amc
2012-12-10,ABM,0.5,0.4,amc
2012-09-05,ABM,0.37,0.42,amc
2012-06-06,ABM,0.3,0.3,amc
