date,symbol,actualEarningResult,estimatedEarning
2020-05-06,BIO,1.91,1.57
2020-05-06,BRLXF,0.43,0.33
2020-05-06,BWA,0.77,0.5
2020-05-06,NMFCL,0.32,0.34
2020-05-06,SNMSF,-0.46,-0.14
2020-05-06,VRTV,-0.02,-1.22
2020-05-06,TNC,0.57,0.49
2020-05-06,RYI,0.41,0.35
2020-05-06,XEC,0.58,0.36
2020-05-06,SITM,-0.14,-0.18
2020-05-06,NDLS,-0.09,-0.07
2020-05-06,NESR,0.15,0.15
2020-05-06,PKIUF,-0.53,-0.02
2020-05-06,MUR,-0.3,-0.45
2020-05-06,MRO,-0.16,-0.14
2020-05-06,FOXF,0.52,0.56
2020-05-06,FSNUY,0.82,0.74
2020-05-06,CDAY,0.15,0.11
2020-05-06,CF,0.31,0.25
2020-05-06,DHR-PA,1.05,1.01
2020-05-06,CNHI,-0.06,0.07
2020-05-06,CTVA,0.59,0.4
2020-05-06,CAPL,2,0.11
2020-05-06,CBZ,0.66,0.71
2020-05-06,EXAS,-0.71,-0.59
2020-05-06,H,-0.35,-0.18
2020-05-06,NEBLQ,-0.34,-0.37
2020-05-06,CCU,0.39,0.29
2020-05-06,CCMP,1.75,1.7
2020-05-06,IO,-0.16,-0.62
2020-05-06,CARS,0.32,0.24
2020-05-06,TIVO,0.25,0.24
2020-05-06,EPM,0.11,0.05
2020-05-06,FCPT,0.27,0.28
2020-05-06,CSGS,0.87,0.72
2020-05-06,CSTE,0.13,0.09
2020-05-06,CVI,-0.99,-0.53
2020-05-06,CVNA,-1.18,-0.63
2020-05-06,CVS,1.91,1.63
2020-05-06,CCO,-0.6,-0.21
2020-05-06,CDW,1.38,1.34
2020-05-06,HZNP,0.4,0.21
2020-05-06,GPC,0.92,1.07
2020-05-06,CIFAF,0.58,0.6
2020-05-06,CIM,0.57,0.45
2020-05-06,LAND,0.04,0.03
2020-05-06,IEC,0.14,0.15
2020-05-06,MTRX,-0.02,0.11
2020-05-06,MNR,-0.77,0.09
2020-05-06,MX,0.03,0.11
2020-05-06,POCEF,0.06,0.03
2020-05-06,PSN,0.13,0.27
2020-05-06,TORSF,-0.13,-0.07
2020-05-06,TPC,0.34,0.06
2020-05-06,SPNE,-0.48,-0.38
2020-05-06,DNN,-0.01,-0.01
2020-05-06,CHEF,-0.6,-0.2
2020-05-06,CKPT,-0.06,-0.13
2020-05-06,SAR,2.39,1.46
2020-05-06,RM,-0.58,0.62
2020-05-06,SMG,4.5,4.18
2020-05-06,UGI,1.56,1.52
2020-05-06,TRMLF,-0.13,0.13
2020-05-06,UAN,-0.18,-0.21
2020-05-06,OTIS,0.6,0.46
2020-05-06,NMFX,0.32,0.34
2020-05-06,NE,-0.34,-0.37
2020-05-06,MNR-PC,-0.77,0.09
2020-05-06,VMC,0.47,0.43
2020-05-06,IVC,-0.21,-0.22
2020-05-06,FOXA,0.93,0.7
2020-05-06,GTY,0.3,0.28
2020-05-06,ELVT,-0.11,0.12
2020-05-06,KKR,0.42,0.42
2020-05-06,LANDP,0.04,0.03
2020-05-06,XPER,0.83,0.69
2020-05-06,CENT,0.78,0.75
2020-05-06,CGEN,-0.1,-0.1
2020-05-06,CLLS,0.47,-0.65
2020-05-06,CUPUF,0.11,0.13
2020-05-06,CXW,0.27,0.26
2020-05-06,CYTK,-0.66,-0.5
2020-05-06,CIM-PD,0.57,0.45
2020-05-06,DX-PC,0.51,0.53
2020-05-06,FSK,0.76,0.83
2020-05-06,LCI,0.27,0.29
2020-05-06,TRNO,0.19,0.19
2020-05-06,TRVCF,-0.38,-0.01
2020-05-06,TWO,0.25,0.26
2020-05-06,UIHC,0.21,0.26
2020-05-06,RGR,0.87,0.72
2020-05-06,MARUF,-198.26,-197.48
2020-05-06,PKOH,0.13,0.57
2020-05-06,PRTA,-0.59,-0.57
2020-05-06,PXD,1.15,1.11
2020-05-06,WEN,0.09,0.1
2020-05-06,TMHC,-0.26,0.41
2020-05-06,MNKD,-0.04,-0.06
2020-05-06,PFBOF,0.05,-0.03
2020-05-06,CLI,-0.47,-0.2
2020-05-06,CNST,-0.61,-0.62
2020-05-06,CPA,1.75,1.8
2020-05-06,FSNUF,0.82,0.74
2020-05-06,FUN,-3.83,-1.69
2020-05-06,DHR-PB,1.05,1.02
2020-05-06,FECCF,-4.04,-0.15
2020-05-06,INSG,-0.06,-0.08
2020-05-06,CRK,0.12,0.07
2020-05-06,GM,0.62,0.3
2020-05-06,CTTOF,0.02,0.05
2020-05-06,CENTA,0.78,0.74
2020-05-06,RBBN,0.01,-0.01
2020-05-06,MFC,0.51,0.58
2020-05-06,NYT,0.17,0.1
2020-05-06,RGEN,0.32,0.21
2020-05-06,DHR,1.05,1.02
2020-05-06,CXBMF,0.04,0.03
2020-05-06,WATT,-0.18,-0.22
2020-05-06,WPM,0.21,0.21
2020-05-06,NMFC,0.32,0.34
2020-05-06,PING,0.06,0.03
2020-05-06,PIFYF,-0.06,-0.03
2020-05-06,CECE,0.15,0.1
2020-05-06,CPK,1.76,1.81
2020-05-06,CPG,-4.4,0.09
2020-05-06,CPLP,0.35,0.44
2020-05-06,TWO-PE,0.25,0.26
2020-05-06,ODP,1.2,0.7
2020-05-06,DISCK,0.87,0.84
2020-05-06,DAR,0.51,0.4
2020-05-06,DCP,-2.71,0.37
2020-05-06,DLPH,0.22,-0.1
2020-05-06,DLGNF,0.39,0.31
2020-05-06,DRQ,-0.04,0.02
2020-05-06,DISCA,0.87,0.84
2020-05-06,DHX,-0.13,0.04
2020-05-06,DPMLF,0.26,0.14
2020-05-06,DRTT,-0.06,-0.04
2020-05-06,WD,1.49,1.35
2020-05-06,WYND,-0.98,0.59
2020-05-06,RE,4.03,3.62
2020-05-06,NREF,0.23,0.3
2020-05-06,ECSNF,-0.01,-0.01
2020-05-06,ESS,4.76,1.51
2020-05-06,ESE,0.68,0.57
2020-05-06,ENBL,0.24,0.26
2020-05-06,EPR-PG,0.4,0.62
2020-05-06,ETSY,0.1,0.19
2020-05-06,J,1.39,1.3
2020-05-06,OBELF,-10.22,-0.57
2020-05-06,ENTA,-0.3,-0.89
2020-05-06,EYPT,-0.11,-0.1
2020-05-06,EVRG,0.41,0.42
2020-05-06,EQIX,1.38,1.81
2020-05-06,GENGF,-0.51,-0.02
2020-05-06,TOTZF,0.1,-0.01
2020-05-06,NREF-PA,0.23,0.3
2020-05-06,NUS,0.36,0.25
2020-05-06,WTRG,0.6,0.57
2020-05-06,ELCTF,0.23,0.29
2020-05-06,WPX,0.07,0.06
2020-05-06,TALO,2.69,0.01
2020-05-06,ESPR,-2.84,-3.29
2020-05-06,EXR,0.83,0.76
2020-05-06,GEL,0.05,0.06
2020-05-06,HEP,0.24,0.44
2020-05-06,ES,1.02,1.01
2020-05-06,EPR,0.4,0.62
2020-05-06,ESTE,0.13,0.16
2020-05-06,PFIE,-0.01,0.01
2020-05-06,UFCS,0.05,0.16
2020-05-06,FORM,0.33,0.21
2020-05-06,FPAY,-0.06,-0.02
2020-05-06,FRT,0.7,0.72
2020-05-06,FLIR,0.42,0.42
2020-05-06,FIT,-0.24,-0.16
2020-05-06,GIFI,0.39,-0.33
2020-05-06,FTDR,0.21,0.18
2020-05-06,FTNT,0.6,0.51
2020-05-06,FTS,0.68,0.72
2020-05-06,FSLY,-0.06,-0.12
2020-05-06,FRT-PC,0.7,0.72
2020-05-06,WFSTF,-0.06,-0.05
2020-05-06,FG,0.15,0.35
2020-05-06,NOEJF,0.49,0.31
2020-05-06,WSPOF,0.45,0.63
2020-05-06,KRG,-0.01,-0.03
2020-05-06,HSON,-0.17,-0.17
2020-12-08,NTDOY,8.44,0.91
2020-12-08,CONN,0.25,0.24
2020-12-08,CHWY,-0.08,-0.13
2020-12-08,GWRE,0.17,-0.05
2020-12-08,THO,2.05,1.56
2020-12-08,JW-A,1,0.64
2020-12-08,MDB,-0.31,-0.44
2020-12-08,PHR,-0.09,-0.09
2020-12-08,POWL,0.25,0.27
2020-12-08,LQDT,0.23,0.02
2020-05-06,EAF,0.45,0.48
2020-05-06,GGB,0.13,-0.83
2020-05-06,LBTYA,1.5,-0.21
2020-05-06,LBTYK,1.5,-0.21
2020-05-06,GWRS,0.02,-0.01
2020-05-06,GMRE,0.03,0.04
2020-05-06,GMRE-PA,0.03,0.04
2020-05-06,GNL-PB,0.05,0.03
2020-05-06,GPN,1.58,1.53
2020-05-06,NXST,3.3,2.82
2020-05-06,SAFT,1.57,1.35
2020-05-06,RDN,0.8,0.74
2020-05-06,ROCK,0.47,0.38
2020-05-06,TRRSF,0.94,0.55
2020-05-06,GWLIF,0.59,0.6
2020-05-06,TMDX,-0.42,-0.4
2020-05-06,MEET,0.09,0.13
2020-05-06,WKHS,0.06,-0.13
2020-05-06,GNK,-0.17,-0.19
2020-05-06,GPL,-0.13,-0.01
2020-05-06,TORXF,0.23,0.11
2020-05-06,GDDY,0.24,0.17
2020-05-06,GLPG,-0.78,-0.65
2020-05-06,GNL,0.05,0.03
2020-05-06,GTHX,-0.82,-0.98
2020-05-06,KL,0.7,0.76
2020-05-06,EHMEF,1.41,1.43
2020-05-06,GLPGF,-0.78,-0.42
2020-05-06,RGLD,0.64,0.64
2020-05-06,NCSM,-0.01,-0.02
2020-05-06,RNR,0.76,4.16
2020-05-06,HUBS,0.35,0.23
2020-05-06,HDSN,-0.07,-0.08
2020-05-06,HARP,-0.51,-0.41
2020-05-06,HVRRF,2.49,2.31
2020-05-06,MORF,-0.55,-0.48
2020-05-06,NMIH,0.75,0.72
2020-05-06,RMAX,0.39,0.4
2020-05-06,HR,0.03,0.06
2020-05-06,TROX,0.29,0.21
2020-05-06,TVTY,-0.12,-0.18
2020-05-06,PYPL,0.66,0.75
2020-05-06,QTWO,-0.09,-0.12
2020-05-06,INVH,0.09,0.05
2020-05-06,HT,-0.76,-0.56
2020-05-06,HT-PE,-0.76,-0.56
2020-05-06,HRTX,-0.57,-0.65
2020-05-06,HI,0.53,0.39
2020-05-06,OPK,-0.09,-0.09
2020-05-06,KW,-0.07,-0.04
2020-05-06,LVGO,0.03,-0.04
2020-05-06,RNR-PF,0.76,4.16
2020-05-06,VVUS,-0.49,-0.8
2020-05-06,VVUSQ,-0.49,-0.8
2020-05-06,VYGR,-0.66,-0.79
2020-05-06,WING,0.27,0.24
2020-05-06,WTS,0.95,0.87
2020-05-06,NLTX,-0.18,-0.24
2020-05-06,PZZA,0.15,0.39
2020-05-06,QRTEB,0.27,0.3
2020-05-06,QRTEA,0.27,0.3
2020-05-06,REAL,-0.39,-0.42
2020-05-06,STKL,0.01,-0.01
2020-05-06,RCKT,-0.45,-0.49
2020-05-06,RNG,0.19,0.18
2020-05-06,RUBI,-0.06,-0.06
2020-05-06,IAA,0.37,0.36
2020-05-06,IMMU,-0.44,-0.46
2020-05-06,IIPR,0.72,0.75
2020-05-06,JNCE,-0.78,-0.57
2020-05-06,KFRC,0.42,0.37
2020-05-06,RUN,-0.23,0.08
2020-05-06,OSB,0.26,0.2
2020-05-06,LASR,-0.08,-0.16
2020-05-06,LYFT,-0.32,-0.63
2020-05-06,MGNI,-0.06,-0.06
2020-05-06,OMI,0.04,0.04
2020-05-06,MYOK,-1.5,-1.39
2020-05-06,SEDG,0.95,1.25
2020-05-06,RESN,-0.15,-0.13
2020-05-06,RES,-0.04,-0.07
2020-05-06,RST,-0.26,-0.28
2020-05-06,SMSI,0.1,0.08
2020-05-06,TWLO,0.06,-0.11
2020-05-06,TMUS,1.1,1.02
2020-05-06,VCYT,-0.24,-0.2
2020-05-06,VIAV,0.14,0.13
2020-05-06,WM,0.93,0.92
2020-05-06,NI-PB,0.76,0.8
2020-05-06,PGEN,-0.35,-0.24
2020-05-06,IIPR-PA,0.72,0.75
2020-05-06,LUMN,0.37,0.35
2020-05-06,QRTEV,0.27,0.3
2020-05-06,SBOW,1.21,0.87
2020-05-06,RLLMF,0.13,0.08
2020-05-06,REZI,-0.05,0.07
2020-05-06,RARE,-2.05,-1.68
2020-05-06,RP,0.43,0.42
2020-05-06,SQ,-0.02,0.13
2020-05-06,TTGT,0.19,0.08
2020-05-06,STN,0.49,0.45
2020-05-06,STNG,0.82,0.5
2020-05-06,NLST,-0.01,-0.01
2020-05-06,NEPH,-0.13,-0.08
2020-05-06,MYE,0.22,0.2
2020-05-06,ZNGA,0.06,0.06
2020-05-06,DNOW,-0.07,-0.06
2020-05-06,IRWD,0.04,0.05
2020-05-06,IPI,-0.2,0.2
2020-05-06,CTL,0.37,0.35
2020-05-06,NI,0.76,0.8
2020-05-06,NL,0.04,0.16
2020-05-06,NTRA,-0.45,-0.56
2020-05-06,NUVA,0.48,0.41
2020-05-06,OSUR,-0.12,-0.06
2020-05-06,UDR,0.01,0.03
2020-05-06,SRI,0.2,0.19
2020-05-06,SWM,0.85,0.69
2020-05-06,TRMB,0.49,0.41
2020-05-06,TXMD,-0.21,-0.19
2020-05-06,ZTS,0.95,0.86
2020-05-06,MET,1.58,1.44
2020-05-06,PTON,-0.2,-0.18
2020-05-06,VBIV,-0.05,-0.06
2020-05-06,SRPT,-0.23,-1.88
2020-05-06,WELL,0.75,0.37
2020-05-06,VVV,0.39,0.38
2020-05-06,SJI,1.15,1.11
2020-05-06,SONO,-0.48,-0.29
2020-05-06,SHOP,0.19,-0.18
2020-05-06,KXSCF,0.34,0.29
2020-05-06,KRO,0.23,0.15
2020-05-06,QRTEP,0.27,0.3
2020-05-06,IAC,-2.49,0.09
2020-05-06,GOTU,0.76,0.57
2020-05-06,SPT,-0.14,-0.21
2020-05-06,MET-PF,1.58,1.44
2020-05-06,QNST,0.13,0.19
2020-05-06,LPI,1.8,1.99
2020-05-06,UPWK,-0.09,-0.06
2020-05-06,TMUSR,1.1,1.02
2020-05-06,SYNC,-0.11,-0.1
2020-05-06,INMD,0.3,0.33
2020-05-06,IONS,-0.35,-0.12
2020-05-06,LXU,-1.01,-0.78
2020-05-06,RDWR,0.14,0.15
2020-05-06,SRHBF,0.02,0.02
2020-05-06,TCP,1.21,1.24
2020-05-06,RTLR,0.28,0.3
2020-05-06,NTR,-0.12,-0.05
2020-05-06,WYNN,-3.54,-0.84
2020-05-06,PERI,0.05,0.03
2020-05-06,VNTR,0.11,-0.01
2020-05-06,QGEN,0.34,0.27
2020-05-06,ZONNF,-0.02,0.08
2020-05-06,NTXFF,-0.08,-0.01
2020-05-06,SAXPF,0.26,0.53
2020-05-06,TTALF,0.09,0.09
2020-05-06,OUTFF,0.05,0.07
2020-05-06,SAXPY,0.26,0.53
2020-05-06,RTHVF,0.01,0.03
2020-05-06,TTVSF,0.34,0.14
2020-05-06,SVYSF,2.08,1.6
2020-05-06,TSE,0.26,0.07
2020-05-06,TLND,-0.13,-0.29
2020-05-07,SBRKF,0.86,1.8
2020-05-07,PBSFF,0.26,0.25
2020-05-07,AMH,0.07,0.06
2020-05-07,AMH-PH,0.07,0.06
2020-05-07,JOBS,3.27,2.44
2020-05-07,ACET,-1.33,-2.36
2020-05-07,WRLD,3.24,2.04
2020-05-07,ELAN,0.13,0.24
2020-05-07,BDABF,0.38,0.46
2020-05-07,AES,0.29,0.29
2020-05-07,AL,1.17,1.23
2020-05-07,AL-PA,1.17,1.23
2020-05-07,ELUXF,-0.3,-0.29
2020-05-07,AAON,0.41,0.35
2020-05-07,ACIW,-0.21,-0.1
2020-05-07,AMPH,0.17,0.09
2020-05-07,APPN,-0.12,-0.2
2020-05-07,ARGO,0.36,0.2
2020-05-07,ARI,0.4,0.39
2020-05-07,ATNX,-0.24,-0.17
2020-05-07,AT,0.11,0.05
2020-05-07,GRGSF,2.94,1.79
2020-05-07,AAOI,-0.44,-0.38
2020-05-07,ADMS,-0.59,-0.77
2020-05-07,ADT,0.28,0.19
2020-05-07,BDX,2.55,2.32
2020-05-07,BDXB,2.55,2.32
2020-05-07,LNT,0.7,0.54
2020-05-07,IEA,-0.66,-0.56
2020-05-07,FCRD,0.1,0.16
2020-05-07,PAHC,0.38,0.34
2020-05-07,RBA,0.21,0.21
2020-05-07,VDEKF,-0.7,0.4
2020-05-07,WRN,-0.01,-0.01
2020-05-07,DTNOF,0.01,0.02
2020-05-07,JBLU,-0.42,-0.36
2020-05-07,ALDX,-0.34,-0.48
2020-05-07,ALBO,-2.23,-1.36
2020-05-07,AQN,0.19,0.2
2020-05-07,ARCT,-0.67,-0.61
2020-05-07,ARGO-PA,0.36,0.2
2020-05-07,ATHX,-0.1,-0.08
2020-05-07,AUTO,-0.31,-0.18
2020-05-07,AVID,-0.08,-0.01
2020-05-07,AXDX,-0.39,-0.38
2020-05-07,ANNMF,0.13,0.12
2020-05-07,ANIP,1.04,0.89
2020-05-07,EVKIF,0.39,0.41
2020-05-07,AAN,0.85,0.78
2020-05-07,ASGTF,0.2,0.23
2020-05-07,AVLR,-0.05,-0.11
2020-05-07,BUD,-0.42,-0.17
2020-05-07,LAMR,0.4,0.36
2020-05-07,HASI,0.44,0.37
2020-05-07,MURGF,1.57,1.31
2020-05-07,MDRX,0.09,0.15
2020-05-07,AGO,0.36,0.76
2020-05-07,AIV,0.04,0.14
2020-05-07,ANH,0.09,0.08
2020-05-07,ARNA,-2,-2.28
2020-05-07,DOX,1.08,1.06
2020-05-07,AIRG,-0.05,-0.1
2020-05-07,ALRM,0.42,0.34
2020-05-07,OSAGF,-0.32,-0.15
2020-05-07,STOHF,0.17,0.21
2020-05-07,SCTBF,1.88,1.96
2020-05-07,MT,-1.02,0.05
2020-05-07,ALTR,0.16,0.14
2020-05-07,ARDX,-0.25,-0.25
2020-05-07,ATEN,0.05,0.02
2020-05-07,ASYS,-0.83,-0.22
2020-05-07,AVXL,-0.12,-0.15
2020-05-07,AY,-0.4,-0.07
2020-05-07,AAXN,0.4,0.18
2020-05-07,AFRAF,-3.19,-1.63
2020-05-07,AGLE,-0.57,-0.65
2020-05-07,AFI,-0.58,-0.82
2020-05-07,AGEN,-0.31,-0.33
2020-05-07,AGGZF,0.38,0.03
2020-05-07,COLD,0.11,0.07
2020-05-07,BGAIF,2.41,2.2
2020-05-07,ANH-PC,0.09,0.08
2020-05-07,AMRK,1.61,0.16
2020-05-07,ASUR,0.21,0.16
2020-05-07,ARWR,-0.2,-0.11
2020-05-07,ASMB,-0.76,-0.98
2020-05-07,AVRO,-0.77,-0.67
2020-05-07,AUTL,-0.6,-0.74
2020-05-07,AAWW,1.15,0.05
2020-05-07,DEUZF,-0.08,-0.06
2020-05-07,ABC,2.4,2.27
2020-05-07,ACAD,-0.57,-0.48
2020-05-07,ACRS,-0.37,-0.32
2020-05-07,ADSW,0.04,0.04
2020-05-07,HKXCF,1.79,2.08
2020-05-07,FOLD,-0.34,-0.28
2020-05-07,BNTGF,0.74,0.7
2020-05-07,ALO,-0.03,-0.01
2020-05-07,BABWF,-0.18,-0.23
2020-05-07,RCPHF,-0.47,0.65
2020-05-07,CMMB,-0.5,-0.11
2020-05-07,ANIK,0.4,-0.06
2020-05-07,BTOHF,0.06,0.14
2020-05-07,BNAUF,-0.05,-0.02
2020-05-07,SLDB,-0.56,-0.52
2020-05-07,PBYI,-0.43,-0.77
2020-05-07,TBIO,-0.24,-0.46
2020-05-07,RVSB,0.17,0.15
2020-05-07,BCEI,1.02,1.04
2020-05-07,BCE,0.8,0.77
2020-05-07,CUE,-0.48,-0.35
2020-05-07,BMY,1.72,1.49
2020-05-07,BNMDF,0.1,0.09
2020-05-07,BRBR,0.11,0.08
2020-05-07,BRX,0.2,0.19
2020-05-07,HEAR,-0.23,-0.72
2020-05-07,BTE,-4.46,-0.05
2020-05-07,BADFF,0.15,0.18
2020-05-07,BCLI,-0.32,-0.22
2020-05-07,BHC,0.88,0.88
2020-05-07,BLCM,1.09,-2.73
2020-05-07,CTIC,-0.2,-0.13
2020-05-07,CALA,-0.38,-0.36
2020-05-07,BDSI,0.05,0.02
2020-05-07,BJRI,-0.22,-0.14
2020-05-07,KTB,0.27,0.25
2020-05-07,BECN,-0.16,-0.21
2020-05-07,SBPH,-0.49,-0.2
2020-05-07,MITO,-0.04,-0.09
2020-05-07,TWST,-0.85,-0.75
2020-05-07,EIGR,-0.62,-0.8
2020-05-07,BLL,0.61,0.6
2020-05-07,CHRS,0.48,0.56
2020-05-07,BGGSQ,-0.26,-0.06
2020-05-07,SELB,-0.21,-0.28
2020-05-07,UBX,-0.59,-0.51
2020-05-07,PCRX,0.53,0.3
2020-05-07,NEWT,0.21,0.52
2020-05-07,BCC,0.31,0.46
2020-05-07,BGSF,0.14,0.19
2020-05-07,BKNG,3.77,5.64
2020-05-07,EGLE,-0.35,-0.78
2020-05-07,CLRB,-0.42,-0.35
2020-05-07,FARM,-2.32,-0.25
2020-05-07,KIN,-0.58,-0.43
2020-05-07,PRVB,-0.26,-0.25
2020-05-07,MNST,0.52,0.48
2020-05-07,PDLI,-0.26,0.05
2020-05-07,BIOL,-0.19,-0.17
2020-05-07,BCYC,-0.63,0.11
2020-05-07,BCH,0.34,0.36
2020-05-07,BGG,-0.26,-0.06
2020-05-07,BILL,-0.04,-0.1
2020-05-07,CLBS,-0.38,-0.29
2020-05-07,BSIG,0.4,0.36
2020-05-07,IGMS,-0.58,-0.55
2020-05-07,MBUU,1.13,0.98
2020-05-07,OVCHF,0.16,0.21
2020-05-07,SP,0.64,0.54
2020-05-07,TPIC,-0.01,-0.32
2020-05-07,NUAN,0.21,0.17
2020-05-07,OGE,0.23,0.2
2020-05-07,PZG,-0.05,-0.05
2020-05-07,QDEL,1.22,0.95
2020-05-07,OCSI,0.15,0.17
2020-05-07,RCDTF,0.53,0.45
2020-05-07,RBYCF,-0.05,-0.02
2020-05-07,REG,-0.15,0.36
2020-05-07,NWPX,0.33,0.28
2020-05-07,PCTY,0.83,0.7
2020-05-07,MTG,0.42,0.41
2020-05-07,MIDD,1.46,1.36
2020-05-07,IPHI,0.62,0.56
2020-05-07,ITCI,-0.73,-0.93
2020-05-07,KMPR,2.43,2.34
2020-05-07,HL,-0.03,-0.02
2020-05-07,FLMN,0.05,0.06
2020-05-07,FLS,0.21,0.41
2020-05-07,GKOS,-0.44,-0.39
2020-05-07,CHYCF,-20.14,37.1
2020-05-07,CIO,-0.02,-0.02
2020-05-07,LNC,2.24,2.21
2020-05-07,HMCBF,0.56,0.7
2020-05-07,HMHC,-2.77,-0.79
2020-05-07,JCAP,-2.53,-1.23
2020-05-07,CPT,0.43,0.46
2020-05-07,CRL,1.84,1.48
2020-05-07,CRLFF,-3.98,-0.01
2020-05-07,CTB,-0.23,-0.13
2020-05-07,CTSH,0.96,0.92
2020-05-07,CTRE,0.2,0.22
2020-05-07,CVEO,-0.01,-0.07
2020-05-07,CARG,0.19,0.07
2020-05-07,CBRE,0.75,0.72
2020-05-07,CCHWF,-0.09,-0.1
2020-05-07,ERIE,1.13,1.52
2020-05-07,NWSAL,0.03,0.02
2020-05-07,UTX,1.78,1.23
2020-05-07,GPOR,0.1,-0.09
2020-05-07,LIFZF,0.73,0.7
2020-05-07,ICD,-2.82,-2.88
2020-05-07,IFSPF,0.01,-0.12
2020-05-07,MTW,-0.18,-0.04
2020-05-07,OLED,0.8,0.64
2020-05-07,PBA,0.5,0.58
2020-05-07,SATS,-0.56,-0.25
2020-05-07,PVAC,1.89,1.31
2020-05-07,RLGY,-0.55,-0.58
2020-05-07,TRGP,-7.6,-0.07
2020-05-07,SPWR,-0.1,-0.19
2020-05-07,SRRK,-0.58,-0.02
2020-05-07,TAST,-0.38,-0.35
2020-05-07,WCN,0.65,0.63
2020-05-07,PROF,-0.25,-0.33
2020-05-07,PRDO,0.42,0.38
2020-05-07,CGJTF,-0.12,0.23
2020-05-07,CNDT,0.05,0.07
2020-05-07,IMMR,-0.08,-0.04
2020-05-07,CORE,0.22,0.15
2020-05-07,CPHRF,0.09,0.06
2020-05-07,CUBE,0.2,0.19
2020-05-07,CWEGF,-1.27,-0.03
2020-05-07,CWST,0.05,-0.02
2020-05-07,CDXS,-0.13,-0.15
2020-05-07,CELC,-0.17,-0.17
2020-05-07,IART,0.48,0.63
2020-05-07,IPOOF,-1.47,-0.06
2020-05-07,EVC,-0.42,0.01
2020-05-07,GCI,-0.61,-0.29
2020-05-07,PAR,-0.61,-0.28
2020-05-07,PRSC,0.58,0.28
2020-05-07,NTSFF,-0.01,-0.01
2020-05-07,MFRVF,-1.14,-0.45
2020-05-07,CWH,-0.03,-0.08
2020-05-07,FCMGF,0.22,0.24
2020-05-07,KINS,-0.03,0.04
2020-05-07,GDP,-0.3,-0.07
2020-05-07,EPC,0.92,0.93
2020-05-07,CRNC,0.43,0.12
2020-05-07,CSLT,-0.01,-0.05
2020-05-07,CTMX,0.26,-0.46
2020-05-07,JCAP-PB,-2.53,-1.23
2020-05-07,LCTX,-0.06,-0.05
2020-05-07,RTX,1.78,1.23
2020-05-07,SLRC,0.37,0.42
2020-05-07,SMCI,0.84,0.08
2020-05-07,VG,0.05,0.01
2020-05-07,TCRD,0.1,0.16
2020-05-07,TDC,0.27,0.23
2020-05-07,MR,0.03,-0.03
2020-05-07,XAN-PC,0.23,0.3
2020-05-07,CNP-PB,0.65,0.44
2020-05-07,CNQ,-0.25,0.01
2020-05-07,CNP,0.65,0.44
2020-05-07,DISH,0.13,0.57
2020-05-07,CLNE,0.01,-0.01
2020-05-07,HFC,0.53,0.41
2020-05-07,FLDM,-0.23,-0.15
2020-05-07,PBH,0.82,0.74
2020-05-07,SXI,0.96,0.9
2020-05-07,TU,0.32,0.35
2020-05-07,XONE,-0.22,-0.27
2020-05-07,RDFN,-0.64,-0.75
2020-05-07,RINIF,120.77,112.92
2020-05-07,PRMW,0.04,-0.01
2020-05-07,REYN,0.3,0.27
2020-05-07,NMCI,0.14,0.28
2020-05-07,OPCH,-0.11,-0.09
2020-05-07,CATS,-0.45,-0.43
2020-05-07,CCOI,0.2,0.22
2020-05-07,CHMA,-0.36,-0.32
2020-05-07,CMRX,-0.17,-0.15
2020-05-07,COMM,0.12,0.06
2020-05-07,CLMT,0.28,-0.17
2020-05-07,DVAX,-0.15,-0.31
2020-05-07,ITGR,1.25,1.06
2020-05-07,JYNT,0.06,0.07
2020-05-07,HSKA,-0.7,-0.22
2020-05-07,HAIN,0.28,0.24
2020-05-07,HL-PB,-0.03,-0.02
2020-05-07,ICTEF,0.02,0.03
2020-05-07,CWK,0.03,0.15
2020-05-07,CVA,-0.24,-0.22
2020-05-07,NET,-0.04,-0.06
2020-05-07,NTDOF,522.59,219.22
2020-05-07,OCSL,0.12,0.1
2020-05-07,AVTX,-0.34,-0.1
2020-05-07,WLL,-111,-54.6
2020-05-07,SCOR,-0.19,-0.29
2020-05-07,RCPUF,0.13,0.29
2020-05-07,NWSA,0.03,0.01
2020-05-07,OEC,0.44,0.36
2020-05-07,MATW,0.63,0.38
2020-05-07,PRA,-0.02,0.05
2020-05-07,XAN,0.23,0.3
2020-05-07,CYRX,-0.11,-0.05
2020-05-07,DITTF,398.7,270.72
2020-05-07,CFX,0.38,0.37
2020-05-07,CLXT,-0.34,-0.32
2020-05-07,CNNE,8.17,0.05
2020-05-07,CNSWF,7.27,7.41
2020-05-07,COLL,0.01,0.37
2020-05-07,TMST,-0.25,-0.23
2020-05-07,SUNS,0.35,0.35
2020-05-07,BANX,0.34,0.41
2020-05-07,CUTR,-0.6,-0.24
2020-05-07,ERRPF,0.23,0.2
2020-05-07,ELY,0.32,0.34
2020-05-07,HES,-0.6,-0.65
2020-05-07,DLX,1.08,1.04
2020-05-07,HMN,0.78,0.69
2020-05-07,IAFNF,1.41,1.34
2020-05-07,GTS,0.75,0.52
2020-05-07,BAP,2.64,12.97
2020-05-07,UTX-WI,1.78,1.23
2020-05-07,PACD,-0.81,-0.85
2020-05-07,DBX,0.17,0.14
2020-05-07,DZSI,-0.25,-0.39
