date,symbol,actualEarningResult,estimatedEarning
2020-07-25,IBN,0.13,0.06
2020-07-26,GCHEF,0.68,0.61
2020-07-27,AGNCP,0.58,0.46
2020-07-27,AVY,1.27,1.13
2020-07-27,AMKR,0.23,-0.04
2020-07-27,CTTRF,-1.62,-1.59
2020-07-27,ARE,1.82,0.53
2020-07-27,ICHBF,1.26,0.48
2020-07-27,CRSP,-1.3,-0.95
2020-07-27,VLRS,-0.71,-0.81
2020-07-27,LBTSF,0.06,0.07
2020-07-27,AMG,2.74,2.71
2020-07-27,AGNC,0.58,0.46
2020-07-27,ABCB,0.47,0.61
2020-07-27,AJRD,0.47,0.42
2020-07-27,RCPHF,2.83,0.53
2020-07-27,ARLP,-0.37,-0.43
2020-07-27,ACI,1.35,1.3
2020-07-27,GABC,0.54,0.36
2020-07-27,RNMBF,-5.76,-0.88
2020-07-27,PPBI,-1.41,-0.61
2020-07-27,HBMD,-1.57,0.17
2020-07-27,BCBP,0.14,0.07
2020-07-27,CATY,0.68,0.57
2020-07-27,JBT,1.09,0.74
2020-07-27,BOH,0.98,0.9
2020-07-27,HLAN,1.52,0.77
2020-07-27,IBA,-0.03,0.72
2020-07-27,NWBI,-0.05,0.08
2020-07-27,NBTB,0.56,0.46
2020-07-27,FRBK,0.04,-0.01
2020-07-27,BSVN,0.54,0.32
2020-07-27,IBTX,0.9,0.89
2020-07-27,IDBHF,-0.06,1.9
2020-07-27,CBU,0.76,0.6
2020-07-27,BDOUF,-1.02,1.49
2020-07-27,FIBK,0.58,0.51
2020-07-27,FBMS,0.52,0.44
2020-07-27,HTBI,0.22,0.19
2020-07-27,FRBA,0.21,0.16
2020-07-27,BRO,0.34,0.28
2020-07-27,GRBMF,0.57,0.28
2020-07-27,RBB,0.34,0.29
2020-07-27,OCBI,0.61,0.54
2020-07-27,NRIM,1.52,0.53
2020-07-27,PRK,1.8,1.34
2020-07-27,RNST,0.36,0.3
2020-07-27,HXL,0.08,0.2
2020-07-27,JJSF,-0.4,-0.11
2020-07-27,LKFN,0.77,0.54
2020-07-27,CMRE-PE,0.26,0.21
2020-07-27,CCB,0.3,0.21
2020-07-27,CX,0.01,0.01
2020-07-27,CHGCY,30.89,31.33
2020-07-27,EQT,-0.18,-0.13
2020-07-27,CHGCF,30.89,31.33
2020-07-27,CZFS,1.39,0.86
2020-07-27,FRST,0.12,-0.03
2020-12-01,NNA,-0.23,-0.16
2020-12-01,BBAR,0.18,0.17
2020-12-01,HOME,0.74,0.63
2020-12-01,CLGN,0.07,0.92
2020-12-01,BMO,2.41,1.91
2020-12-01,BOX,0.2,0.14
2020-12-01,BNS,1.45,1.24
2020-12-01,WSG,0.01,-0.09
2020-12-01,HPE,0.37,0.34
2020-12-01,GGAL,0.52,0.61
2020-12-01,TCOM,2.32,1.09
2020-12-01,MOMO,2.98,2.52
2020-12-01,ROOT,-2.2,-0.32
2020-12-01,WORK,0.01,-0.04
2020-12-01,CRM,1.74,0.75
2020-12-01,VEEV,0.78,0.68
2020-12-01,NTAP,1.05,0.73
2020-12-01,VTRU,0.08,0.04
2020-12-01,SOL,0.04,0.01
2020-12-02,CDMO,0.01,-0.06
2020-12-02,BMA,1.3,1.16
2020-12-02,NTIOF,1.69,1.51
2020-12-02,FIVE,0.36,0.2
2020-12-02,RY,2.27,2.05
2020-12-02,BLCT,0.19,-0.11
2020-12-02,SMTC,0.47,0.46
2020-12-02,PVH,1.32,0.24
2020-12-02,PDCO,0.63,0.38
2020-12-02,DSGX,0.15,0.14
2020-12-02,DAKT,0.08,0.04
2020-12-02,ESTC,-0.03,-0.2
2020-12-02,EXCOF,0.27,0.11
2020-12-02,GHG,0.9,1.03
2020-12-02,GES,0.58,0.05
2020-12-02,SPWH,0.71,0.47
2020-12-02,SPLK,-0.07,0.09
2020-12-02,SNOW,-0.28,-0.26
2020-12-02,TCYSF,0.14,0.08
2020-12-02,IMTX,-2.82,-0.26
2020-12-02,SNPS,1.58,1.58
2020-12-02,OKTA,0.04,-0.01
2020-12-02,ZS,0.14,0.06
2020-06-30,TEAMLEASE.NS,10,7.70125
2020-03-31,TEAMLEASE.NS,-17.21,4.71165
2020-06-30,THANGAMAYL.NS,-4.71,1.53
2020-03-31,THANGAMAYL.NS,6.01,9.1035
2020-06-30,0Q2N.L,-0.02,-0.2360471
2020-03-31,0Q2N.L,0.13,0.1265025
2020-06-30,THERMAX.NS,-1.36,-4.99035
2020-03-31,THERMAX.NS,3.47,9.90216
2020-06-30,0Q2S.L,0.33,-0.13905
2020-03-31,0Q2S.L,-0.47,0.025750000000000002
2020-06-30,0Q3C.L,0.3,0
2020-06-30,THYROCARE.NS,0.04,-0.42924999999999996
2020-03-31,THYROCARE.NS,0.93,4.921225
2020-03-31,TIDEWATER.NS,68.96,97.3539
2020-06-30,TIMKEN.NS,0.42,0
2020-03-31,TIMKEN.NS,8.14,7.2922
2020-06-30,0Q4U.L,2.28,2.3167682999999997
2020-03-31,0Q4U.L,2.88,2.8598857
2020-06-30,0Q57.L,1,1.54025
2020-03-31,0Q57.L,0.86,1.8213633
2020-03-31,TORNTPOWER.NS,15.09,4.2330000000000005
2020-03-31,TPLPLASTEH.NS,2.58,4.9368
2020-03-31,TRENT.NS,0.36,0.10300000000000001
2020-03-31,TRIDENT.NS,0.08,0.0816
2020-06-30,TRITURBINE.NS,0.84,0.20400000000000001
2020-03-31,TRITURBINE.NS,0.43,0.9621966000000001
2020-06-30,TRIVENI.NS,3.38,0
2020-06-30,TV18BRDCST.NS,0.01,0.3876
2020-06-30,TVSMOTOR.NS,-2.93,-3.63075
2020-03-31,TVSMOTOR.NS,2.23,1.6995
2020-03-31,TVTODAY.NS,4.66,0
2020-03-31,UFLEX.NS,13.93,13.626900000000001
2020-06-30,UJJIVANSFB.NS,0.32,0.459
2020-03-31,UJJIVANSFB.NS,0.42,0.40800000000000003
2020-06-30,UNIONBANK.NS,0.52,-6.2620000000000005
2020-03-31,UNIONBANK.NS,0.02,0.505
2020-06-30,UNIVCABLES.NS,0.08,0
2020-03-31,UNIVCABLES.NS,-0.14,5.803800000000001
2020-03-31,V2RETAIL.NS,-3.54,0
2020-03-31,VAIBHAVGBL.NS,12.1,19.227
2020-06-30,VARROC.NS,-22.83,-29.593
2020-03-31,VARROC.NS,-10.2,0.909
2020-06-30,VBL.NS,4.88,2.8785000000000003
2020-03-31,VBL.NS,1.9,1.616
2020-06-30,VENKEYS.NS,33.35,-32.13
2020-03-31,VENKEYS.NS,-68.66,-10.812
2020-06-30,VGUARD.NS,0.08,-0.404
2020-03-31,VGUARD.NS,0.75,1.2961633000000001
2020-06-30,VINATIORGA.NS,7.03,9.2139966
2020-03-31,VINATIORGA.NS,7.26,12.24
2020-06-30,VIPIND.NS,-3.63,-2.9626633000000004
2020-03-31,VIPIND.NS,0.67,1.3635000000000002
2020-06-30,VMART.NS,-18.52,-29.664
2020-03-31,VMART.NS,-4.65,0.4806701
2020-03-31,VOLTAMP.NS,11.4,0
2020-06-30,VOLTAS.NS,2.45,1.2860633000000001
2020-03-31,VOLTAS.NS,4.86,4.426931
2020-06-30,VRLLOG.NS,-6.94,-8.2315
2020-03-31,VRLLOG.NS,0.24,2.19978
2020-03-31,VSTIND.NS,45.73,52.8331
2020-06-30,VSTTILLERS.NS,19.76,7.9559999999999995
2020-03-31,VSTTILLERS.NS,-3.91,3.468
2020-03-31,VTL.NS,25.6,17.271
2020-06-30,WABAG.NS,0.93,-4.429
2020-03-31,WABAG.NS,7.5,4.3260000000000005
2020-06-30,WABCOINDIA.NS,-16.54,-15.3
2020-03-31,WABCOINDIA.NS,16.61,19.686
2020-06-30,WELCORP.NS,1.98,4.3044
2020-06-30,WELENT.NS,1.32,3.6158
2020-03-31,WELSPUNIND.NS,0.85,0.7752
2020-06-30,WESTLIFE.NS,-3.89,57.68
2020-03-31,WESTLIFE.NS,-0.57,0
2020-06-30,WHIRLPOOL.NS,1.24,6.161
2020-03-31,WHIRLPOOL.NS,7.28,8.9216633
2020-03-31,WONDERLA.NS,-0.32,0.515
2020-06-30,YESBANK.NS,0.04,-1.1627999999999998
2020-03-31,YESBANK.NS,5.95,-6.12
2020-06-30,ZENSARTECH.NS,3.21,2.448
2020-03-31,ZENSARTECH.NS,3.04,2.448
2020-06-30,ZYDUSWELL.NS,15.47,12.120000000000001
2020-03-31,ZYDUSWELL.NS,12.47,4.848
2020-06-30,0Q89.L,0.44,0.38380000000000003
2020-03-31,0Q89.L,0.48,0.4949
2020-06-30,0Q8F.L,-1.38,-1.5096
2020-03-31,0Q8F.L,-0.26,-0.08364
2020-03-31,KAYA.NS,-10.99,-20.604
2020-06-30,KDDL.NS,-10.95,-16.524
2020-03-31,KDDL.NS,-2.88,5.304
2020-03-31,KHADIM.NS,-11.06,-7.373
2020-06-30,0Q8P.L,0.02,-0.043429999999999996
2020-03-31,0Q8P.L,0.02,0.02727
2020-06-30,0Q92.L,0.52,0.7305633
2020-03-31,0Q92.L,1.07,0.7171
2020-03-31,SALASAR.NS,2.82,0
2020-06-30,0Q99.L,1.78,1.23624
2020-03-31,0Q99.L,2.41,1.66953
2020-06-30,0QA8.L,0.41,0.6918500000000001
2020-03-31,0QA8.L,0.88,0
2020-06-30,0QAH.L,1.37,1.0504
2020-03-31,0QAH.L,1.5,1.3534000000000002
2020-06-30,0A00.L,0.8,0.8091966
2020-03-31,0A00.L,0.71,0.629544
2020-06-30,0QAL.L,-0.01,-0.0202
2020-03-31,0QAL.L,-0.01,-0.0101
2020-06-30,0A0D.L,-0.21,-0.123018
2020-03-31,0A0D.L,0.45,0.35753999999999997
2020-06-30,0A0E.L,0.17,0.1616
2020-03-31,0A0E.L,0.11,0.1212
2020-06-30,0A0F.L,0.18,0.11948
2020-03-31,0A0F.L,0.173,0.169435
2020-06-30,0A0H.L,1.3,1.212
2020-03-31,0A0H.L,1.05,1.3635000000000002
2020-06-30,0A0I.L,2.34,2.7387
2020-03-31,0A0I.L,2.45,2.5449
2020-06-30,0QB4.L,0.05,0
2020-03-31,0QB4.L,0.15,0
2020-06-30,0QB7.L,1.01,1.2827
2020-03-31,0QB7.L,1.02,0
2020-06-30,0QB8.L,1.79,2.07672
2020-03-31,0QB8.L,0.93,1.0473054
2020-06-30,0QBO.L,4.67,4.82578
2020-03-31,0QBO.L,5,5.0927533
2020-06-30,0QC9.L,1.1,1.403395
2020-03-31,0QC9.L,1,1.31704
2020-06-30,0QCO.L,0.014,0.013389999999999999
2020-03-31,0QCO.L,0.011,0.01751
2020-06-30,0QCQ.L,4.4,6.4741
2020-03-31,0QCQ.L,-2.2,0.41409999999999997
2020-09-30,0HN5.L,2.75,2.7270000000000003
2020-06-30,0HN5.L,1.26,0.404
2020-03-31,0HN5.L,2.39,2.5452
2020-06-30,0A0J.L,1.27,1.2793367
2020-03-31,0A0J.L,1.5,1.4510367
2020-06-30,0QCV.L,2.34,2.2338
2020-03-31,0QCV.L,2.42,2.295
2020-06-30,0HT4.L,-2.21,-1.6967999999999999
2020-03-31,0HT4.L,-3.1,0.5151
2020-09-30,0HTQ.L,1.79,1.0908
2020-09-30,0A0L.L,0.44,0.6868000000000001
2020-06-30,0A0L.L,2.57,2.424
2020-03-31,0A0L.L,2.05,1.10595
2020-06-30,0A0S.L,0.05,-0.10200000000000001
2020-03-31,0A0S.L,-0.05,-0.11220000000000001
2020-06-30,0A1K.L,-0.16,-0.2727
2020-06-30,0QDS.L,0.34,0.267347
2020-03-31,0QDS.L,0.39,0.4163018
2020-03-31,0A1K.L,-0.23,-0.2626
2020-06-30,0A1L.L,-0.06,-0.0404
2020-03-31,0A1L.L,-0.02,0.0505
2020-09-30,0A1O.L,0.92,0.4635
2020-06-30,0A1O.L,0.2,0.0927
2020-03-31,0A1O.L,0.15,0.07210000000000001
2020-06-30,0A1U.L,-1.02,-0.8772
2020-03-31,0A1U.L,-1.7,-0.8976000000000001
2020-06-30,0A20.L,-0.02,-0.0204
2020-03-31,0A20.L,0.03,-0.0714
2020-06-30,0A21.L,-1.3,-0.8568
2020-03-31,0A21.L,-0.29,-0.357
2020-06-30,0A2A.L,5.73,7.5430299000000005
2020-03-31,0A2A.L,2.85,2.48745
2020-06-30,0A2O.L,-0.86,-1.02
2020-03-31,0A2O.L,-0.32,-0.6426000000000001
2020-06-30,0A2S.L,-0.01,-0.21209999999999998
2020-03-31,0A2S.L,-0.39,-0.28280000000000005
2020-06-30,0A2Z.L,0.1,0.101
2020-03-31,0A2Z.L,0.09,0.0909
2020-06-30,0A37.L,1.4,1.3803367
2020-03-31,0A37.L,1.68,1.512475
2020-03-31,0AH7.L,-1.22,0
2020-06-30,0AI4.L,0,0
2020-03-31,0AI4.L,0,0
2020-06-30,0B67.L,-0.53,-0.045563400000000004
2020-06-30,0QE6.L,1.12,0.8787
2020-03-31,0QE6.L,1.76,1.6462999999999999
2020-06-30,0QEK.L,0.45,0.3714275
2020-03-31,0QEK.L,0.33,0.3896075
2020-03-31,0B67.L,0.03,0.10115339999999999
2020-06-30,0BDR.L,-0.83,-0.24846
2020-03-31,0BDR.L,-0.79,-0.2844867
2020-06-30,0BFA.L,0.25,-0.047975000000000004
2020-03-31,0BFA.L,1.36,1.2085963000000002
2020-06-30,0BNT.L,0.24,0.275225
2020-03-31,0BNT.L,0.0825,0.08585000000000001
2020-06-30,0CXC.L,0.13,0.10691400000000001
2020-03-31,0CXC.L,0.1,0.106708
2020-06-30,0DHC.L,0.06,0
2020-03-31,0DHC.L,0.28,0
2020-06-30,0DJI.L,1.9,1.6320000000000001
2020-03-31,0DJI.L,0.2,0.10200000000000001
2020-06-30,0QEQ.L,0.1,0.14813669999999998
2020-03-31,0QEQ.L,0.22,0.22725
2020-06-30,0QF5.L,0.22,0.11296010000000001
2020-03-31,0QF5.L,0.24,0.2472
2020-06-30,0HTQ.L,0.03,0.0404
2020-03-31,0HTQ.L,1.3,1.1413
2020-06-30,0QFA.L,1.74,0.8755
2020-03-31,0QFA.L,0.57,0.29869999999999997
2020-06-30,0QFC.L,-0.01,0.018025000000000003
2020-03-31,0QFC.L,0.03,0.033475000000000005
2020-03-31,0QFR.L,-0.32,-0.15655
2020-06-30,0QFT.L,2.55,0.598425
2020-03-31,0QFT.L,0.38,0.592365
2020-03-31,0DJV.L,0.033,0.0816
2020-06-30,0QFU.L,0.24,0.1616
2020-03-31,0QFU.L,0.78,0.76457
2020-06-30,0QG5.L,0.12,0.0976367
2020-03-31,0QG5.L,0.1,0.088375
2020-06-30,0QG9.L,-0.23,-0.22624
2020-03-31,0QG9.L,0.26,0.249975
2020-03-31,0DK9.L,0.96,0
2020-06-30,0DNH.L,2.93,2.8381000000000003
2020-06-30,0QGH.L,-0.09,-0.202
2020-03-31,0QGH.L,-0.39,-0.101
2020-06-30,0QGU.L,-0.07,-0.0932586
2020-03-31,0QGU.L,-0.06,0.055375799999999996
2020-06-30,0QHX.L,-0.04,0.1313
2020-03-31,0QHX.L,0.09,-0.0168367
2020-06-30,0QI6.L,-0.46,-0.4011966
2020-03-31,0QI6.L,-0.45,-0.17000340000000003
2020-06-30,0QI7.L,0.6625,0.6001117
2020-03-31,0QI7.L,0.975,0.8231499999999999
2020-06-30,0QIG.L,-0.14,-0.20957499999999998
2020-03-31,0QIG.L,0.028,0.017675000000000003
2020-06-30,0QIM.L,-0.04,-0.0505
2020-03-31,0QIM.L,0.02,0.0505
2020-06-30,0QIU.L,4.53,4.3687146
2020-03-31,0QIU.L,5.05,4.725335500000001
2020-06-30,0QIW.L,0.29,0.178911
2020-03-31,0QIW.L,0.2,0.2177214
2020-06-30,0QIX.L,0.46,0.3467701
2020-03-31,0QIX.L,0.58,0.6969701
2020-06-30,2313.HK,1.67,1.6014000000000002
2020-12-03,AZEK,0.29,0.24
2020-07-27,WFTBF,1.13,0.33
2020-07-27,CMRE,0.26,0.21
2020-07-27,FIX,1.08,0.45
2020-07-27,MMTOF,-118.36,-31.57
2020-07-27,SI,0.29,0.19
2020-07-27,VCRA,0.1,-0.06
2020-07-27,WEEEF,-0.09,-0.16
2020-07-27,HTCMF,0.95,16.02
2020-07-27,PCH,0.04,0.02
2020-07-27,SSD,1.22,0.55
2020-07-27,TCFCP,0.54,0.51
2020-07-27,FNLIF,0.84,0.73
2020-07-27,CBFV,0.54,0.09
2020-07-27,CINF,0.44,0.39
2020-07-27,EHC,0.31,0.39
2020-07-27,CR,0.64,0.47
2020-07-27,CSBR,-0.14,0.02
2020-07-27,NDEKF,80.03,64.59
2020-07-27,TCF,0.54,0.51
2020-07-27,TCFC,0.59,0.61
2020-07-27,MEGEF,-0.26,-0.1
2020-07-27,MRBK,0.94,0.23
2020-07-27,DGICA,0.61,0.27
2020-07-27,DGICB,0.61,0.27
2020-07-27,GRFFF,0.29,0.37
2020-07-27,DSX-PB,-0.11,-0.08
2020-07-27,DSX,-0.11,-0.08
2020-07-27,LECO,0.8,0.36
2020-07-27,VET,-0.45,-0.65
2020-07-27,WSBF,0.85,0.36
2020-07-27,HBT,0.27,0.26
2020-07-27,DBMBF,-1.82,0.58
2020-07-27,FSFG,6.51,1.7
2020-07-27,HTLFP,0.82,0.45
2020-07-27,SBFG,0.47,0.42
2020-07-27,PFG,1.46,1.3
2020-07-27,HTLF,0.82,0.45
2020-07-27,FFIV,2.18,2.04
2020-07-27,FRTA,0.4,0.2
2020-07-27,MEDS,-0.07,0.01
2020-07-27,TNET,2.03,1.08
2020-07-27,OGS,0.48,0.46
2020-07-27,QCRH,0.86,0.63
2020-07-27,RYAAY,-0.94,-1.22
2020-07-27,UHS,2.93,0.74
2020-07-27,CKH,0.39,0.15
2020-07-27,RYAOF,-0.17,-0.18
2020-07-27,MEDP,0.64,0.41
2020-07-27,HMST,0.81,0.31
2020-07-27,HSTM,0.11,0.01
2020-07-27,OMF,0.8,0.21
2020-07-27,HSII,0.38,0.25
2020-07-27,HAS,0.02,0.23
2020-07-27,LXFR,0.17,0.14
2020-07-27,RPM,1.13,1.01
2020-07-27,NOV,0.02,-0.13
2020-07-27,QTS,-0.05,-0.01
2020-07-27,TFII,1.04,0.56
2020-07-27,QTS-PB,-0.05,-0.01
2020-07-27,USAK,-0.06,-0.09
2020-07-27,TESS,-0.54,-0.59
2020-07-27,LM,0.71,0.64
2020-07-27,TBI,-0.12,-0.42
2020-07-27,IVAC,0.06,-0.12
2020-07-27,MMLP,-0.06,-0.06
2020-07-27,NXPI,0.94,0.85
2020-07-27,SAP,1.17,1.14
2020-07-27,SAPGF,1.17,1.12
2020-07-28,MMM,1.78,1.8
2020-07-28,ASMVF,0.89,0.78
2020-07-28,AXS,0.84,0.35
2020-07-28,AWI,0.75,0.92
2020-07-28,AFL,1.28,1.07
2020-06-30,0QJV.L,-5.87,-2.7135367
2020-06-30,0QJX.L,0.01,0.27540000000000003
2020-06-30,0QK5.L,5.1,4.1218200000000005
2020-03-31,0QK5.L,4.67,2.06142
2020-06-30,0I1W.L,-6.13,-4.868200000000001
2020-03-31,0I1W.L,-1.48,-0.6363
2020-06-30,0IDU.L,-0.18,-0.1313
2020-03-31,0IDU.L,0.14,0
2020-06-30,0QK6.L,0.64,0.3162
2020-03-31,0QK6.L,0.42,0.33915
2020-06-30,0IJN.L,0.55,0.4343
2020-03-31,0IJN.L,0.87,0.8584999999999999
2020-06-30,0QK8.L,0.64,0.7171
2020-03-31,0QK8.L,0.82,0.7272
2020-06-30,0QKE.L,2.14,2.499
2020-06-30,0QKI.L,6.62,6.9077766
2020-03-31,0QKI.L,7.63,6.966600000000001
2020-06-30,0QL6.L,2.27,1.2565686
2020-06-30,0QLN.L,3.01,0
2020-03-31,0QLQ.L,0.31,0
2020-06-30,0QLR.L,1.36,1.3494599999999999
2020-03-31,0QLR.L,1.56,1.419636
2020-06-30,0IL6.L,2.18,2.0808
2020-03-31,0IL6.L,2.23,1.9992
2020-06-30,0QLW.L,3.5,0
2020-06-30,0QMG.L,16.71,0
2020-06-30,0QMI.L,25.85,28.5141
2020-06-30,0QMS.L,5.6,8.873999999999999
2020-03-31,0QMU.L,0.2,0.9662367000000001
2020-06-30,0QMV.L,4.49,2.4633000000000003
2020-06-30,0IPB.L,0.57,0.5562
2020-03-31,0IPB.L,0.66,0.6489
2020-06-30,0QMW.L,1.42,1.4211966
2020-06-30,0IQE.L,0.53,0.28280000000000005
2020-03-31,0IQE.L,0.21,0.404
2020-03-31,0QMW.L,1.15,1.53
2020-06-30,0ISM.L,-0.04,-0.0103
2020-03-31,0ISM.L,-0.08,-0.1236
2020-06-30,0ITV.L,1.2,0.8343
2020-03-31,0ITV.L,1.2,0.3296
2020-06-30,0IVZ.L,-0.86,-1.1615
2020-03-31,0IVZ.L,-1.2,-1.5251000000000001
2020-06-30,0IW3.L,0.01,0.0202
2020-03-31,0IW3.L,0.05,0.0303
2020-06-30,0J2I.L,0.32,0.27540000000000003
2020-03-31,0J2I.L,0.28,0.2448
2020-06-30,0QN3.L,-0.02,0
2020-06-30,0QND.L,2.35,1.6116000000000001
2020-06-30,0QNH.L,1.02,0.8262
2020-06-30,0QNI.L,-8.64,-0.5916
2020-06-30,0QNM.L,0.02,-0.20502
2020-03-31,0QNM.L,0.2,0.44395500000000004
2020-06-30,0QNO.L,7.44,6.2118
2020-06-30,0JCK.L,0.23,0.202
2020-03-31,0JCK.L,0.11,0.0909
2020-06-30,0QO1.L,0.9,1.2036
2020-03-31,0QO1.L,1.56,1.1627999999999998
2020-06-30,0QO6.L,2.43,2.5296
2020-03-31,0QO8.L,1.05,0
2020-06-30,0QOA.L,0.7,0.5985666
2020-03-31,0QOA.L,0.39,0.6222
2020-06-30,0JV3.L,0.97,1.4039
2020-03-31,0JV3.L,2.24,2.2321
2020-06-30,0K7U.L,-0.03,-0.09179999999999999
2020-03-31,0K7U.L,0.03,0.0102
2020-06-30,0QON.L,-0.1,0
2020-06-30,0QOQ.L,11.71,10.3785
2020-09-30,0QOS.L,1.66,1.5049
2020-06-30,0QOS.L,1.32,1.2625
2020-03-31,0QOS.L,1.07,1.0403
2020-06-30,0KRR.L,0.59,0.36719999999999997
2020-03-31,0KRR.L,0.61,0.3876
2020-06-30,0KV5.L,15.26,22.209899999999998
2020-03-31,0KV5.L,-47.38,-50.2778
2020-06-30,0QP5.L,0.46,0.28101000000000004
2020-03-31,0QP5.L,0.52,0.3621
2020-06-30,0KZ6.L,0.74,0.0909
2020-03-31,0KZ6.L,1.47,0.7171
2020-06-30,0LD9.L,0.21,-0.1326
2020-03-31,0LD9.L,-7.6,-0.0714
2020-06-30,0QPD.L,3.96,3.6924
2020-06-30,0QPS.L,47.5,52.7085
2020-03-31,0QPY.L,2.05,3.6873000000000005
2020-06-30,0LJ9.L,-2.67,-2.8764
2020-03-31,0LJ9.L,-0.73,-0.8976000000000001
2020-03-31,0QQ2.L,5.1,0
2020-06-30,0QQ7.L,-0.06,-0.0408
2020-06-30,0QQD.L,0.05,-0.7373
2020-03-31,0QQD.L,1.7,1.3938
2020-06-30,0M1O.L,-0.63,-0.7676000000000001
2020-03-31,0M1O.L,0.47,0.4949
2020-06-30,0QQE.L,0.88,0.8874
2020-06-30,0QQO.L,5.06,6.482100000000001
2020-06-30,0MFI.L,0.61,0.40685000000000004
2020-03-31,0MFI.L,0.09,0.15965000000000001
2020-06-30,0N0B.L,-0.15,-0.3535
2020-03-31,0N0B.L,-0.65,-0.1784367
2020-06-30,0QR1.L,24.68,23.3121
2020-06-30,0QR3.L,1.03,0.8888
2020-03-31,0QR3.L,0.89,1.0302
2020-03-31,0N5I.L,0.6,0
2020-03-31,0NCY.L,0.01,0
2020-06-30,0O2W.L,0.05,0.0202
2020-06-30,0QR4.L,2.01,2.0145
2020-03-31,0QRL.L,0.15,0
2020-06-30,0QSD.L,2.83,0.5315428
2020-03-31,0QSD.L,-0.47542,0.6557829000000001
2020-06-30,0QTI.L,0.12,0.10149000000000001
2020-03-31,0QTI.L,0.13,0.11934000000000002
2020-06-30,0QTX.L,0.11,0.1750633
2020-03-31,0QTX.L,0.24,0.34542
2020-06-30,0QUL.L,0.52,1.06555
2020-03-31,0QUL.L,0.92,1.0736299999999999
2020-06-30,0QUU.L,2.13,2.04
2020-03-31,0QUU.L,3,3.2402034
2020-03-31,0QVF.L,0.151,0
2020-06-30,0QVJ.L,1.23,1.1094143
2020-03-31,0QVJ.L,1.44,1.3245443000000001
2020-06-30,0QVL.L,0.04,0.0404
2020-06-30,0QVM.L,0.07,0.0909
2020-03-31,0QVM.L,0.08,0.14140000000000003
2020-06-30,0QVU.L,0.76,0.561
2020-03-31,0QVU.L,0.94,0
2020-06-30,0QW0.L,-2.86,-2.2746
2020-03-31,0QW0.L,-1.87,-1.326
2020-06-30,0QWC.L,0.01,0.1307041
2020-03-31,0QWC.L,-0.0441,0.2423596
2020-06-30,0QWE.L,-0.01,-0.0618
2020-03-31,0QWE.L,-0.06,0
2020-09-30,0QWI.L,0.07,0.022725
2020-06-30,0QWI.L,-0.13,-0.068175
2020-03-31,0QWI.L,0.3,0.362388
2020-06-30,0QXM.L,2.46,1.7136
2020-03-31,0QXM.L,0.1,0.40460340000000006
2020-06-30,0QXN.L,0.47,0.44945
2020-03-31,0QXN.L,-0.35,-0.154328
2020-06-30,0QXP.L,-0.23,-0.7767299999999999
2020-03-31,0QXP.L,-0.64,-0.54366
2020-06-30,0QXR.L,-0.65,-1.20998
2020-03-31,0QXR.L,-0.3,0.113625
2020-06-30,0QY4.L,-1.05,-0.7474
2020-03-31,0QY4.L,-0.03,0.07070000000000001
2020-06-30,0Q2T.L,-0.11,-0.19125
2020-03-31,0Q2T.L,-0.16,-0.06800339999999999
2020-06-30,0QY5.L,-0.05,-0.0422586
2020-03-31,0QY5.L,-0.06,-0.0408
2020-06-30,0QY8.L,-0.24,-0.306
2020-03-31,0QY8.L,-0.22,-0.27540000000000003
2020-06-30,0QYC.L,-0.1,-0.0309
2020-03-31,0QYC.L,0.04,0.0206
2020-06-30,0QYD.L,0.82,0.5353
2020-03-31,0QYD.L,0.64,0.6666000000000001
2020-06-30,0QF8.L,0.19,0.20942990000000003
2020-03-31,0QF8.L,0.03,0.0927
2020-09-30,0QKU.L,2.23,1.8231000000000002
2020-06-30,0QKU.L,1.03,1.6377000000000002
2020-03-31,0QKU.L,2.44,2.3689999999999998
2020-06-30,0QLL.L,-1.87,-2.1321
2020-03-31,0QLL.L,-0.6,-0.20600000000000002
2020-06-30,0QN1.L,-2.78,0
2020-06-30,0QYT.L,-0.3,-0.357
2020-03-31,0QYT.L,-0.41,-0.1938
2020-06-30,0QYY.L,-0.6,0.0303
2020-03-31,0QYY.L,0.45,0.4444
2020-06-30,0R06.L,0.35,0.2346
2020-03-31,0R06.L,0.85,0.27540000000000003
2020-06-30,0R53.L,-0.001,-0.0103
2020-06-30,0R8F.L,0.71,0.6161
2020-03-31,0R8F.L,3.04,5.7267
2020-06-30,0RDB.L,0,-0.1111
2020-03-31,0RDB.L,-0.03,-0.101
2020-06-30,0RLV.L,0.25,0.1545
2020-03-31,0RLV.L,0.17,0.1854
2020-06-30,0TCX.L,-0.48,0.10300000000000001
2020-03-31,0TCX.L,0.07,0.0206
2020-06-30,2314.HK,0.307,0.20400000000000001
2020-09-30,0UNI.L,2.71,2.2145
2020-06-30,0UNI.L,0.94,1.6274000000000002
2020-03-31,0UNI.L,3.24,3.09
2020-06-30,0VCO.L,-0.14,-0.101
2020-03-31,0VCO.L,-0.3,0.0101
2020-06-30,0VFA.L,0.33,0.3131
2020-03-31,0VFA.L,0.48,0.5151
2020-06-30,0VJA.L,1.26,1.1312000000000002
2020-03-31,0VJA.L,1.31,1.1312000000000002
2020-06-30,0YSM.L,0.47,0.459
2020-03-31,0YSM.L,0.55,0.5202
2020-06-30,0YZ2.L,0.247,0.33330000000000004
