eps,estimate,error
2.41,2.1729999999999996,0.23700000000000054
0.94,0.8809999999999999,0.05900000000000005
0.68,0.8989999999999998,-0.21899999999999975
0.18,0.16599999999999998,0.014000000000000012
1.6,1.392,0.20800000000000018
0.81,0.736,0.07400000000000007
8.79,9.757,-0.9670000000000005
1.07,1.0340000000000003,0.03599999999999981
0.05,0.06799999999999999,-0.017999999999999988
0.1,0.012999999999999998,0.08700000000000001
2.66,2.924,-0.2639999999999998
1.61,1.5360000000000003,0.07399999999999984
0.65,0.627,0.02300000000000002
0.56,0.575,-0.014999999999999902
0.04,0.039,0.0010000000000000009
-3.82,-3.720999999999999,-0.09900000000000064
0.33,0.358,-0.02799999999999997
1.13,0.8710000000000001,0.2589999999999998
1.01,1.344,-0.3340000000000001
0.04,-0.009000000000000003,0.049
1.45,1.6789999999999998,-0.22899999999999987
0.22,0.383,-0.163
0.53,0.466,0.064
0.06,0.161,-0.101
0.22,0.22199999999999998,-0.001999999999999974
0.5,0.47700000000000004,0.022999999999999965
0.23,0.21600000000000003,0.013999999999999985
0.55,0.704,-0.15399999999999991
0.12,0.12100000000000002,-0.0010000000000000286
0.32,0.3940000000000001,-0.07400000000000007
3.25,3.059,0.19099999999999984
0.24,0.24700000000000003,-0.007000000000000034
3.82,3.998,-0.17800000000000038
2.44,2.594,-0.15399999999999991
0.05,0.10600000000000001,-0.05600000000000001
0.71,0.457,0.25299999999999995
0.4,1.0879999999999999,-0.6879999999999998
-1.48,-1.413,-0.06699999999999995
0.36,0.406,-0.04600000000000004
1.12,0.943,0.17700000000000016
-0.04,0.134,-0.17400000000000002
0.49,0.45999999999999996,0.030000000000000027
1.77,1.866,-0.09600000000000009
0.82,0.8109999999999997,0.00900000000000023
2.34,2.011,0.32899999999999974
0.44,0.457,-0.017000000000000015
0.63,0.6659999999999999,-0.03599999999999992
0.04,-0.052000000000000005,0.092
-0.01,0.15200000000000002,-0.16200000000000003
1.26,1.2719999999999998,-0.011999999999999789
0.14,0.12227600000000001,0.017724000000000004
0.76,0.8030000000000002,-0.04300000000000015
1.42,1.4160000000000001,0.0039999999999997815
2.95,3.0469999999999997,-0.09699999999999953
0.48,0.501,-0.02100000000000002
0.06,0.032,0.027999999999999997
1.57,1.551,0.019000000000000128
2.36,2.2720000000000002,0.08799999999999963
1.25,1.1589999999999998,0.09100000000000019
0.22,0.248,-0.027999999999999997
-0.05,-0.0181584,-0.0318416
1.17,1.26,-0.09000000000000008
0.67,0.723,-0.052999999999999936
0.56,0.567,-0.006999999999999895
0.54,0.591,-0.050999999999999934
-4.53,-2.682,-1.8480000000000003
-0.22,-0.32100000000000006,0.10100000000000006
-0.43,-0.429,-0.0010000000000000009
2.16,2.179,-0.018999999999999684
0.2,0.12000000000000002,0.07999999999999999
0.61,0.528,0.08199999999999996
0.76,1.0269999999999997,-0.2669999999999997
0.53,0.5059999999999999,0.024000000000000132
0.21,0.141,0.069
0.08,0.11499999999999999,-0.03499999999999999
6.08,6.176,-0.09600000000000009
1.02,1.0399999999999998,-0.019999999999999796
-0.24,-0.20800000000000002,-0.03199999999999997
1.46,1.492,-0.03200000000000003
0.79,0.906,-0.11599999999999999
0.49,0.45499999999999996,0.03500000000000003
0.4,0.453,-0.05299999999999999
1.41,1.3370000000000002,0.07299999999999973
2.89,1.986,0.9040000000000001
0.46,0.4029999999999999,0.057000000000000106
1.02,1.049,-0.028999999999999915
1.2,1.1219999999999999,0.07800000000000007
1.34,1.2149999999999999,0.12500000000000022
-0.19,0.13199999999999998,-0.32199999999999995
0.01,0.040999999999999995,-0.030999999999999993
0.71,0.721,-0.01100000000000001
-0.09,-0.039,-0.051
-0.01,-0.007999999999999998,-0.0020000000000000018
0.22,0.25,-0.03
0.16,0.362,-0.20199999999999999
-0.06,-0.0017413000000000005,-0.0582587
0.04,0.089,-0.048999999999999995
-0.25,-0.373,0.123
0.33,0.359,-0.02899999999999997
0.55,0.58,-0.029999999999999916
0.59,0.023734300000000003,0.5662657
1.0,1.11,-0.1100000000000001
0.46,0.5030000000000001,-0.043000000000000094
1.29,0.9780000000000001,0.31199999999999994
0.7,0.6529999999999999,0.04700000000000004
1.46,1.2120000000000002,0.24799999999999978
0.1,0.072,0.02800000000000001
1.77,1.768,0.0020000000000000018
0.4,0.35300000000000004,0.046999999999999986
0.03,0.017,0.012999999999999998
0.22,0.21600000000000003,0.003999999999999976
0.1,0.158,-0.057999999999999996
1.07,0.982,0.08800000000000008
-0.08,0.046,-0.126
0.15,0.28400000000000003,-0.13400000000000004
1.93,1.763,0.16700000000000004
0.04,0.05900000000000001,-0.01900000000000001
0.36,0.316,0.043999999999999984
0.05,0.048,0.0020000000000000018
0.84,0.7979999999999999,0.04200000000000004
1.34,1.466,-0.1259999999999999
1.36,1.379,-0.018999999999999906
-0.12,-0.217,0.097
0.01,0.010400000000000001,-0.00040000000000000105
1.16,1.046,0.11399999999999988
0.23,0.3350000000000001,-0.10500000000000007
0.84,1.026,-0.18600000000000005
1.15,1.084,0.06599999999999984
0.98,1.3219999999999998,-0.34199999999999986
0.56,0.7100000000000001,-0.15000000000000002
1.51,1.573,-0.06299999999999994
0.42,0.39099999999999996,0.029000000000000026
-0.42,-0.321,-0.09899999999999998
0.42,0.437,-0.017000000000000015
0.06,0.038,0.022
1.69,1.093,0.597
0.4,0.40700000000000003,-0.007000000000000006
0.13,0.099,0.031
2.31,2.4560000000000004,-0.14600000000000035
0.3,0.34500000000000003,-0.04500000000000004
0.15,0.139,0.010999999999999982
0.31,0.2980000000000001,0.0119999999999999
0.04,0.0324561,0.007543899999999999
0.33,0.27199999999999996,0.05800000000000005
0.95,1.612,-0.6620000000000001
0.46,0.704,-0.24399999999999994
0.59,0.683,-0.09300000000000008
0.35,0.5660000000000001,-0.21600000000000008
3.05,3.122,-0.07200000000000006
0.67,0.659,0.01100000000000001
0.63,0.6239999999999999,0.006000000000000116
1.05,1.2029999999999998,-0.1529999999999998
0.01,0.013000000000000001,-0.003000000000000001
0.43,0.44000000000000006,-0.010000000000000064
5.36,5.3809999999999985,-0.02099999999999813
1.61,1.653,-0.04299999999999993
0.51,0.552,-0.04200000000000004
-0.56,-0.469,-0.09100000000000008
0.65,0.652,-0.0020000000000000018
8.33,14.094,-5.763999999999999
-0.57,-0.45899999999999996,-0.11099999999999999
0.36,0.33,0.02999999999999997
0.44,0.44799999999999995,-0.007999999999999952
-0.02,-0.0119807,-0.0080193
0.82,0.8460000000000001,-0.026000000000000134
0.42,0.41100000000000003,0.008999999999999952
0.37,0.41000000000000003,-0.040000000000000036
0.49,0.44700000000000006,0.04299999999999993
0.39,0.36499999999999994,0.025000000000000078
0.07,0.05700000000000001,0.012999999999999998
0.21,0.21600000000000003,-0.006000000000000033
0.6,0.627,-0.027000000000000024
0.43,-1.7590000000000003,2.1890000000000005
0.32,0.309,0.01100000000000001
-0.16,-0.09799999999999999,-0.06200000000000001
0.27,0.317,-0.046999999999999986
0.32,0.369,-0.04899999999999999
0.18,0.17,0.009999999999999981
0.38,0.348,0.03200000000000003
1.26,1.2520000000000002,0.007999999999999785
-3.04,-3.9530000000000003,0.9130000000000003
0.78,0.667,0.11299999999999999
0.53,0.5370000000000001,-0.007000000000000117
1.48,1.4519999999999997,0.028000000000000247
0.28,0.26399999999999996,0.01600000000000007
0.35,0.45099999999999996,-0.10099999999999998
0.19,0.22299999999999995,-0.032999999999999946
0.34,0.33699999999999997,0.003000000000000058
0.12,-0.0020000000000000005,0.122
0.82,0.8870000000000001,-0.06700000000000017
1.09,0.9750000000000002,0.11499999999999988
-0.28,-0.013000000000000003,-0.267
1.58,0.296,1.284
0.34,0.36500000000000005,-0.025000000000000022
0.58,0.52,0.05999999999999994
-0.12,-0.008,-0.11199999999999999
1.82,1.8,0.020000000000000018
1.34,1.2760000000000002,0.06399999999999983
0.2,0.321,-0.121
0.37,0.422,-0.05199999999999999
3.49,3.368,0.12200000000000033
0.42,0.384,0.035999999999999976
0.75,0.753,-0.0030000000000000027
0.63,0.5549999999999999,0.07500000000000007
1.64,1.279,0.361
0.41,0.35100000000000003,0.05899999999999994
0.79,0.819,-0.028999999999999915
0.65,0.74,-0.08999999999999997
0.46,0.3,0.16000000000000003
1.77,1.6309999999999998,0.13900000000000023
0.83,0.857,-0.027000000000000024
0.06,0.013000000000000001,0.047
1.57,1.227,0.34299999999999997
1.13,1.3169999999999997,-0.18699999999999983
1.2,1.249,-0.049000000000000155
0.21,0.23600000000000004,-0.02600000000000005
-0.24,-0.06714100000000003,-0.17285899999999996
0.97,1.019,-0.04899999999999993
0.55,0.5690000000000001,-0.019000000000000017
0.23,0.43,-0.19999999999999998
1.36,1.262,0.09800000000000009
0.28,0.28300000000000003,-0.0030000000000000027
0.05,-0.015,0.065
2.9,3.252,-0.35199999999999987
-0.01,-0.016582599999999996,0.006582599999999996
-2.78,-2.293,-0.48699999999999966
0.33,0.33699999999999997,-0.006999999999999951
3.89,3.603,0.2869999999999999
-0.42,-0.6569999999999999,0.23699999999999993
-0.56,-0.449,-0.11100000000000004
0.22,0.05500000000000001,0.16499999999999998
0.53,0.551,-0.02100000000000002
0.05,-0.03799999999999999,0.088
1.64,1.079,0.5609999999999999
0.22,0.174,0.04600000000000001
0.56,0.5690000000000001,-0.009000000000000008
0.23,0.271,-0.04100000000000001
-1.72,-1.8150000000000002,0.0950000000000002
0.6,0.42899999999999994,0.17100000000000004
0.43,0.7929999999999999,-0.36299999999999993
0.17,0.079,0.09100000000000001
1.39,1.0679999999999998,0.32200000000000006
0.58,0.577,0.0030000000000000027
0.36,0.4040000000000001,-0.044000000000000095
0.16,0.101,0.059
1.23,1.2100000000000002,0.019999999999999796
-0.23,-0.21899999999999994,-0.011000000000000065
-0.34,-0.44000000000000006,0.10000000000000003
0.17,0.10300000000000002,0.06699999999999999
0.37,0.341,0.02899999999999997
0.34,0.33499999999999996,0.00500000000000006
0.27,0.265,0.0050000000000000044
1.91,2.124,-0.2140000000000002
2.9,2.9040000000000004,-0.004000000000000448
1.02,1.017,0.0030000000000001137
1.58,2.0460000000000003,-0.4660000000000002
0.86,0.892,-0.03200000000000003
0.21,0.619,-0.40900000000000003
1.34,1.521,-0.18099999999999983
0.04,0.129,-0.089
0.65,0.6519999999999999,-0.0019999999999998908
1.23,1.167,0.06299999999999994
2.76,2.68,0.07999999999999963
0.31,0.31900000000000006,-0.009000000000000064
-0.06,0.002000000000000004,-0.062
-0.02,-0.006,-0.014
1.06,1.42,-0.3599999999999999
0.7,0.666,0.03399999999999992
0.8,0.6809999999999999,0.1190000000000001
-0.19,-0.229,0.03900000000000001
0.53,0.5680000000000001,-0.038000000000000034
2.27,2.2150000000000003,0.054999999999999716
0.34,0.319,0.02100000000000002
0.28,0.22400000000000003,0.055999999999999994
0.26,0.261,-0.0010000000000000009
1.31,1.281,0.029000000000000137
1.88,1.6610000000000003,0.21899999999999964
0.08,0.05900000000000001,0.02099999999999999
0.9,0.8969999999999999,0.0030000000000001137
0.71,0.7739999999999999,-0.06399999999999995
0.04,0.121,-0.08099999999999999
0.49,0.40800000000000003,0.08199999999999996
0.95,0.8949999999999999,0.05500000000000005
1.08,1.105,-0.02499999999999991
-0.19,-0.26000000000000006,0.07000000000000006
-0.16,-0.325,0.165
0.18,0.10899999999999999,0.07100000000000001
0.11,0.121,-0.010999999999999996
0.42,0.39,0.02999999999999997
1.52,1.623,-0.10299999999999998
0.66,0.43499999999999994,0.2250000000000001
1.83,1.8349999999999997,-0.004999999999999671
0.24,0.29200000000000004,-0.052000000000000046
0.57,0.774,-0.20400000000000007
0.79,0.771,0.019000000000000017
2.53,3.6109999999999998,-1.081
0.57,0.5479999999999999,0.02200000000000002
1.02,1.043,-0.02299999999999991
1.62,1.661,-0.040999999999999925
5.23,5.2540000000000004,-0.02400000000000002
0.93,0.762,0.16800000000000004
0.06,0.07000000000000002,-0.010000000000000023
0.11,-0.041999999999999996,0.152
0.81,0.65,0.16000000000000003
0.33,0.35900000000000004,-0.029000000000000026
0.05,0.053000000000000005,-0.0030000000000000027
6.84,5.606999999999999,1.2330000000000005
1.53,1.296,0.23399999999999999
0.54,0.48600000000000004,0.05399999999999999
0.13,0.197,-0.067
0.49,0.45200000000000007,0.03799999999999992
-0.12,-0.084,-0.03599999999999999
0.51,0.6839999999999999,-0.17399999999999993
0.74,0.7339999999999999,0.006000000000000116
2.57,2.856,-0.28600000000000003
0.74,0.7489999999999999,-0.008999999999999897
0.41,0.4,0.009999999999999953
0.73,0.585,0.14500000000000002
1.35,1.394,-0.04399999999999982
-0.33,-0.32100000000000006,-0.008999999999999952
0.57,0.394,0.17599999999999993
0.47,0.5499999999999999,-0.07999999999999996
0.31,0.194,0.11599999999999999
0.35,0.382,-0.03200000000000003
0.25,0.6360000000000001,-0.3860000000000001
0.13,0.119,0.01100000000000001
0.1,0.121,-0.02099999999999999
0.17,0.12435979999999999,0.04564020000000002
0.81,0.796,0.014000000000000012
0.08,0.22599999999999998,-0.14599999999999996
-0.7,-0.42400000000000004,-0.2759999999999999
-0.5,-1.445,0.9450000000000001
39.34,55.918000000000006,-16.578000000000003
-0.06,-0.07600000000000001,0.016000000000000014
0.38,0.382,-0.0020000000000000018
0.58,0.5549999999999999,0.025000000000000022
0.3,0.45899999999999996,-0.15899999999999997
0.47,0.615,-0.14500000000000002
0.99,0.9030000000000001,0.08699999999999986
-0.68,-0.7370000000000001,0.05700000000000005
2.02,2.0549999999999997,-0.0349999999999997
0.17,0.15699999999999997,0.01300000000000004
0.51,0.4710000000000001,0.038999999999999924
0.15,0.16799999999999998,-0.017999999999999988
0.12,0.175,-0.05499999999999999
0.23,0.23900000000000002,-0.009000000000000008
0.15,0.178,-0.027999999999999997
0.84,1.027,-0.18699999999999994
-1.52,-1.32,-0.19999999999999996
2.53,2.621,-0.09100000000000019
1.82,1.7759999999999998,0.04400000000000026
0.11,0.61,-0.5
0.53,0.6279999999999999,-0.09799999999999986
0.16,0.10600000000000001,0.05399999999999999
0.39,0.286,0.10400000000000004
-0.18,-0.062,-0.118
2.06,1.905,0.15500000000000003
0.8,0.596,0.20400000000000007
1.33,1.433,-0.10299999999999998
0.19,0.319,-0.129
0.56,0.567,-0.006999999999999895
0.02,-0.077,0.097
0.36,0.32599999999999996,0.03400000000000003
2.22,2.4259999999999997,-0.20599999999999952
0.73,0.7699999999999998,-0.039999999999999813
0.42,0.43000000000000005,-0.010000000000000064
0.55,0.8219999999999998,-0.2719999999999998
0.71,0.6599999999999999,0.050000000000000044
0.6,0.6130000000000001,-0.013000000000000123
-0.26,-0.151,-0.10900000000000001
-0.04,-0.032999999999999995,-0.007000000000000006
1.48,1.687,-0.20700000000000007
2.07,2.368,-0.29800000000000004
0.38,0.3975000000000001,-0.01750000000000007
0.86,0.921,-0.061000000000000054
0.57,2.234,-1.6640000000000001
0.45,0.518,-0.068
0.38,0.23700000000000002,0.143
2.11,2.0580000000000003,0.0519999999999996
-0.2,-0.174,-0.026000000000000023
0.46,0.516,-0.055999999999999994
-0.71,-0.43499999999999994,-0.275
0.15,0.14035979999999998,0.009640200000000015
0.53,0.45999999999999996,0.07000000000000006
0.61,1.2220000000000002,-0.6120000000000002
-0.4,-0.386,-0.014000000000000012
0.56,0.573,-0.0129999999999999
0.65,0.616,0.03400000000000003
2.08,2.018,0.06200000000000028
0.31,0.30399999999999994,0.006000000000000061
0.77,0.74,0.030000000000000027
-0.36,-0.32599999999999996,-0.03400000000000003
0.34,0.38099999999999995,-0.040999999999999925
0.5,0.495,0.0050000000000000044
0.2,0.27199999999999996,-0.07199999999999995
0.34,0.28400000000000003,0.055999999999999994
4.04,3.4290000000000007,0.6109999999999993
1.67,1.3039999999999998,0.3660000000000001
1.19,1.116,0.07399999999999984
0.85,0.968,-0.118
0.95,0.921,0.028999999999999915
1.92,2.021,-0.10099999999999998
12.07,13.113999999999999,-1.0439999999999987
0.1,0.261,-0.161
1.11,1.062,0.04800000000000004
0.06,0.12260800000000001,-0.06260800000000001
0.46,0.5860000000000001,-0.12600000000000006
0.52,0.5029999999999999,0.017000000000000126
0.28,0.28,0.0
0.25,0.388,-0.138
0.7,0.7059999999999998,-0.005999999999999894
0.14,0.135,0.0050000000000000044
0.7,0.658,0.041999999999999926
0.36,0.765,-0.405
1.78,1.3850000000000002,0.3949999999999998
-0.68,-0.304,-0.37600000000000006
0.48,0.31900000000000006,0.16099999999999992
3.03,3.371,-0.3410000000000002
0.69,0.641,0.04899999999999993
-0.33,-0.533,0.203
0.79,0.883,-0.09299999999999997
-0.98,-1.099,0.119
0.77,1.0080000000000002,-0.2380000000000002
-0.03,-0.14100000000000001,0.11100000000000002
1.42,1.6300000000000001,-0.2100000000000002
0.43,0.4790000000000001,-0.0490000000000001
0.58,0.589,-0.009000000000000008
1.65,1.641,0.008999999999999897
0.01,0.09300000000000001,-0.08300000000000002
0.61,0.6699999999999999,-0.05999999999999994
0.16,0.20700000000000002,-0.047000000000000014
1.31,1.392,-0.08199999999999985
0.76,0.752,0.008000000000000007
0.23,0.253,-0.022999999999999993
0.09,0.098,-0.008000000000000007
-0.22,-0.20299999999999999,-0.017000000000000015
4.6,4.180999999999999,0.4190000000000005
-0.16,-0.219,0.059
-1.07,-1.188,0.11799999999999988
2.83,3.0040000000000004,-0.17400000000000038
-0.04,-0.051000000000000004,0.011000000000000003
0.56,0.5439999999999998,0.016000000000000236
1.19,1.508,-0.31800000000000006
0.04,0.11000000000000003,-0.07000000000000003
1.05,1.2890000000000001,-0.2390000000000001
1.64,1.908,-0.268
0.93,0.897,0.03300000000000003
0.58,0.611,-0.031000000000000028
0.26,0.21799999999999997,0.04200000000000004
0.64,0.6529999999999999,-0.0129999999999999
1.16,1.2049999999999998,-0.04499999999999993
0.41,0.37100000000000005,0.038999999999999924
-0.03,-0.0362281921,0.006228192100000002
0.21,0.22400000000000003,-0.01400000000000004
0.3,0.28200000000000003,0.01799999999999996
0.9,0.914,-0.014000000000000012
-0.03,-0.255,0.225
1.34,1.316,0.02400000000000002
2.72,1.114,1.606
0.13,0.12400000000000003,0.005999999999999978
-1.32,-1.001,-0.3190000000000002
1.57,1.21,0.3600000000000001
0.34,0.37699999999999995,-0.03699999999999992
1.18,1.8379999999999999,-0.6579999999999999
-0.42,-0.49800000000000005,0.07800000000000007
0.39,0.367,0.02300000000000002
0.52,0.687,-0.16700000000000004
0.3,0.347,-0.046999999999999986
0.59,0.5429999999999999,0.04700000000000004
2.79,2.846,-0.05600000000000005
0.38,0.36300000000000004,0.01699999999999996
0.44,1.0340000000000003,-0.5940000000000003
0.92,0.9190000000000002,0.0009999999999998899
0.48,0.503,-0.02300000000000002
5.75,4.104,1.646
0.19,0.06000000000000001,0.13
0.8,1.018,-0.21799999999999997
0.3,0.402,-0.10200000000000004
0.2,0.21600000000000003,-0.016000000000000014
0.23,0.14400000000000002,0.086
0.9,0.9559999999999998,-0.05599999999999983
0.82,0.3200240964,0.49997590359999994
0.28,0.22999999999999998,0.050000000000000044
0.79,0.7849999999999999,0.0050000000000001155
1.12,1.067,0.05300000000000016
0.02,0.045,-0.024999999999999998
0.15,0.07900000000000001,0.07099999999999998
0.52,0.5269999999999999,-0.006999999999999895
1.36,1.171,0.18900000000000006
0.15,0.10899999999999999,0.04100000000000001
0.08,0.084,-0.0040000000000000036
0.51,0.568,-0.05799999999999994
0.52,0.62,-0.09999999999999998
1.05,1.6860000000000004,-0.6360000000000003
1.02,1.028,-0.008000000000000007
1.98,1.971,0.008999999999999897
0.48,0.44400000000000006,0.03599999999999992
0.74,0.938,-0.19799999999999995
0.67,0.7260000000000001,-0.05600000000000005
0.32,0.343,-0.02300000000000002
2.12,2.123,-0.0030000000000001137
0.61,0.649,-0.039000000000000035
0.51,0.40700000000000003,0.10299999999999998
0.31,0.22300000000000003,0.08699999999999997
-0.98,-0.739,-0.241
1.84,1.8639999999999997,-0.023999999999999577
0.34,0.345,-0.004999999999999949
1.93,1.7920000000000003,0.13799999999999968
1.33,1.223,0.10699999999999998
0.01,-0.136,0.14600000000000002
1.04,1.042,-0.0020000000000000018
0.09,0.07100000000000002,0.018999999999999975
0.82,0.7699999999999999,0.050000000000000044
0.06,0.016690700000000003,0.043309299999999995
1.32,1.2340000000000002,0.08599999999999985
0.27,0.288,-0.01799999999999996
0.040664429,0.21400000000000002,-0.17333557100000002
1.08,1.093,-0.0129999999999999
0.36,0.346,0.014000000000000012
0.87,0.9940000000000001,-0.12400000000000011
1.31,1.368,-0.05800000000000005
-0.18,-0.192,0.01200000000000001
2.87,2.7169999999999996,0.15300000000000047
0.36,0.396,-0.03600000000000003
0.46,0.518,-0.057999999999999996
1.89,1.8960000000000004,-0.006000000000000449
0.5,0.532,-0.03200000000000003
0.39,0.32,0.07
-1.92,-1.355,-0.565
0.47,0.3950000000000001,0.0749999999999999
5.22,3.6090000000000004,1.6109999999999993
0.83,0.794,0.03599999999999992
0.18,0.154,0.025999999999999995
0.13,0.195,-0.065
1.46,1.444,0.016000000000000014
0.85,0.9719999999999999,-0.12199999999999989
0.16,0.3334879227,-0.1734879227
0.7,0.821,-0.121
1.16,1.254,-0.09400000000000008
1.96,1.857,0.10299999999999998
0.13,0.14800000000000005,-0.018000000000000044
0.65,0.721,-0.07099999999999995
1.42,1.26,0.15999999999999992
0.52,0.5309999999999999,-0.010999999999999899
-0.66,-0.386,-0.274
-0.06,-0.09599999999999999,0.03599999999999999
0.38,0.4,-0.020000000000000018
-0.04,-0.073,0.032999999999999995
0.19,0.15300000000000002,0.03699999999999998
0.12,0.168,-0.048000000000000015
1.58,1.6189999999999998,-0.0389999999999997
0.33,0.34800000000000003,-0.018000000000000016
0.62,0.36,0.26
-0.73,-0.395,-0.33499999999999996
0.29,0.24900000000000003,0.04099999999999995
0.29,0.303,-0.013000000000000012
1.08,1.114,-0.03400000000000003
-0.03,-0.30100000000000005,0.271
0.04,-0.10500000000000001,0.14500000000000002
2.35,2.613,-0.2629999999999999
0.18,0.21200000000000002,-0.03200000000000003
0.73,0.7140000000000001,0.015999999999999903
0.48,0.5439999999999999,-0.06399999999999995
0.47,0.51475,-0.04475000000000007
2.39,2.0580000000000003,0.33199999999999985
0.72,0.712,0.008000000000000007
0.9,0.9480000000000001,-0.04800000000000004
1.36,1.388,-0.027999999999999803
1.03,0.9799999999999999,0.050000000000000155
0.93,0.9099999999999999,0.02000000000000013
0.79,0.859,-0.06899999999999995
1.52,1.3460000000000003,0.1739999999999997
0.16,0.15299999999999997,0.007000000000000034
0.56,0.34199999999999997,0.21800000000000008
0.29,0.32299999999999995,-0.032999999999999974
-0.02,-0.033999999999999996,0.013999999999999995
0.12,0.11200000000000002,0.00799999999999998
0.07,0.036,0.03400000000000001
0.6,0.6169999999999999,-0.016999999999999904
-0.03,-0.038032295699999996,0.008032295699999997
0.5,0.41600000000000004,0.08399999999999996
0.5,0.703,-0.20299999999999996
0.83,0.842,-0.01200000000000001
0.64,0.5860000000000001,0.05399999999999994
-0.2,-0.0765913,-0.12340870000000001
-0.23,-0.20700000000000002,-0.022999999999999993
0.83,0.7369999999999999,0.09300000000000008
0.33,0.30100000000000005,0.02899999999999997
3.27,3.649000000000001,-0.3790000000000009
0.01,-0.03799999999999999,0.047999999999999994
-0.09,0.07899999999999999,-0.16899999999999998
0.31,0.31200000000000006,-0.0020000000000000573
0.06,0.08800000000000001,-0.02800000000000001
-0.14,0.38999999999999996,-0.53
0.63,0.9040000000000001,-0.27400000000000013
1.11,1.6329999999999998,-0.5229999999999997
0.25,0.152,0.098
2.23,2.009,0.22100000000000009
-0.03,-0.023668699999999997,-0.0063313000000000015
1.48,1.344,0.1359999999999999
0.76,0.758,0.0020000000000000018
1.33,1.6149999999999998,-0.2849999999999997
1.12,1.123,-0.0029999999999998916
1.12,1.059,0.061000000000000165
0.34,0.684,-0.34400000000000003
0.59,0.6709999999999999,-0.08099999999999996
0.21,0.275,-0.06500000000000003
0.9,0.866,0.03400000000000003
0.34,0.39,-0.04999999999999999
0.5,0.495,0.0050000000000000044
0.6,0.21999999999999997,0.38
-1.28,-1.224,-0.05600000000000005
0.16,0.253,-0.093
0.78,0.873,-0.09299999999999997
0.33,0.32799999999999996,0.0020000000000000573
0.91,0.9039999999999999,0.006000000000000116
0.5,0.5280000000000001,-0.028000000000000136
0.45,0.42200000000000004,0.02799999999999997
0.75,0.889,-0.139
-0.09,-0.153,0.063
0.62,0.8019999999999999,-0.18199999999999994
-0.62,-0.9219999999999999,0.30199999999999994
0.18,0.16499999999999998,0.015000000000000013
0.14,0.41900000000000004,-0.279
0.55,0.45600000000000007,0.09399999999999997
0.39,0.417,-0.02699999999999997
-0.06,-0.034999999999999996,-0.025
-0.9,-0.555,-0.345
-0.07,-0.048,-0.022000000000000006
1.84,1.8119999999999998,0.028000000000000247
-0.64,-0.484,-0.15600000000000003
-0.1,-0.193,0.093
0.95,0.9989999999999999,-0.04899999999999993
2.09,2.082,0.008000000000000007
0.59,0.575,0.015000000000000013
0.41,0.29300000000000004,0.11699999999999994
1.61,1.9469999999999998,-0.33699999999999974
1.54,1.478,0.062000000000000055
0.76,0.655,0.10499999999999998
-0.48,-0.48999999999999994,0.009999999999999953
-0.12,-0.1623121,0.04231209999999999
0.73,0.7340000000000001,-0.004000000000000115
2.13,1.686,0.44399999999999995
0.75,0.702,0.04800000000000004
0.15,0.11800000000000002,0.03199999999999997
0.65,0.642,0.008000000000000007
0.08,0.071,0.009000000000000008
3.46,3.7589999999999995,-0.2989999999999995
0.31,0.256,0.05399999999999999
-0.46,0.21600000000000003,-0.676
0.81,0.907,-0.09699999999999998
0.06,0.07400000000000001,-0.014000000000000012
8.77,5.286,3.484
0.11,0.14,-0.030000000000000013
0.17,0.16899999999999998,0.0010000000000000286
0.3,0.173,0.127
0.8,0.79,0.010000000000000009
-0.41,-0.7639999999999999,0.3539999999999999
3.26,3.1750000000000007,0.08499999999999908
0.64,0.6559999999999999,-0.015999999999999903
0.11,0.34900000000000003,-0.23900000000000005
2.91,2.947,-0.03699999999999992
0.28,0.178,0.10200000000000004
1.09,0.858,0.2320000000000001
1.11,0.7230000000000001,0.387
1.4,1.4209999999999998,-0.020999999999999908
-0.18,-0.12305949999999999,-0.056940500000000005
0.4,0.36100000000000004,0.03899999999999998
0.12,0.159,-0.03900000000000001
1.39,1.319,0.07099999999999995
0.92,0.9360000000000002,-0.016000000000000125
0.55,0.538,0.01200000000000001
-0.22,0.021456100000000002,-0.2414561
1.59,1.1440000000000001,0.44599999999999995
0.18,0.017202000000000002,0.162798
-0.08,0.46699999999999997,-0.5469999999999999
0.5,0.561,-0.061000000000000054
0.2,0.193,0.007000000000000006
2.91,2.9739999999999998,-0.06399999999999961
0.57,0.666,-0.09600000000000009
0.29,0.325,-0.03500000000000003
1.23,1.3090000000000002,-0.07900000000000018
0.18,0.194,-0.014000000000000012
1.58,1.5,0.08000000000000007
0.27,0.292,-0.021999999999999964
-0.34,-0.283,-0.05700000000000005
1.47,1.465,0.004999999999999893
-0.04,-0.096,0.056
0.35,0.375,-0.025000000000000022
0.72,0.857,-0.137
0.68,0.5389999999999999,0.14100000000000013
1.69,1.7130000000000003,-0.023000000000000353
0.14,0.25600000000000006,-0.11600000000000005
0.35,0.30700000000000005,0.04299999999999993
0.08,0.177,-0.09699999999999999
0.58,0.671,-0.09100000000000008
-0.03,-0.075,0.045
0.2,0.9229999999999998,-0.7229999999999999
1.06,1.0050000000000001,0.05499999999999994
0.15,0.054000000000000006,0.09599999999999999
1.06,1.06,0.0
0.97,0.9910000000000002,-0.02100000000000024
1.15,1.1280000000000001,0.021999999999999797
0.8,0.807,-0.007000000000000006
1.45,1.486,-0.03600000000000003
2.44,1.9700000000000002,0.46999999999999975
0.78,0.42299999999999993,0.3570000000000001
-0.03,-0.162,0.132
