eps,estimate,error
-1.09,-0.9100000000000001,-0.17999999999999994
0.73,0.7449999999999999,-0.014999999999999902
0.36,0.007999999999999997,0.352
0.57,0.14600000000000002,0.42399999999999993
1.93,1.9769999999999999,-0.04699999999999993
0.22,-0.16,0.38
0.19,0.191,-0.0010000000000000009
1.07,1.08,-0.010000000000000009
0.3,0.308,-0.008000000000000007
0.33,0.32999999999999996,5.551115123125783e-17
0.17,0.15699999999999997,0.01300000000000004
0.44,0.40099999999999997,0.039000000000000035
1.1,1.105,-0.004999999999999893
0.63,0.387,0.243
1.31,1.893,-0.583
5.15,6.731,-1.5809999999999995
1.03,1.0550000000000002,-0.025000000000000133
0.95,0.969,-0.019000000000000017
1.36,1.3279999999999998,0.03200000000000025
1.05,0.9890000000000001,0.06099999999999994
-0.76,-0.133,-0.627
0.39,0.34,0.04999999999999999
1.56,1.446,0.1140000000000001
4.44,3.8160000000000003,0.6240000000000001
0.07,0.0865763,-0.01657629999999999
0.01,0.491,-0.481
0.08055701,0.23499999999999996,-0.15444298999999995
0.19,0.24400000000000005,-0.05400000000000005
-0.11,0.085,-0.195
2.08,2.055,0.02499999999999991
1.13,0.969,0.16099999999999992
0.58,0.39499999999999996,0.185
0.35,0.306,0.043999999999999984
0.16,0.21200000000000002,-0.05200000000000002
0.95,1.0320000000000003,-0.0820000000000003
0.82,0.7649999999999999,0.05500000000000005
2.38,1.879,0.5009999999999999
0.2,0.1067031523,0.0932968477
1.12,1.0779999999999998,0.04200000000000026
1.09,1.2079999999999997,-0.11799999999999966
0.75,0.7360000000000001,0.013999999999999901
0.76,0.916,-0.15600000000000003
1.37,1.154,0.2160000000000002
0.58,0.496,0.08399999999999996
0.19,0.5519999999999998,-0.3619999999999998
1.22,1.366,-0.14600000000000013
0.94,1.047,-0.10699999999999998
0.21,0.096,0.11399999999999999
1.04,1.0350000000000001,0.004999999999999893
0.07,0.029000000000000005,0.041
0.07,0.08399999999999999,-0.013999999999999985
0.52,0.473,0.04700000000000004
0.6,0.634,-0.03400000000000003
1.44,1.35,0.08999999999999986
0.51,0.5184999999999998,-0.008499999999999841
0.56,0.5650000000000002,-0.0050000000000001155
0.65,0.6249999999999999,0.025000000000000133
0.55,0.5820000000000001,-0.03200000000000003
0.66,0.406,0.254
1.19,1.268,-0.07800000000000007
1.29,1.225,0.06499999999999995
0.71,0.7630000000000001,-0.05300000000000016
0.05,0.045,0.0050000000000000044
0.44,0.414,0.026000000000000023
0.39,0.33299999999999996,0.05700000000000005
1.97,1.9429999999999996,0.027000000000000357
0.55,0.696,-0.1459999999999999
0.46,0.491,-0.030999999999999972
1.09,0.898,0.19200000000000006
-0.02,0.03500000000000001,-0.05500000000000001
0.83,0.852,-0.02200000000000002
-0.02,-0.076,0.055999999999999994
1.27,1.1829999999999998,0.08700000000000019
0.63,0.5170000000000001,0.11299999999999988
-0.19,-0.29600000000000004,0.10600000000000004
1.49,1.6470000000000002,-0.15700000000000025
0.7,0.7030000000000001,-0.0030000000000001137
1.52,1.202,0.31800000000000006
0.43,0.441,-0.01100000000000001
0.09,0.15899999999999997,-0.06899999999999998
0.13,0.14100000000000001,-0.01100000000000001
4.23,5.195,-0.9649999999999999
0.52,0.753,-0.23299999999999998
1.85,1.52,0.33000000000000007
-0.47,-0.753,0.28300000000000003
1.57,1.741,-0.17100000000000004
0.1,0.135,-0.035
0.89,0.8840000000000001,0.005999999999999894
0.37,0.374,-0.0040000000000000036
-0.12,-0.09500000000000001,-0.02499999999999998
1.76,1.507,0.2530000000000001
1.1,1.0070000000000001,0.09299999999999997
-0.74,-0.7310000000000001,-0.008999999999999897
0.62,0.6529999999999999,-0.03299999999999992
1.13,1.168,-0.038000000000000034
0.95,0.9809999999999999,-0.030999999999999917
1.06,0.8619999999999999,0.19800000000000018
-0.35,0.139,-0.489
-0.73,0.266,-0.996
0.49,0.469,0.02100000000000002
0.56,0.51,0.050000000000000044
0.79,0.707,0.08300000000000007
0.24,0.4716539,-0.23165390000000002
0.95,1.028,-0.07800000000000007
-0.04,-0.129,0.089
1.4,1.376,0.02400000000000002
3.72,3.757,-0.03699999999999992
0.05,0.06999999999999999,-0.01999999999999999
0.47,0.501,-0.031000000000000028
3.08,3.2360000000000007,-0.15600000000000058
0.47,0.49399999999999994,-0.023999999999999966
-0.17,-0.09300000000000001,-0.077
1.95,2.0669999999999997,-0.11699999999999977
1.1,1.3829999999999998,-0.2829999999999997
0.03,0.063,-0.033
0.34,-0.36500000000000005,0.7050000000000001
0.12,-0.06699999999999999,0.187
-1.01,0.51,-1.52
-0.09,-0.11600000000000002,0.026000000000000023
0.38,0.41600000000000004,-0.03600000000000003
0.64,0.6519999999999999,-0.0119999999999999
-0.23,-0.051000000000000004,-0.179
0.26,0.101,0.159
0.24,0.294,-0.05399999999999999
1.33,1.388,-0.05799999999999983
0.03,-0.0182301321,0.0482301321
0.59,0.6290000000000001,-0.039000000000000146
0.55,0.42200000000000004,0.128
0.53,0.53,0.0
0.35,0.462,-0.11200000000000004
0.69,0.673,0.016999999999999904
0.28,-0.007000000000000002,0.28700000000000003
0.34,0.573,-0.23299999999999993
1.35,1.3820000000000001,-0.03200000000000003
0.06,-0.032591300000000004,0.0925913
0.55,0.558,-0.008000000000000007
0.4,0.51,-0.10999999999999999
0.58,0.627,-0.04700000000000004
0.03,0.034999999999999996,-0.0049999999999999975
0.42,0.45500000000000007,-0.03500000000000009
1.16,1.1780000000000002,-0.018000000000000238
0.66,0.671,-0.01100000000000001
0.56,0.6419999999999999,-0.08199999999999985
1.68,1.765,-0.08499999999999996
0.44,0.371,0.069
-0.21,0.06000000000000001,-0.27
0.6,0.647,-0.04700000000000004
0.49,0.4710000000000001,0.018999999999999906
0.42,0.369,0.05099999999999999
0.85,0.785,0.06499999999999995
0.28,0.805,-0.525
0.19,0.30300000000000005,-0.11300000000000004
-0.26,-0.263,0.0030000000000000027
2.33,2.4039999999999995,-0.0739999999999994
0.04,0.12699999999999997,-0.08699999999999997
-0.45,-0.11100000000000002,-0.33899999999999997
0.36,0.377,-0.017000000000000015
0.88,0.9049999999999999,-0.02499999999999991
0.21,0.524,-0.31400000000000006
1.55,1.4629999999999999,0.08700000000000019
1.4,1.339,0.06099999999999994
0.09,0.10500000000000001,-0.015000000000000013
1.31,1.453,-0.14300000000000002
1.2,1.355,-0.15500000000000003
0.73,0.774,-0.04400000000000004
5.26,2.647,2.613
-0.06,-0.06400000000000002,0.004000000000000017
0.2,0.29100000000000004,-0.09100000000000003
0.06,-0.03499999999999999,0.09499999999999999
1.63,1.766,-0.13600000000000012
1.16,1.3770000000000002,-0.2170000000000003
0.66,0.6231401869000001,0.03685981309999997
0.64,0.7669999999999999,-0.1269999999999999
0.26,0.784,-0.524
0.38,0.399,-0.019000000000000017
0.66,0.662,-0.0020000000000000018
0.27,0.342,-0.07200000000000001
-1.59,-0.7050000000000002,-0.8849999999999999
0.34,0.39,-0.04999999999999999
0.74,0.751,-0.01100000000000001
0.08,0.152,-0.072
2.58,2.7019999999999995,-0.12199999999999944
0.78,0.45599999999999996,0.32400000000000007
0.24,0.23399999999999999,0.006000000000000005
0.85,0.8099999999999999,0.040000000000000036
0.26,0.13499999999999998,0.12500000000000003
0.41,0.391,0.01899999999999996
-0.22,-0.4619999999999999,0.2419999999999999
1.6,0.9549999999999998,0.6450000000000002
2.5,2.646,-0.1459999999999999
0.85,0.808,0.041999999999999926
0.45,0.504,-0.05399999999999999
0.5,0.487,0.013000000000000012
-0.39,-0.25,-0.14
0.09,0.012,0.078
0.99,1.177,-0.18700000000000006
-0.12,-0.056999999999999995,-0.063
-0.22,-0.26599999999999996,0.04599999999999996
-0.15,0.11399999999999999,-0.264
0.19,0.233,-0.04300000000000001
0.24,0.127,0.11299999999999999
0.2,0.155,0.04500000000000001
1.12,1.1780000000000002,-0.05800000000000005
2.24,2.3260000000000005,-0.0860000000000003
-0.89,-0.6319999999999999,-0.2580000000000001
1.03,1.0670000000000002,-0.037000000000000144
-0.21,-0.15499999999999997,-0.05500000000000002
-0.08,0.003999999999999998,-0.084
0.37,0.37700000000000006,-0.007000000000000062
0.68,0.721,-0.040999999999999925
0.44,0.417,0.02300000000000002
-0.63,-0.41899999999999993,-0.21100000000000008
1.85,2.056,-0.20599999999999996
0.94,0.9780000000000001,-0.038000000000000145
-0.002385,-0.037079999999999995,0.034695
1.47,0.861,0.609
0.07,0.07000000000000002,-1.3877787807814457e-17
0.26,0.24500000000000002,0.014999999999999986
-0.09,0.02964549999999999,-0.11964549999999999
0.93,0.9410000000000001,-0.01100000000000001
0.13,0.126,0.0040000000000000036
0.43,0.5030000000000001,-0.07300000000000012
0.15,0.098,0.05199999999999999
-0.22,-0.17099999999999999,-0.049000000000000016
1.78,0.454,1.326
0.47,0.392,0.07799999999999996
0.38,0.39300000000000007,-0.013000000000000067
0.05,0.095,-0.045
-0.58,-0.501,-0.07899999999999996
0.5,0.40099999999999997,0.09900000000000003
0.56,0.522,0.038000000000000034
1.9,2.0140000000000002,-0.11400000000000032
0.42,0.421,-0.0010000000000000009
0.55,0.526,0.02400000000000002
0.86,0.804,0.05599999999999994
0.32,0.329,-0.009000000000000008
1.69,1.77,-0.08000000000000007
0.66,0.9629999999999999,-0.3029999999999998
6.76,5.142,1.6179999999999994
0.32,0.24100000000000002,0.07899999999999999
0.03,0.041999999999999996,-0.011999999999999997
0.39,0.562,-0.17200000000000004
-0.36,-0.47000000000000003,0.11000000000000004
1.09,0.99,0.10000000000000009
0.18,0.181,-0.0010000000000000009
-0.06,-0.078,0.018000000000000002
0.87,0.5029999999999999,0.3670000000000001
0.41,0.37500000000000006,0.03499999999999992
0.05,0.050030371000000004,-3.0371000000001258e-05
0.31,0.242,0.068
1.31,1.286,0.02400000000000002
-0.29,-0.31500000000000006,0.025000000000000078
0.37,0.404,-0.03400000000000003
0.57,0.393,0.17699999999999994
-0.95,-0.348,-0.602
0.58,0.8850000000000001,-0.30500000000000016
0.2,0.22700000000000004,-0.027000000000000024
0.81,0.7230000000000001,0.08699999999999997
0.32,0.30599999999999994,0.014000000000000068
0.56,0.36200000000000004,0.198
0.16,0.276,-0.11600000000000002
-0.53,-0.45499999999999996,-0.07500000000000007
0.46,0.43500000000000005,0.024999999999999967
-0.14,-0.325,0.185
0.4,0.2656539,0.13434610000000002
0.57,0.5599999999999999,0.010000000000000009
0.27,0.313,-0.04299999999999998
0.59,0.388,0.20199999999999996
1.34,1.291,0.049000000000000155
1.4,1.217,0.18299999999999983
3.53,3.2260000000000004,0.3039999999999994
4.1,3.9799999999999995,0.1200000000000001
0.71,0.564,0.14600000000000002
0.46,0.5370000000000001,-0.07700000000000012
-0.35,-0.199,-0.15099999999999997
1.06,1.002,0.05800000000000005
0.19,0.223,-0.033
0.31,0.328,-0.018000000000000016
1.16,1.1529999999999998,0.007000000000000117
0.14,0.146,-0.005999999999999978
2.77,2.886,-0.1160000000000001
0.51,0.512,-0.0020000000000000018
-0.21,-0.263,0.05300000000000002
-0.05,-0.06599999999999999,0.015999999999999986
0.07,0.079,-0.008999999999999994
0.07,0.09699999999999999,-0.026999999999999982
0.76,0.6839999999999999,0.07600000000000007
0.86,1.002,-0.14200000000000002
0.71,0.563,0.14700000000000002
0.98,0.8700000000000001,0.10999999999999988
0.06,-0.018,0.078
1.63,1.873,-0.2430000000000001
0.04,-0.072,0.11199999999999999
0.52,0.515,0.0050000000000000044
3.35,2.534,0.8160000000000003
0.6,0.6089999999999999,-0.008999999999999897
8.81,8.283,0.527000000000001
0.09,0.052000000000000005,0.03799999999999999
0.18,0.28500000000000003,-0.10500000000000004
0.44,0.40099999999999997,0.039000000000000035
0.12,0.10200000000000001,0.017999999999999988
1.15,1.177,-0.027000000000000135
0.34,0.41400000000000003,-0.07400000000000001
0.43,0.5119999999999999,-0.0819999999999999
0.4,0.43100000000000005,-0.031000000000000028
0.31,0.46799999999999997,-0.15799999999999997
0.25,0.3330000000000001,-0.08300000000000007
0.78,0.7689999999999999,0.01100000000000012
0.33,0.246,0.08400000000000002
0.51,0.43800000000000006,0.07199999999999995
-0.01,0.0010000000000000005,-0.011000000000000001
0.36,0.30699999999999994,0.05300000000000005
0.66,0.493,0.16700000000000004
0.47,0.4640000000000001,0.005999999999999894
0.47,0.492,-0.02200000000000002
0.29,0.248,0.04199999999999998
1.4,1.4100000000000001,-0.010000000000000231
-0.53,-0.6849999999999999,0.15499999999999992
0.26,0.273,-0.013000000000000012
0.8,0.5700000000000001,0.22999999999999998
0.44,0.42300000000000004,0.01699999999999996
0.91,0.8939999999999999,0.016000000000000125
1.58,1.8540000000000003,-0.27400000000000024
1.25,1.2770000000000001,-0.027000000000000135
0.31,0.309,0.0010000000000000009
0.27,0.271,-0.0010000000000000009
-0.69,-0.5049999999999999,-0.18500000000000005
-0.06,-0.19299999999999998,0.13299999999999998
0.61,0.6290000000000001,-0.019000000000000128
0.18,0.24000000000000005,-0.06000000000000005
1.17,1.236,-0.06600000000000006
0.98,1.1269999999999998,-0.1469999999999998
0.65,0.755,-0.10499999999999998
-2.29,-2.261,-0.028999999999999915
0.9,0.9879999999999999,-0.08799999999999986
2.69,2.762,-0.07200000000000006
0.86,1.098,-0.2380000000000001
0.23,0.217,0.013000000000000012
-13.49,-8.875000000000002,-4.614999999999998
0.06,0.07100000000000001,-0.01100000000000001
1.28,1.304,-0.02400000000000002
0.67,0.67,0.0
0.04,-0.006,0.046
0.24,0.229,0.010999999999999982
2.8,2.5789999999999997,0.22100000000000009
2.3,2.0829999999999997,0.21700000000000008
2.82,2.301,0.5189999999999997
-0.06,-0.067,0.007000000000000006
-0.09,-0.052000000000000005,-0.03799999999999999
0.78,0.647,0.133
0.47,0.301,0.16899999999999998
0.15,0.15099999999999997,-0.0009999999999999731
1.05,0.17699999999999996,0.8730000000000001
0.02,-0.16099999999999998,0.18099999999999997
0.4,0.418,-0.01799999999999996
0.08,0.039,0.041
0.38,0.32700000000000007,0.052999999999999936
0.19,0.185,0.0050000000000000044
