epsEstimated,time,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,changeOverTime,sma_5,sma_10,sma_20,ema_5,ema_10,ema_20,volatility_5,volatility_10,rsi_14,wma_5,wma_10,wma_20,lastSurp,last2Surp,lastEps,last2Eps,lastEst,last2Est,dow,month,day,year
0.98,1,121.089996,121.089996,118.07,118.970001,110.372368,1544900,1544900,-2.12,-1.751,119.37667,-0.01751,110.637,107.614,108.466,110.261,109.179,109.383,2.729,11.73,50.381,111.073,109.274,108.143,-4.5977011494252915,-17.171717171717177,0.83,0.82,0.87,0.99,2,5,1,2013
0.09,0,4.48,4.51,4.4,4.46,3.851308,8771400,8771400,-0.02,-0.446,4.45667,-0.00446,3.797,3.769,3.783,3.775,3.773,3.742,0.005,0.004,49.445,3.784,3.782,3.779,-16.66666666666666,0.0,0.05,0.05,0.06,0.05,3,2,25,2016
0.33,0,13.8,14.12,13.67,14.09,11.491804,2761900,2761900,0.29,2.101,13.96,0.02101,11.17,11.07,10.919,11.21,11.093,10.953,0.027,0.026,79.397,11.234,11.124,11.015,3.3333333333333366,-7.142857142857148,0.31,0.26,0.3,0.28,4,11,1,2019
0.57,1,41.790001,41.880001,40.490002,40.669998,39.120235,739900,739900,-1.12,-2.68,41.01333,-0.0268,39.638,40.735,40.979,39.865,40.275,40.437,0.348,1.492,45.595,39.596,40.252,40.667,9.677419354838717,9.090909090909086,0.34,0.48,0.31,0.44,2,5,6,2020
-0.73,1,35.29,37.489,35.29,36.75,36.75,131400,131400,1.46,4.137,36.50967,0.04137,35.79,35.806,34.783,35.854,35.564,35.19,0.352,0.256,60.064,35.839,35.806,35.196,-30.555555555555554,-16.41791044776119,-0.94,-0.78,-0.72,-0.67,3,11,16,2017
0.39,1,105.68,108.040001,104.870003,107.809998,93.295662,555600,555600,2.13,2.016,106.90667,0.02016,91.961,91.856,90.848,92.024,91.76,91.786,1.004,0.708,55.759,91.943,91.974,91.33,-493.1034482758621,-113.1578947368421,-1.72,-0.05,-0.29,0.38,0,10,31,2016
-0.05,1,38.84,40.2,36.99,37.21,37.21,2092200,2092200,-1.63,-4.197,38.13333,-0.04197,38.01,35.892,37.741,37.61,37.158,37.167,0.974,5.366,49.751,38.155,37.002,36.916,80.0,75.0,-0.01,-0.02,-0.05,-0.08,1,12,4,2018
-0.21,1,18.5,18.77,17.83,18.15,18.15,733700,733700,-0.35,-1.892,18.25,-0.01892,18.367,17.738,16.957,18.182,17.809,17.242,0.023,0.5,61.963,18.34,18.07,17.459,0.0,10.52631578947368,-0.18,-0.17,-0.18,-0.19,0,11,3,2014
2.35,0,325.48999,327.0,306.450012,321.869995,320.644409,145400,145400,-3.62,-1.112,318.44,-0.01112,306.259,304.405,307.525,308.48,306.703,306.479,54.64,39.695,60.742,308.273,305.862,306.112,5.5045871559632875,42.93785310734462,2.3,2.53,2.18,1.77,4,8,27,2021
0.35,1,29.629999,29.83,29.200001,29.23,26.542189,2863100,2863100,-0.4,-1.35,29.42,-0.0135,25.913,26.646,28.125,26.052,26.649,27.563,0.058,1.147,33.323,25.885,26.177,27.228,-9.375000000000009,48.148148148148145,0.29,0.4,0.32,0.27,2,10,31,2018
0.65,1,45.360001,45.549999,45.009998,45.16,40.656483,31253700,31253700,-0.2,-0.441,45.24,-0.00441,40.917,40.796,40.19,40.732,40.635,40.211,0.12,0.198,54.529,40.754,40.865,40.502,6.779661016949159,1.6666666666666683,0.63,0.61,0.59,0.6,2,5,16,2018
-1.63,0,35.52,36.009998,35.009998,35.049999,35.049999,986400,986400,-0.47,-1.323,35.35667,-0.01323,35.874,36.111,36.63,35.708,35.972,35.845,0.355,0.973,47.586,35.595,36.057,36.189,-0.7194244604316554,-30.805687203791464,1.38,1.46,1.39,2.11,1,6,30,2020
1.2,0,42.0,43.700001,41.209999,41.740002,37.239193,1651200,1651200,-0.26,-0.619,42.21667,-0.00619,36.767,36.656,36.16,36.784,36.584,36.231,0.203,0.252,60.172,36.755,36.765,36.449,5.468750000000004,13.114754098360649,1.35,1.38,1.28,1.22,4,10,26,2012
1.14,0,33.367737,34.247692,33.367737,34.079304,29.250984,7686727,7686727,0.71157,2.133,33.89824,0.02133,28.701,28.619,28.455,28.83,28.661,28.463,0.116,0.1,68.556,28.86,28.675,28.554,0.9009009009009016,1.0000000000000009,1.12,1.01,1.11,1.0,3,10,18,2012
0.85,0,64.220001,66.379997,63.150002,63.459999,59.020905,7661100,7661100,-0.76,-1.183,64.33,-0.01183,62.974,63.542,64.384,62.428,63.282,63.717,4.023,2.372,26.502,62.417,63.106,63.927,13.186813186813188,7.608695652173908,1.03,0.99,0.91,0.92,3,2,6,2020
-0.83,1,74.19,75.43,70.56,74.92,74.92,540264,540264,0.73,0.984,73.63667,0.00984,74.968,77.353,84.185,75.355,78.393,87.836,3.316,8.986,29.416,74.555,76.003,79.521,-6.451612903225811,66.66666666666666,-0.33,-0.17,-0.31,-0.51,3,5,6,2021
0.82,0,31.0,31.5,28.9,31.5,24.407442,1793900,1793900,0.5,1.613,30.63333,0.01613,24.807,25.226,25.432,24.786,25.06,25.423,0.08,0.226,32.552,24.683,24.99,25.226,-36.53846153846153,0.0,0.66,0.73,1.04,0.73,2,8,7,2013
1.52,1,30.22,30.64,29.39,29.84,29.84,3368700,3368700,-0.38,-1.257,29.95667,-0.01257,29.906,29.848,29.009,29.866,29.674,29.23,0.016,0.098,59.256,29.893,29.902,29.455,25.423728813559315,46.15384615384615,-0.44,-0.14,-0.59,-0.26,1,2,3,2015
0.99,0,41.9,43.75,41.07,43.22,43.22,594000,594000,1.32,3.15,42.68,0.0315,40.428,38.818,38.083,40.64,39.52,38.558,2.002,3.942,78.828,40.916,39.787,38.683,31.70731707317075,3.2258064516129057,1.08,0.64,0.82,0.62,2,10,23,2019
1.18,0,51.880001,51.990002,49.02,50.330002,49.661751,3985200,3985200,-1.55,-2.988,50.44667,-0.02988,51.825,53.245,53.813,51.384,52.545,53.186,2.92,3.733,33.351,51.033,52.308,53.519,27.450980392156865,164.28571428571425,0.65,0.37,0.51,0.14,3,1,28,2021
0.56,1,56.41,56.619999,56.110001,56.369999,50.533092,1111500,1111500,-0.04,-0.071,56.36667,-0.00071,49.967,49.68,49.552,49.975,49.781,49.565,0.055,0.138,58.17,50.058,49.851,49.62,-12.5,-20.000000000000004,0.42,0.32,0.48,0.4,2,8,8,2018
0.67,1,30.42,30.860001,29.959999,30.709999,30.709999,284700,284700,0.29,0.953,30.51,0.00953,30.38,29.957,28.64,30.368,29.887,29.136,0.052,0.283,74.228,30.475,30.224,29.434,0.0,-20.253164556962027,0.66,0.63,0.66,0.79,1,10,29,2019
0.42,1,30.63,32.09,30.57,31.86,31.86,300460,300460,1.23,4.016,31.50667,0.04016,31.56,30.983,29.844,31.351,30.887,29.695,0.397,0.856,66.388,31.441,31.306,30.577,13.953488372093023,4.761904761904766,0.49,0.44,0.43,0.42,3,10,28,2021
0.7,0,30.881868,30.98394,30.195192,30.566368,19.754988,7195351,7195351,-0.3155,-1.022,30.58183,-0.01022,21.453,21.293,20.906,21.385,21.247,20.946,0.012,0.035,65.877,21.443,21.372,21.123,4.255319148936175,5.8823529411764595,0.49,0.72,0.47,0.68,3,5,2,2013
1.79,0,147.0,151.919998,140.070007,150.839996,147.322845,149100,149100,3.84,2.612,147.61,0.02612,141.023,135.093,136.947,142.155,138.752,136.459,31.136,53.328,67.302,143.565,138.644,136.704,12.396694214876044,437.5,2.72,0.54,2.42,-0.16,1,2,9,2021
2.27,0,211.53,214.16,202.56,202.92,202.92,805200,805200,-8.61,-4.07,206.54667,-0.0407,214.666,216.371,216.108,212.733,214.785,214.242,35.388,22.372,37.044,212.691,215.045,216.32,1.7751479289940846,0.476190476190466,1.72,2.11,1.69,2.1,3,8,1,2019
0.46,0,37.75,37.919998,35.709999,36.599998,34.161686,2314800,2314800,-1.15,-3.046,36.74333,-0.03046,35.113,35.076,35.23,34.942,35.061,35.036,0.242,0.128,39.662,34.987,35.047,35.142,12.765957446808523,4.651162790697678,0.53,0.45,0.47,0.43,0,11,6,2017
1.72,0,130.880005,134.119995,127.739998,128.509995,112.361763,1629100,1629100,-2.37001,-1.811,130.12333,-0.01811,113.809,113.031,111.56,113.359,112.946,112.161,0.551,1.207,52.791,113.598,113.393,112.477,0.0,6.217616580310875,2.0,2.05,2.0,1.93,3,6,8,2017
0.54,0,46.799999,46.799999,45.299999,45.73,44.695587,146600,146600,-1.07,-2.286,45.94333,-0.02286,44.319,43.924,43.326,44.206,43.882,43.411,0.088,0.459,56.336,44.321,44.13,43.548,13.559322033898319,11.688311688311684,0.67,0.86,0.59,0.77,0,7,27,2020
0.53,1,55.27,55.849998,54.939999,55.290001,54.873047,610400,610400,0.02,0.036,55.36,0.00036,54.798,53.999,52.549,54.645,54.007,52.949,0.11,0.932,67.358,54.861,54.43,53.521,6.382978723404261,-12.5,0.5,0.21,0.47,0.24,3,11,4,2021
0.52,1,26.469999,26.98,25.51,25.65,21.238552,4937500,4937500,-0.82,-3.098,26.04667,-0.03098,21.626,21.922,21.882,21.671,21.788,21.83,0.126,0.159,42.244,21.629,21.774,21.903,18.181818181818183,-4.347826086956525,0.26,0.44,0.22,0.46,1,8,2,2016
0.77,1,50.35,50.55,49.66,50.18,50.18,548100,548100,-0.17,-0.338,50.13,-0.00338,49.99,48.613,46.997,49.728,48.839,47.979,0.028,3.092,60.114,50.046,49.448,47.839,-26.86567164179105,-2.7777777777777803,0.49,0.7,0.67,0.72,2,7,20,2016
0.07,1,75.0,77.6,72.9,77.06,77.06,183149,183149,2.06,2.747,75.85333,0.02747,74.284,71.003,67.369,74.245,71.756,68.647,3.327,13.991,79.165,75.056,72.92,69.669,-244.44444444444446,-487.4999999999999,-0.13,-0.47,0.09,-0.08,1,11,9,2021
-0.04,1,26.66,27.26,26.27,26.98,26.98,1415100,1415100,0.32,1.2,26.83667,0.012,25.884,24.836,23.975,25.932,25.109,24.082,0.486,1.39,75.307,26.204,25.424,24.536,-8400.0,-550.0,-0.83,-0.26,0.01,-0.04,3,11,7,2019
1.71,0,128.75,130.270004,124.0,126.0,126.0,1064900,1064900,-2.75,-2.136,126.75667,-0.02136,136.872,141.897,145.174,135.013,139.535,142.881,46.696,50.781,27.749,133.709,138.633,143.109,-12.318840579710141,-11.70731707317072,1.21,1.81,1.38,2.05,3,10,29,2020
0.44,0,38.380001,38.57,36.880001,37.209999,34.22385,22900,22900,-1.17,-3.048,37.55333,-0.03048,34.764,34.689,34.651,34.672,34.668,34.378,0.214,0.159,49.525,34.73,34.734,34.659,2.380952380952383,2.4390243902439046,0.43,0.42,0.42,0.41,0,10,30,2017
0.94,0,60.5,61.279999,58.93,59.389999,56.344898,1523100,1523100,-1.11,-1.835,59.86667,-0.01835,55.485,56.401,55.977,55.709,55.943,56.114,0.481,1.343,50.001,55.438,55.962,56.108,-5.405405405405411,-8.080808080808078,0.7,0.91,0.74,0.99,3,4,26,2018
0.56,1,28.219999,28.43,28.059999,28.290001,26.684929,668300,668300,0.07,0.248,28.26,0.00248,27.07,27.307,27.39,26.99,27.186,27.274,0.173,0.263,40.488,26.889,27.202,27.313,16.66666666666666,62.000000000000014,0.63,0.81,0.54,0.5,2,4,29,2015
1.2,0,65.769997,69.260002,64.949997,68.769997,66.528267,545300,545300,3.0,4.561,67.66,0.04561,66.418,66.329,66.174,66.01,66.129,65.897,4.026,2.69,51.982,65.809,66.292,66.316,90.9090909090909,-40.476190476190474,1.47,0.75,0.77,1.26,3,10,29,2020
1.06,0,97.0,99.349998,96.239998,97.839996,81.954224,19254300,19254300,0.84,0.866,97.81,0.00866,80.312,80.849,81.036,80.737,80.763,80.896,0.844,0.819,55.094,80.559,80.666,80.836,-7.377049180327876,-20.437956204379564,1.13,1.09,1.22,1.37,2,4,22,2015
0.94,0,40.400002,41.16,40.150002,40.259998,40.259998,116400,116400,-0.14,-0.347,40.52333,-0.00347,39.42,39.439,39.939,39.464,39.569,40.157,0.116,0.197,44.142,39.456,39.411,39.602,19.73684210526316,25.757575757575747,0.91,0.83,0.76,0.66,0,7,26,2021
1.09,0,59.900002,59.900002,55.580002,55.650002,46.650406,667900,667900,-4.25,-7.095,57.04334,-0.07095,49.101,49.713,49.353,48.739,49.239,49.408,1.854,1.359,33.557,48.7,49.321,49.495,4.0000000000000036,-1.7241379310344844,1.3,1.14,1.25,1.16,3,4,23,2015
2.34,1,66.68,68.2,65.01,67.2,67.2,3384600,3384600,0.52,0.78,66.80333,0.0078,66.992,68.598,65.379,67.108,67.211,66.788,1.684,3.513,51.327,66.671,67.755,66.927,9.550561797752804,18.584070796460196,1.95,1.34,1.78,1.13,2,10,21,2015
0.44,0,61.75,62.990002,60.91,61.860001,44.57201,363200,363200,0.11,0.178,61.92,0.00178,43.94,43.897,43.84,44.022,43.938,43.768,0.102,0.105,54.287,44.045,43.97,43.894,37.142857142857146,37.20930232558139,0.48,0.59,0.35,0.43,3,5,5,2016
6.41,0,339.0,343.980011,330.690002,330.690002,320.974609,3542400,3542400,-8.31,-2.451,335.12001,-0.02451,329.122,331.852,334.572,328.336,330.715,334.198,18.411,19.779,32.939,327.95,330.311,332.069,2.627257799671595,1.2237762237762289,6.25,5.79,6.09,5.72,1,1,26,2021
1.46,1,149.75,152.99,148.11,148.79,148.79,366100,366100,-0.96,-0.641,149.96333,-0.00641,148.894,147.628,145.493,148.635,147.577,146.036,1.378,4.566,57.634,148.969,148.487,146.386,26.666666666666654,6.201550387596905,1.71,1.37,1.35,1.29,3,7,23,2015
1.4,1,163.15,163.5,160.38,160.89,160.89,761145,761145,-2.26,-1.385,161.59,-0.01385,162.252,160.5,158.374,161.651,160.677,158.625,0.979,5.793,59.436,162.056,161.475,159.892,2.205882352941162,2.2388059701492558,1.39,1.37,1.36,1.34,3,4,30,2015
0.24,0,29.1,29.66,29.0,29.25,18.319126,899300,899300,0.15,0.515,29.30333,0.00515,18.277,18.311,18.074,18.293,18.26,18.071,0.015,0.009,55.29,18.296,18.298,18.261,9.090909090909086,-16.666666666666664,0.24,0.15,0.22,0.18,1,11,5,2013
0.48,0,6.07,6.14,5.87,6.02,5.438208,8196800,8196800,-0.05,-0.824,6.01,-0.00824,5.42,5.384,5.278,5.406,5.372,5.345,0.005,0.007,53.556,5.41,5.403,5.334,76.54320987654319,76.92307692307693,1.43,0.46,0.81,0.26,2,8,4,2021
1.38,0,73.980003,75.480003,72.739998,75.440002,65.600143,4763900,4763900,1.46,1.974,74.55333,0.01974,65.881,65.663,65.261,65.651,65.777,67.259,0.76,0.94,39.79,65.629,65.746,65.399,1.2121212121212133,9.876543209876537,1.67,1.78,1.65,1.62,3,11,6,2014
0.15,0,5.68,5.71,5.14,5.21,4.880103,4998500,4998500,-0.47,-8.275,5.35333,-0.08275,5.249,5.22,5.132,5.168,5.187,5.161,0.039,0.022,37.819,5.19,5.225,5.17,-5.555555555555546,0.0,0.17,0.18,0.18,0.18,3,10,24,2019
1.19,0,87.429787,89.838295,87.259575,89.548935,78.349205,2016418,2016418,2.11915,2.424,88.88227,0.02424,76.978,76.012,77.229,77.264,76.882,77.278,1.24,2.023,55.651,77.422,76.535,76.779,-5.128205128205133,7.000000000000006,1.48,1.07,1.56,1.0,4,2,16,2018
-0.01,0,3.16,3.18,3.0,3.03,2.927594,7092800,7092800,-0.13,-4.114,3.07,-0.04114,3.057,3.165,3.126,3.047,3.102,3.123,0.009,0.018,38.825,3.019,3.104,3.143,-400.0,-75.0,-0.03,0.01,0.01,0.04,1,11,5,2013
0.28,0,22.42,22.85,21.01,21.290001,20.559793,11665800,11665800,-1.13,-5.04,21.71667,-0.0504,20.656,19.861,19.289,20.591,20.111,19.618,0.448,0.942,56.515,20.858,20.263,19.68,-162.85714285714286,2.150537634408592,-0.44,0.95,0.7,0.93,4,7,17,2020
0.61,0,49.459999,50.029999,49.25,49.689999,45.361214,1743900,1743900,0.23,0.465,49.65667,0.00465,45.554,45.939,45.535,45.724,45.704,45.485,0.11,0.221,53.978,45.674,45.774,45.69,-1.6666666666666683,9.43396226415093,0.59,0.58,0.6,0.53,2,11,1,2017
0.82,1,31.290001,32.290001,30.82,31.700001,26.254766,5982800,5982800,0.41,1.31,31.60333,0.0131,24.797,24.452,24.42,25.195,24.802,25.264,1.345,1.125,51.519,25.34,24.671,24.508,-32.87671232876712,6.71140939597316,0.49,1.59,0.73,1.49,2,2,17,2016
-0.07,1,23.55,23.89,23.44,23.73,23.73,3162269,3162269,0.18,0.764,23.68667,0.00764,23.798,23.83,23.452,23.75,23.701,23.271,0.041,0.071,60.114,23.739,23.815,23.708,0.0,20.000000000000004,-0.06,-0.04,-0.06,-0.05,1,5,14,2019
0.92,1,296.19,299.27,283.4,284.96,284.96,13199677,13199677,-11.23,-3.791,289.21,-0.03791,289.3,296.261,300.91,290.498,294.12,296.189,20.922,67.214,40.652,288.943,292.502,297.714,123.07692307692307,35.955056179775276,0.87,1.21,0.39,0.89,1,11,30,2021
1.48,0,114.0,117.0,106.220001,107.019997,73.289307,3114400,3114400,-6.98,-6.123,110.08,-0.06123,75.675,74.244,73.434,74.886,74.474,73.304,2.899,4.122,50.549,75.36,74.951,73.99,6.849315068493158,2.1276595744680873,1.56,1.44,1.46,1.41,3,4,24,2014
1.56,0,60.310001,61.860001,58.200001,60.119999,55.847618,5132600,5132600,-0.19,-0.315,60.06,-0.00315,57.169,57.353,56.255,56.909,56.887,56.034,0.403,0.343,54.011,56.89,57.24,56.884,17.037037037037035,7.1428571428571495,1.58,1.5,1.35,1.4,3,2,7,2019
1.89,0,82.85,88.0,74.16,75.9,75.9,755900,755900,-6.95,-8.389,79.35333,-0.08389,84.172,86.707,88.483,82.834,85.34,86.923,19.255,16.996,28.223,82.389,84.916,87.154,5.26315789473683,-14.43850267379679,1.4,1.6,1.33,1.87,1,5,28,2019
0.05,1,24.58,24.65,24.030001,24.18,17.121689,628000,628000,-0.4,-1.627,24.28667,-0.01627,17.341,17.182,16.747,17.258,17.138,16.915,0.018,0.044,56.094,17.317,17.25,17.001,0.0,-133.33333333333334,0.06,-0.01,0.06,0.03,2,10,30,2013
-0.13,1,18.3,18.55,17.26,17.4,17.4,6626726,6626726,-0.9,-4.918,17.73667,-0.04918,18.198,18.156,18.078,18.042,18.137,18.485,0.191,0.133,36.941,18.095,18.136,18.102,-283.33333333333337,-5340.000000000001,-0.23,-2.72,-0.06,-0.05,3,8,12,2021
0.44,0,24.32,24.459999,23.610001,23.68,20.642921,5162200,5162200,-0.64,-2.632,23.91667,-0.02632,21.695,21.331,21.59,21.483,21.48,21.493,0.259,0.285,42.299,21.605,21.483,21.443,18.91891891891892,9.677419354838717,0.44,0.34,0.37,0.31,3,2,13,2014
0.39,0,53.939999,54.560001,52.080002,52.119999,45.739204,1142200,1142200,-1.82,-3.374,52.92,-0.03374,46.511,46.432,45.095,46.39,46.117,45.301,0.203,0.237,56.687,46.455,46.51,45.826,20.5128205128205,8.108108108108116,0.47,0.4,0.39,0.37,1,2,12,2019
0.5,0,29.190001,29.51,28.280001,28.299999,23.517467,986100,986100,-0.89,-3.049,28.69667,-0.03049,23.974,24.681,25.311,24.073,24.496,24.989,0.061,0.558,33.573,23.899,24.358,24.8,0.0,-3.4482758620689493,0.55,0.56,0.55,0.58,3,7,23,2015
-0.51,1,17.59,17.92,17.139999,17.65,17.320192,1345900,1345900,0.06,0.341,17.57,0.00341,17.387,17.509,17.302,17.365,17.4,17.431,0.053,0.117,48.339,17.342,17.393,17.455,-81.25000000000001,-375.0,-1.74,-0.11,-0.96,0.04,1,8,4,2020
7.21,1,833.030029,856.289978,833.030029,842.52002,842.52002,71400,71400,9.48999,1.139,843.94668,0.01139,831.332,833.514,838.219,834.235,834.956,840.49,49.111,124.338,49.198,832.79,833.838,835.579,27.795527156549525,0.6369426751592362,8.0,6.32,6.26,6.28,2,2,10,2016
-0.46,0,70.010002,72.610001,70.010002,71.620003,71.620003,2566500,2566500,1.61,2.3,71.41334,0.023,82.905,83.834,84.411,81.924,83.192,84.067,7.109,4.79,29.17,81.697,83.018,84.055,-126.82926829268293,-66.66666666666667,-0.93,-1.05,-0.41,-0.63,1,11,6,2012
0.36,0,14.0,14.2,13.64,14.04,14.04,730100,730100,0.04,0.286,13.96,0.00286,13.472,13.217,12.863,13.539,13.274,12.874,0.086,0.13,64.903,13.589,13.38,13.136,-16.000000000000004,-2.7027027027027053,0.42,0.36,0.5,0.37,2,4,29,2020
1.29,0,69.300003,75.129997,68.480003,74.980003,72.017738,460100,460100,5.68,8.196,72.86333,0.08196,65.635,64.679,64.296,66.76,65.432,64.514,9.873,5.96,79.933,66.841,65.394,64.768,3.731343283582076,3.1007751937984525,1.39,1.33,1.34,1.29,2,2,5,2020
0.77,0,58.470001,59.82,55.939999,56.720001,40.394688,1194300,1194300,-1.75,-2.993,57.49333,-0.02993,41.157,40.521,39.974,40.902,40.606,40.297,0.289,0.882,51.215,41.086,40.886,40.21,10.000000000000009,21.698113207547166,0.77,1.29,0.7,1.06,3,7,23,2015
0.36,0,36.77,37.810001,35.98,36.470001,22.736782,333700,333700,-0.3,-0.816,36.75333,-0.00816,23.011,22.967,22.377,22.851,22.781,22.499,0.123,0.079,54.599,22.858,22.955,22.663,8.57142857142858,27.58620689655173,0.38,0.37,0.35,0.29,3,5,5,2016
0.86,0,61.209999,64.940002,58.099998,62.630001,60.949596,1479600,1479600,1.42,2.32,61.89,0.0232,63.266,62.386,61.356,62.517,62.252,61.055,1.622,2.443,52.152,62.888,62.568,62.117,1.3513513513513526,5.405405405405411,0.75,0.78,0.74,0.74,3,11,9,2017
1.52,1,184.309998,187.429993,182.910004,184.660004,177.833267,112000,112000,0.35001,0.19,185.0,0.0019,171.671,171.735,167.903,173.512,171.561,168.039,17.191,14.581,59.627,173.602,172.465,170.432,-11.627906976744196,8.433734939759043,1.14,1.8,1.29,1.66,3,5,7,2020
1.11,0,69.709999,69.709999,68.209999,68.769997,57.107586,13618000,13618000,-0.94,-1.348,68.89667,-0.01348,55.42,55.496,56.04,55.863,55.758,56.028,0.874,0.67,56.86,55.834,55.509,55.787,2.9411764705882377,1.0416666666666676,1.05,0.97,1.02,0.96,1,2,11,2014
0.8,1,148.839996,150.910004,148.839996,149.550003,141.25087,60000,60000,0.71001,0.477,149.76667,0.00477,141.257,141.726,140.805,141.309,141.297,141.108,0.788,3.164,51.181,141.195,141.632,141.029,0.0,-10.067114093959725,1.29,1.34,1.29,1.49,0,1,29,2018
-0.74,0,30.01,30.18,28.4,29.2,29.2,651870,651870,-0.81,-2.699,29.26,-0.02699,29.39,30.333,28.132,29.638,29.526,28.417,0.178,1.322,56.291,29.455,29.975,29.47,-18.181818181818183,36.507936507936506,-0.91,-0.4,-0.77,-0.63,0,4,30,2018
-0.26,1,133.289993,134.800003,132.139999,134.429993,132.010651,485700,485700,1.14,0.855,133.79,0.00855,129.135,128.914,128.715,129.81,129.176,128.326,2.741,2.097,60.454,129.71,129.32,128.89,14.423076923076913,94.99999999999999,1.19,3.51,1.04,1.8,3,5,6,2021
0.46,1,24.969999,24.969999,24.32,24.51,22.811491,5170100,5170100,-0.46,-1.842,24.6,-0.01842,22.78,22.406,22.27,22.779,22.555,22.407,0.121,0.213,56.201,22.9,22.618,22.34,0.0,23.80952380952382,0.4,0.26,0.4,0.21,3,10,24,2019
0.08,0,9.99,10.03,8.17,8.31,7.709323,8817600,8817600,-1.68,-16.817,8.83667,-0.16817,9.459,9.702,9.465,9.159,9.427,9.409,0.783,0.465,28.326,9.155,9.523,9.553,7.692307692307699,300.0,0.14,0.08,0.13,0.02,3,10,25,2012
0.82,0,46.330002,48.450001,44.189999,44.759998,40.309483,2217200,2217200,-1.57,-3.389,45.8,-0.03389,40.888,40.245,39.167,40.591,40.242,39.997,0.465,0.982,50.934,40.79,40.602,39.708,-10.218978102189789,-3.6144578313252915,1.23,0.8,1.37,0.83,4,10,31,2014
0.13,1,20.48,20.65,19.75,20.43,20.43,319400,319400,-0.05,-0.244,20.27667,-0.00244,20.68,20.259,20.068,20.492,20.365,20.209,0.086,0.306,51.543,20.575,20.462,20.257,25.0,0.0,0.15,0.07,0.12,0.07,2,11,7,2018
-0.13,1,44.650002,45.669998,44.650002,45.34,45.039764,151800,151800,0.69,1.545,45.22,0.01545,42.804,41.714,42.621,43.204,42.591,42.801,2.172,2.371,57.927,43.497,42.374,42.218,-21.951219512195117,4.0000000000000036,0.32,0.26,0.41,0.25,0,8,10,2020
-0.26,0,28.8,34.0,28.8,34.0,34.0,846700,846700,5.2,18.056,32.26667,0.18056,29.16,29.09,30.265,30.403,30.002,33.275,9.238,5.453,43.863,30.44,29.349,29.758,-15.999999999999993,-7.407407407407393,-0.29,-0.29,-0.25,-0.27,2,11,9,2016
0.46,0,51.18,55.68,51.18,54.5,52.565598,250400,250400,3.32,6.487,53.78667,0.06487,50.343,49.322,48.803,50.538,49.82,49.571,1.301,1.772,61.585,50.777,49.918,49.244,-21.621621621621625,-2.7777777777777803,0.29,0.35,0.37,0.36,4,8,8,2014
0.07,1,12.65,12.65,12.23,12.29,11.563654,422500,422500,-0.36,-2.846,12.39,-0.02846,11.65,11.695,11.862,11.628,11.705,11.828,0.011,0.014,35.961,11.611,11.677,11.751,16.666666666666682,-14.285714285714295,0.07,0.06,0.06,0.07,2,11,8,2017
1.2,0,126.849998,130.149994,125.589996,129.639999,129.139084,447700,447700,2.79,2.199,128.46,0.02199,125.349,123.874,122.529,125.636,124.33,123.031,2.233,3.758,66.778,125.94,124.816,123.274,16.98113207547169,39.24050632911393,1.24,1.1,1.06,0.79,1,4,27,2021
0.7,0,42.433434,42.755238,40.869106,40.922741,32.057102,7097438,7097438,-1.51069,-3.56,41.5157,-0.0356,33.908,33.712,33.119,33.47,33.538,33.459,1.059,0.59,34.762,33.609,33.742,33.417,-1.9417475728155356,0.990099009900991,1.01,1.02,1.03,1.01,4,9,20,2013
0.57,1,15.05,15.22,14.54,14.63,13.75686,4209600,4209600,-0.42,-2.791,14.79667,-0.02791,13.623,12.918,13.324,13.595,13.331,13.334,0.235,0.711,53.234,13.792,13.296,13.14,-37.5,2.7027027027027053,0.05,0.38,0.08,0.37,3,11,29,2018
0.32,0,25.66,25.77,25.18,25.24,21.695303,640500,640500,-0.42,-1.637,25.39667,-0.01637,21.854,21.732,21.817,21.829,21.803,21.787,0.023,0.049,47.824,21.857,21.802,21.794,3.8461538461538494,3.703703703703707,0.27,0.28,0.26,0.27,1,8,4,2015
0.57,0,23.719999,24.18,22.950001,24.16,21.270079,1454900,1454900,0.44,1.855,23.76333,0.01855,20.508,20.497,20.134,20.687,20.5,20.448,0.218,0.13,56.775,20.663,20.552,20.301,0.0,6.250000000000005,0.64,0.68,0.64,0.64,2,7,29,2020
0.2,0,7.32,7.43,7.27,7.43,7.43,334400,334400,0.11,1.503,7.37667,0.01503,7.25,7.166,7.105,7.291,7.206,7.133,0.021,0.019,63.227,7.316,7.221,7.151,0.0,21.052631578947373,0.17,0.23,0.17,0.19,1,5,7,2013
0.94,1,72.69,74.03,72.69,73.54,73.54,1736300,1736300,0.85,1.169,73.42,0.01169,73.298,74.46,76.659,73.567,74.437,75.21,0.792,3.73,43.685,73.249,73.687,75.426,-13.829787234042543,2.222222222222224,0.81,0.92,0.94,0.9,1,2,13,2018
0.53,1,13.47,13.755,13.43,13.7,12.224475,1944400,1944400,0.23,1.707,13.62833,0.01707,11.941,11.873,11.874,11.937,11.909,11.858,0.008,0.016,55.615,11.945,11.915,11.908,28.888888888888875,23.404255319148934,0.58,0.58,0.45,0.47,1,7,23,2019
