epsEstimated,time,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,changeOverTime,sma_5,sma_10,sma_20,ema_5,ema_10,ema_20,volatility_5,volatility_10,rsi_14,wma_5,wma_10,wma_20,lastSurp,last2Surp,lastEps,last2Eps,lastEst,last2Est,dow,month,day,year
4.35,0,297.6,307.72,288.1609,292.41,292.41,1259543,1259543,-5.19,-1.744,296.09697,-0.01744,301.3,308.89,315.186,300.452,306.654,313.666,49.878,90.693,31.498,298.045,304.909,310.987,15.452538631346583,3.63636363636364,5.23,3.99,4.53,3.85,3,5,3,2018
2.19,0,89.739998,92.980003,88.879997,92.290001,84.573753,19090300,19090300,2.55,2.842,91.38333,0.02842,79.315,77.577,78.832,80.277,79.008,78.857,9.441,8.312,68.622,80.708,78.614,78.368,1.3043478260869674,2.262443438914019,2.33,2.26,2.3,2.21,4,2,7,2020
0.49,1,41.799999,42.310001,41.310001,42.240002,32.803089,156500,156500,0.44,1.053,41.95333,0.01053,31.844,31.721,31.356,31.883,31.72,31.462,0.025,0.06,68.251,31.904,31.817,31.574,0.0,2.1276595744680873,0.47,0.48,0.47,0.47,2,7,19,2017
0.26,1,49.669998,49.75,48.790001,48.93,42.952766,224500,224500,-0.74,-1.49,49.15667,-0.0149,43.542,43.43,42.246,43.558,43.187,42.514,0.255,0.351,58.752,43.667,43.545,42.778,-8.823529411764714,-3.1250000000000027,0.31,0.31,0.34,0.32,2,8,8,2012
0.54,1,16.4,16.6,16.200001,16.299999,14.703753,274600,274600,-0.1,-0.61,16.36667,-0.0061,14.7,14.646,14.739,14.695,14.692,14.819,0.002,0.031,45.264,14.706,14.679,14.67,16.98113207547169,2.6666666666666687,0.62,0.77,0.53,0.75,2,8,8,2018
0.26,0,16.0,16.860001,15.64,16.299999,15.679487,2205400,2205400,0.3,1.875,16.26667,0.01875,14.845,14.539,14.597,15.003,14.738,14.622,0.309,0.339,60.051,15.087,14.692,14.579,-99.15166666666667,4.761904761904766,0.003054,0.44,0.36,0.42,3,7,16,2020
0.46,0,49.009998,53.139999,47.25,50.59,49.160603,1131600,1131600,1.58,3.224,50.32667,0.03224,48.269,47.14,45.72,48.349,47.435,46.558,0.6,2.472,66.574,48.616,47.898,46.586,11.627906976744184,2.6315789473684235,0.48,0.39,0.43,0.38,3,2,11,2021
1.45,0,70.919998,72.239998,69.900002,70.010002,67.693756,63200,63200,-0.91,-1.283,70.71667,-0.01283,66.616,66.318,65.478,66.573,66.24,65.862,0.381,0.407,51.6,66.722,66.469,65.917,-15.21739130434782,16.29629629629629,1.95,1.57,2.3,1.35,2,11,4,2020
0.51,0,23.245001,23.389999,22.045,22.334999,17.610199,3771400,3771400,-0.91,-3.915,22.59,-0.03915,17.966,17.744,17.687,17.886,17.832,17.777,0.017,0.111,51.139,17.929,17.872,17.767,15.624999999999996,12.307692307692301,0.74,0.73,0.64,0.65,3,11,8,2012
1.86,0,137.309998,139.669998,136.949997,139.350006,137.524521,27700,27700,2.04001,1.486,138.65667,0.01486,135.266,135.313,134.499,135.72,135.249,134.671,2.179,2.487,55.618,135.77,135.239,135.172,-45.023696682464454,-16.352201257861633,1.16,1.33,2.11,1.59,3,8,13,2020
2.1,0,181.83,183.84,180.53,182.28,182.28,407200,407200,0.45,0.247,182.21667,0.00247,179.98,177.414,176.692,180.149,178.559,175.962,3.919,10.073,68.838,180.857,178.691,177.771,3.3018867924528226,1.9512195121951237,2.19,2.09,2.12,2.05,0,3,18,2019
2.11,0,35.09,37.310001,35.049999,36.669998,36.359776,1488500,1488500,1.58,4.503,36.34333,0.04503,36.776,37.015,36.626,36.703,36.741,36.349,0.065,0.346,52.216,36.692,36.825,36.846,-10.270270270270279,-26.923076923076927,1.66,0.76,1.85,1.04,2,11,13,2019
0.43,0,70.110001,72.0,65.525002,65.790001,65.287041,4351000,4351000,-4.32,-6.162,67.77167,-0.06162,72.968,74.628,76.948,71.912,73.984,75.968,14.989,11.582,23.007,71.756,73.388,75.471,-11.76470588235294,6.451612903225811,0.45,0.66,0.51,0.62,1,7,27,2021
0.83,1,48.5,48.93,42.560001,48.459999,46.53196,187200,187200,-0.04,-0.082,46.65,-0.00082,46.902,48.006,47.274,46.772,47.233,47.186,1.292,1.928,43.943,46.467,47.382,47.504,9.333333333333327,23.376623376623368,0.82,0.95,0.75,0.77,2,8,7,2019
0.69,0,45.889999,46.27,45.060001,45.439999,28.43561,2757000,2757000,-0.45,-0.981,45.59,-0.00981,23.866,23.898,23.625,23.953,23.872,23.721,0.077,0.04,54.753,23.959,23.905,23.827,8.333333333333341,-4.0000000000000036,0.39,0.48,0.36,0.5,3,7,30,2015
3.33,0,203.0,205.580002,198.729996,201.509995,200.270248,2607087,2607087,-1.49001,-0.734,201.94,-0.00734,195.549,192.743,189.685,195.81,193.366,190.422,8.153,13.183,67.863,196.331,194.313,191.477,14.40443213296399,-17.241379310344826,4.13,1.92,3.61,2.32,3,4,22,2021
0.36,0,26.0,26.809999,25.92,26.52,22.892284,129700,129700,0.52,2.0,26.41667,0.02,21.812,21.303,20.96,21.891,21.512,21.062,0.165,0.416,77.081,21.988,21.628,21.262,-2.4390243902438913,2.5641025641025665,0.4,0.4,0.41,0.39,2,4,20,2016
0.19,1,16.01,16.139999,15.64,15.65,14.901649,2564800,2564800,-0.36,-2.249,15.81,-0.02249,15.211,15.679,15.944,15.242,15.517,15.705,0.071,0.261,32.964,15.129,15.434,15.753,600.0,22.222222222222225,0.07,0.11,0.01,0.09,3,2,8,2018
2.35,1,130.729996,132.470001,129.740005,132.160004,127.795654,458000,458000,1.43001,1.094,131.45667,0.01094,126.693,128.457,131.371,127.245,128.482,130.123,0.985,3.757,41.494,126.615,127.644,129.724,20.909090909090907,21.138211382113823,1.33,1.49,1.1,1.23,1,7,23,2019
0.96,1,72.970001,73.309998,71.82,71.82,57.622952,32500,32500,-1.15,-1.576,72.31667,-0.01576,58.153,58.226,57.173,57.82,57.866,57.693,0.547,0.448,43.375,57.815,58.166,57.705,-8.69565217391305,-4.1666666666666705,0.84,0.69,0.92,0.72,3,10,31,2013
1.09,1,188.949997,190.960007,187.589996,188.679993,161.034927,757500,757500,-0.27,-0.143,189.07667,-0.00143,160.118,160.234,158.984,160.496,160.055,159.104,0.982,0.769,62.452,160.451,160.324,159.749,49.15254237288136,123.27586206896552,1.76,2.59,1.18,1.16,2,4,26,2017
1.19,1,53.350605,53.523315,51.571674,51.813473,35.993526,3435323,3435323,-1.53713,-2.881,52.30282,-0.02881,36.065,36.898,35.862,36.177,36.226,35.683,0.025,0.763,56.268,36.008,36.469,36.282,14.285714285714283,-2.6143790849673225,1.52,1.49,1.33,1.53,2,10,31,2012
0.05,0,53.830002,56.330002,52.84,53.439999,38.984509,3864900,3864900,-0.39,-0.725,54.20333,-0.00725,40.941,41.515,40.683,40.447,40.863,40.613,2.008,2.02,42.897,40.363,41.191,40.961,58.82352941176471,21.518987341772142,0.27,0.96,0.17,0.79,3,11,12,2015
0.11,1,20.610001,20.75,20.360001,20.5,20.5,1215700,1215700,-0.11,-0.534,20.53667,-0.00534,20.48,20.282,20.085,20.467,20.328,20.148,0.024,0.058,62.521,20.531,20.387,20.208,75.75757575757574,-28.571428571428577,0.58,0.1,0.33,0.14,2,8,8,2018
0.58,1,171.470001,172.160004,159.050003,161.289993,125.851494,235700,235700,-10.18001,-5.937,164.16667,-0.05937,127.93,129.341,128.572,127.682,128.35,127.832,1.647,4.293,46.056,127.474,128.407,129.038,8.474576271186448,125.92592592592591,0.64,1.22,0.59,0.54,2,7,31,2013
0.19,0,7.44,7.47,7.31,7.31,5.45539,2783900,2783900,-0.13,-1.747,7.36333,-0.01747,5.411,5.429,5.404,5.4,5.41,5.392,0.002,0.002,44.762,5.398,5.419,5.416,-27.777777777777775,5.555555555555561,0.13,0.19,0.18,0.18,1,5,7,2019
1.37,0,11.922,12.14,10.786,10.838,10.838,27216000,27216000,-1.084,-9.092,11.25467,-0.09092,11.348,11.328,11.24,11.27,11.299,11.247,0.075,0.054,44.056,11.288,11.341,11.291,-6.250000000000005,-1.42857142857143,0.6,0.69,0.64,0.7,1,10,22,2019
0.24,0,33.57,35.5,33.56,34.84,34.84,5760300,5760300,1.27,3.783,34.63333,0.03783,39.138,39.727,40.282,38.381,39.372,40.432,4.735,2.75,16.978,38.369,39.224,39.866,-12.903225806451607,-2.857142857142844,0.27,0.34,0.31,0.35,1,7,28,2015
-0.33,1,40.78,41.32,40.29,40.58,40.58,481600,481600,-0.2,-0.49,40.73,-0.0049,40.404,39.028,38.115,40.192,39.37,38.155,0.284,2.394,66.519,40.541,39.78,38.725,-166.66666666666669,-200.0,-0.08,-0.09,-0.03,0.09,2,2,19,2014
0.49,0,27.93,27.969999,26.91,27.09,21.007273,1922900,1922900,-0.84,-3.008,27.32333,-0.03008,20.736,20.627,20.392,20.669,20.606,20.476,0.009,0.02,54.925,20.696,20.673,20.546,9.374999999999991,2.380952380952383,0.35,0.43,0.32,0.42,4,7,26,2013
3.41,1,61.73,62.59,61.099998,62.43,62.43,138200,138200,0.7,1.134,62.04,0.01134,61.994,61.806,62.309,62.084,61.992,61.894,0.195,0.263,54.58,62.143,61.922,61.966,10.963455149501664,26.277372262773714,3.34,3.46,3.01,2.74,3,11,9,2017
0.18,0,13.25,13.34,13.05,13.13,7.803556,875200,875200,-0.12,-0.906,13.17333,-0.00906,7.802,7.846,7.704,7.819,7.797,7.708,0.001,0.003,57.575,7.811,7.833,7.783,-5.263157894736847,-10.000000000000009,0.18,0.18,0.19,0.2,1,11,5,2013
0.52,1,37.439999,37.919998,36.57,37.52,36.538555,187463,187463,0.08,0.214,37.33667,0.00214,36.891,37.328,37.822,36.825,37.209,37.595,0.206,0.349,38.476,36.7,37.074,37.498,-5.000000000000004,5.7692307692307745,0.38,0.55,0.4,0.52,2,5,7,2014
1.06,1,144.990005,145.789993,143.440002,144.979996,139.664154,45800,45800,-0.01001,-0.007,144.73666,-7e-05,140.635,138.259,134.484,139.689,138.174,135.28,0.957,9.147,64.809,140.274,139.546,136.856,5.882352941176476,4.1666666666666705,1.26,1.25,1.19,1.2,0,5,1,2017
0.02,1,31.950001,32.09,31.51,31.959999,31.959999,414400,414400,0.01,0.031,31.85333,0.00031,31.414,31.857,33.166,31.733,32.003,32.808,0.339,0.588,42.334,31.667,31.642,32.212,400.0,0.0,0.05,0.02,0.01,0.0,3,5,3,2018
0.47,0,42.09,43.990002,41.209999,41.799999,38.815163,164000,164000,-0.29,-0.689,42.33333,-0.00689,38.3,38.306,38.16,38.34,38.269,38.227,0.084,0.096,52.382,38.328,38.293,38.277,-4.878048780487796,-11.290322580645155,0.39,0.55,0.41,0.62,3,10,29,2015
1.73,0,90.0,93.61,88.51,89.9,89.9,918900,918900,-0.1,-0.111,90.67333,-0.00111,86.706,85.969,84.806,87.18,86.212,85.391,2.769,2.004,72.387,87.311,86.518,85.445,1.4184397163120581,26.41509433962264,1.43,1.34,1.41,1.06,3,2,23,2017
1.96,1,81.44,83.81,80.92,83.09,83.09,59900,59900,1.65,2.026,82.60667,0.02026,80.824,80.98,81.937,81.43,81.367,82.146,1.529,0.854,50.602,81.323,81.0,81.48,-32.743362831858406,23.076923076923077,1.52,2.4,2.26,1.95,3,8,8,2019
1.02,1,78.029999,79.489998,77.709999,78.279999,74.148239,394800,394800,0.25,0.32,78.49333,0.0032,71.774,71.839,72.616,72.428,72.234,72.587,2.027,1.203,55.745,72.39,71.93,72.181,-17.64705882352941,0.0,0.14,1.83,0.17,1.83,3,3,28,2019
1.27,0,91.910004,96.779999,91.879997,95.830002,91.45726,3193900,3193900,3.92,4.265,94.83,0.04265,86.152,84.671,82.309,86.829,85.132,83.214,6.466,5.781,79.655,87.04,85.687,83.969,0.7812500000000007,1.5037593984962419,1.29,1.35,1.28,1.33,2,4,24,2019
1.12,1,86.28,87.05,85.42,86.87,86.87,342500,342500,0.59,0.684,86.44667,0.00684,86.466,86.336,87.006,86.509,86.585,87.386,0.068,0.503,43.606,86.579,86.309,86.584,14.414414414414406,30.12820512820511,1.27,2.03,1.11,1.56,3,10,6,2016
0.99,1,71.050003,72.620003,70.900002,72.550003,65.534714,2322900,2322900,1.5,2.111,72.02334,0.02111,64.013,62.704,62.332,64.057,63.252,62.697,0.657,2.25,70.211,64.336,63.458,62.553,-2.9126213592233037,1.980198019801982,1.0,1.03,1.03,1.01,3,10,17,2013
1.0,0,50.400002,54.029999,49.98,53.650002,49.769936,2030400,2030400,3.25,6.448,52.55333,0.06448,46.115,45.375,44.838,46.665,45.798,45.026,3.375,2.379,72.99,46.725,45.878,45.301,72.72727272727273,216.66666666666669,0.76,0.19,0.44,0.06,3,7,28,2016
0.29,1,15.6,16.200001,15.4,16.15,14.244864,1845100,1845100,0.55,3.526,15.91667,0.03526,13.663,13.504,13.184,13.733,13.525,13.239,0.087,0.073,78.875,13.754,13.609,13.388,0.0,49.999999999999986,0.14,0.24,0.14,0.16,3,9,20,2018
0.92,0,111.25,122.48,111.25,121.6,121.6,1133319,1133319,10.35,9.303,118.44333,0.09303,113.666,110.231,106.651,114.126,111.21,107.94,17.789,24.93,79.797,114.531,112.373,108.922,4.615384615384619,15.584415584415584,0.68,0.89,0.65,0.77,2,8,1,2018
1.16,0,78.480003,78.849998,77.760002,77.82,72.1978,4638100,4638100,-0.66,-0.841,78.14333,-0.00841,71.034,73.03,75.475,71.674,72.81,74.092,0.678,4.741,39.505,71.067,72.029,73.996,-2.343750000000002,1.5384615384615397,1.25,1.32,1.28,1.3,2,4,24,2019
0.11,0,10.65,10.65,10.15,10.28,8.406348,140800,140800,-0.37,-3.474,10.36,-0.03474,8.671,8.734,8.691,8.629,8.681,8.702,0.017,0.015,35.359,8.623,8.685,8.711,-21.052631578947373,35.0,0.15,0.27,0.19,0.2,4,5,12,2017
0.74,0,72.949997,73.650002,72.75,73.550003,61.279095,52300,52300,0.60001,0.822,73.31667,0.00822,59.686,59.263,59.004,59.621,59.39,59.201,0.015,0.365,58.016,59.702,59.518,59.149,-8.181818181818189,24.107142857142836,1.01,1.39,1.1,1.12,2,2,22,2017
1.36,0,84.129997,86.190002,82.370003,85.550003,74.339653,3203200,3203200,1.42001,1.688,84.70334,0.01688,73.428,74.279,73.038,73.661,73.681,73.41,0.292,1.288,53.293,73.474,73.801,73.692,1.5625000000000013,3.4188034188034218,1.3,1.21,1.28,1.17,2,10,21,2015
1.52,0,115.199997,119.720001,115.199997,118.160004,115.4692,1102800,1102800,2.96001,2.569,117.69333,0.02569,111.536,110.679,110.617,111.963,111.209,110.111,3.166,2.489,68.581,111.993,111.256,110.896,11.711711711711702,9.090909090909099,1.24,1.32,1.11,1.21,2,7,31,2019
1.04,0,70.190002,71.209999,68.410004,71.089996,61.961563,2887500,2887500,0.89999,1.282,70.23667,0.01282,61.958,61.389,60.162,61.809,61.349,60.394,0.087,1.147,61.663,61.924,61.777,60.894,1.8518518518518534,1.8867924528301903,1.1,1.08,1.08,1.06,3,1,29,2015
-0.2,1,3.21,3.31,3.16,3.25,3.25,3272100,3272100,0.04,1.246,3.24,0.01246,3.196,3.3,3.945,3.256,3.389,3.545,0.009,0.018,45.451,3.228,3.255,3.531,-39.99999999999999,-112.5,-0.35,-0.17,-0.25,-0.08,1,11,7,2017
0.46,1,25.549999,25.629999,24.389999,24.389999,21.682283,21700,21700,-1.16,-4.54,24.80333,-0.0454,22.36,22.525,23.267,22.264,22.568,22.994,0.121,0.099,28.784,22.221,22.425,22.802,0.0,-24.0,0.42,0.38,0.42,0.5,0,4,28,2014
0.05,1,53.41,53.740002,52.990002,53.650002,50.984749,1332300,1332300,0.24,0.449,53.46,0.00449,51.324,50.552,49.833,51.073,50.639,49.623,0.071,0.723,68.756,51.248,50.908,50.31,133.33333333333337,366.66666666666674,0.14,0.14,0.06,0.03,2,7,24,2019
0.62,0,26.42,27.17,25.42,25.58,22.986792,1204000,1204000,-0.84,-3.179,26.05667,-0.03179,24.326,24.453,23.889,24.086,24.182,23.85,0.451,0.321,42.753,24.087,24.378,24.18,-14.893617021276587,56.756756756756744,0.4,0.58,0.47,0.37,3,10,25,2012
0.75,1,77.489998,78.370003,77.059998,77.480003,73.585968,1017600,1017600,-0.01,-0.013,77.63667,-0.00013,73.531,73.612,73.377,73.508,73.518,73.324,0.028,0.104,55.985,73.487,73.535,73.515,0.0,4.28571428571429,0.71,0.73,0.71,0.7,1,8,1,2017
0.06,1,28.0,28.26,27.6,28.120001,26.64197,1782800,1782800,0.12,0.429,27.99333,0.00429,26.918,27.149,27.398,26.824,27.029,27.053,0.153,0.179,44.24,26.751,27.004,27.227,-533.3333333333334,0.0,-0.13,0.29,0.03,0.29,1,1,20,2015
0.47,1,65.63,68.1,65.63,67.26,67.26,176400,176400,1.63,2.484,66.99667,0.02484,67.446,67.457,65.872,67.321,66.981,66.224,0.16,1.247,55.548,67.299,67.598,66.498,7.843137254901968,6.66666666666666,0.55,0.48,0.51,0.45,0,5,6,2019
-0.28,1,152.98,160.41,152.98,158.66,158.66,3162654,3162654,5.68,3.713,157.35,0.03713,152.65,148.99,146.408,152.952,150.169,148.396,13.663,27.985,59.869,153.779,151.117,147.889,8.33333333333333,31.57894736842105,-0.22,-0.26,-0.24,-0.38,2,9,4,2019
0.38,0,23.450001,23.950001,23.1,23.35,21.825153,209400,209400,-0.1,-0.426,23.46667,-0.00426,21.32,21.161,21.19,21.44,21.292,21.219,0.159,0.106,59.575,21.488,21.275,21.21,-5.128205128205133,-600.0,0.37,-0.07,0.39,-0.01,3,7,27,2017
1.65,0,72.0,73.0,69.839996,71.669998,66.63678,3733000,3733000,-0.33,-0.458,71.50333,-0.00458,64.523,64.587,63.661,64.635,64.37,63.788,0.234,0.13,63.907,64.616,64.575,64.174,7.843137254901953,2.6490066225165587,1.65,1.55,1.53,1.51,1,4,30,2019
1.2,1,7.03,7.48,7.02,7.31,7.31,12833900,12833900,0.28,3.983,7.27,0.03983,7.098,7.285,7.386,7.169,7.227,7.136,0.016,0.052,56.903,7.11,7.189,7.34,25.000000000000007,-12.5,0.75,0.84,0.6,0.96,2,2,20,2019
0.46,1,42.560001,42.639999,42.169998,42.48,39.827099,206500,206500,-0.08,-0.188,42.43,-0.00188,39.795,39.98,40.417,39.884,39.976,39.892,0.024,0.079,51.97,39.848,39.892,40.146,7.142857142857128,38.70967741935484,0.3,0.43,0.28,0.31,2,4,27,2016
0.06,0,22.72,24.62,22.71,24.21,24.21,2050500,2050500,1.49,6.558,23.84667,0.06558,22.862,23.411,23.68,23.221,23.341,23.655,0.495,0.592,54.834,23.031,23.177,23.49,93.01,-6.9767441860465045,-0.001398,0.4,-0.02,0.43,3,7,30,2015
0.3,0,20.540001,20.82,20.41,20.42,19.893675,141300,141300,-0.12,-0.584,20.55,-0.00584,19.989,20.2,20.75,19.984,20.192,20.33,0.013,0.202,45.075,19.942,20.022,20.448,-15.384615384615389,-3.571428571428574,0.22,0.27,0.26,0.28,2,2,3,2021
-0.22,1,12.47,14.14,12.3,13.9,13.9,530810,530810,1.43,11.468,13.44667,0.11468,13.722,12.728,12.314,13.471,13.059,12.558,0.096,1.161,57.774,13.679,13.207,12.739,114.99999999999999,-62.5,0.03,-0.26,-0.2,-0.16,3,5,14,2020
0.92,1,126.15,128.14,124.55,125.81,125.81,3921000,3921000,-0.34,-0.27,126.16667,-0.0027,126.694,123.883,124.079,125.491,124.792,125.134,3.517,25.467,50.098,125.968,125.332,123.785,100.0,11.111111111111104,0.12,0.7,0.06,0.63,2,11,7,2018
0.64,0,44.700001,47.490002,42.889999,43.299999,43.299999,1294700,1294700,-1.4,-3.132,44.56,-0.03132,43.356,43.015,43.15,43.203,43.172,43.286,0.341,0.897,49.372,43.202,43.259,43.07,4.687500000000004,-1.492537313432837,0.67,0.66,0.64,0.67,3,4,18,2013
0.23,0,32.200001,32.23,32.0,32.049999,32.049999,567600,567600,-0.15,-0.466,32.09333,-0.00466,26.224,25.91,25.837,26.198,26.036,25.828,0.012,0.15,66.683,26.262,26.092,25.908,-32.727272727272734,-33.333333333333336,0.37,0.22,0.55,0.33,2,4,26,2017
0.22,0,23.540001,25.200001,22.23,24.719999,18.362963,990900,990900,1.18,5.013,24.05,0.05013,17.911,18.632,18.821,18.087,18.374,18.496,0.017,0.8,47.198,17.923,18.231,18.684,4.444444444444437,-6.521739130434788,0.47,0.43,0.45,0.46,3,4,30,2015
0.07,1,4.93,5.07,4.82,4.86,4.86,27598400,27598400,-0.07,-1.42,4.91667,-0.0142,4.87,5.048,5.354,4.906,5.049,5.29,0.001,0.104,32.953,4.869,4.922,5.19,33.33333333333333,18.75,0.12,0.19,0.09,0.16,3,7,19,2012
-0.34,0,71.99,72.06,66.625,71.23,71.23,82779,82779,-0.76,-1.056,69.97167,-0.01056,71.256,72.473,70.866,71.093,71.285,70.226,2.87,4.043,53.875,70.725,71.815,71.427,-21.052631578947373,48.57142857142857,-0.23,-0.18,-0.19,-0.35,2,5,5,2021
0.18,0,11.5,11.5,11.4,11.46,11.425941,2756500,2756500,-0.04,-0.348,11.45333,-0.00348,11.528,11.561,11.689,11.506,11.552,11.66,0.007,0.015,42.67,11.513,11.523,11.587,-37.5,33.33333333333334,0.05,0.08,0.08,0.06,2,8,21,2019
0.35,0,27.809999,29.540001,27.620001,29.15,27.804607,1610200,1610200,1.34,4.818,28.77,0.04818,26.345,26.372,26.318,26.556,26.42,26.391,0.452,0.233,64.899,26.488,26.411,26.359,0.0,-4.34782608695651,0.32,0.66,0.32,0.69,2,4,25,2018
0.98,0,67.0,68.25,65.65,66.85,66.85,719100,719100,-0.15,-0.224,66.91667,-0.00224,67.94,67.2,66.637,67.538,67.288,66.777,0.384,1.51,52.033,67.69,67.598,66.949,9.803921568627459,4.081632653061228,1.12,1.02,1.02,0.98,3,2,1,2018
0.34,1,30.059999,30.32,29.58,29.6,25.461147,189200,189200,-0.46,-1.53,29.83333,-0.0153,25.948,26.202,26.508,25.902,26.139,26.415,0.065,0.136,33.648,25.86,26.028,26.303,57.89473684210525,12.765957446808523,0.3,0.53,0.19,0.47,1,5,6,2014
1.8,0,221.2,234.71,219.79,228.94,228.94,578505,578505,7.74,3.499,227.81333,0.03499,228.638,231.316,235.091,228.518,230.72,231.103,12.865,20.07,48.889,227.577,229.505,233.46,25.396825396825403,24.32432432432433,1.58,1.84,1.26,1.48,3,10,29,2020
1.12,0,98.43,101.480003,97.360001,100.830002,85.222832,52000,52000,2.4,2.438,99.89,0.02438,81.793,78.867,76.699,81.426,79.667,77.439,1.215,9.84,75.08,82.14,80.419,78.316,-5.833333333333339,11.111111111111104,1.13,1.4,1.2,1.26,1,10,23,2012
0.62,0,63.75,65.300003,63.27,63.73,47.538391,15048600,15048600,-0.02,-0.031,64.1,-0.00031,48.321,48.125,48.757,48.077,48.277,48.579,0.401,0.331,39.931,48.193,48.144,48.401,1.6666666666666683,21.999999999999996,2.44,0.61,2.4,0.5,2,5,13,2015
-0.1,0,5.41,5.45,5.26,5.41,5.41,6533900,6533900,0.0,0.0,5.37333,0.0,5.944,6.04,6.116,5.83,5.969,5.999,0.092,0.06,34.005,5.807,5.963,6.073,0.0,-616.6666666666667,-0.04,-0.31,0.0,0.06,4,8,10,2018
1.18,0,90.889999,91.519997,89.370003,90.5,84.550056,50400,50400,-0.39,-0.429,90.46333,-0.00429,84.187,84.93,85.065,83.859,84.503,84.993,1.494,1.429,34.771,83.72,84.443,84.902,15.294117647058824,-13.529411764705882,0.98,1.47,0.85,1.7,2,2,26,2020
0.43,0,39.46,39.5,35.85,36.19,36.19,367975,367975,-3.27,-8.287,37.18,-0.08287,38.305,38.212,37.742,37.902,38.002,37.789,1.638,0.853,40.367,38.057,38.17,37.981,300.00000000000006,54.34782608695651,0.36,0.71,0.09,0.46,0,10,25,2021
0.53,0,41.0,41.0,39.529999,40.674999,36.791759,2202600,2202600,-0.325,-0.793,40.40167,-0.00793,36.268,35.864,34.551,36.37,35.791,34.997,0.329,0.398,68.083,36.501,36.136,35.3,3.738317757009349,-2.6315789473684235,1.11,0.74,1.07,0.76,3,1,23,2014
0.13,1,13.62,14.65,13.61,14.57,12.596507,310400,310400,0.95,6.975,14.27667,0.06975,12.038,11.813,11.643,12.088,11.905,11.698,0.099,0.118,68.601,12.122,11.953,11.772,-7.142857142857148,5.555555555555561,0.13,0.19,0.14,0.18,3,1,29,2015
-0.47,0,7.2,8.39,7.13,7.96,7.831654,6375700,6375700,0.76,10.556,7.82667,0.10556,7.877,8.066,9.261,7.898,8.247,9.027,0.056,0.158,34.205,7.856,7.931,8.562,19.444444444444446,-475.0,-0.29,-0.15,-0.36,0.04,1,1,26,2016
0.44,1,33.630001,33.959999,32.970001,33.169998,33.169998,3760900,3760900,-0.46,-1.368,33.36667,-0.01368,33.762,34.243,34.434,33.707,34.075,34.667,0.141,0.323,33.862,33.587,33.956,34.344,2.85714285714286,0.0,0.36,0.33,0.35,0.33,1,2,4,2020
0.07,1,12.26,12.26,11.45,11.5,10.761368,2907000,2907000,-0.76,-6.199,11.73667,-0.06199,11.533,12.304,13.158,11.437,12.051,12.503,0.394,1.052,29.39,11.246,11.784,12.634,-33.33333333333333,-5.555555555555546,0.06,0.17,0.09,0.18,3,5,9,2019
-0.07,0,2.76,2.76,2.4,2.6,2.6,719700,719700,-0.16,-5.797,2.58667,-0.05797,2.834,2.871,2.809,2.788,2.827,2.817,0.015,0.009,38.389,2.783,2.842,2.845,0.0,14.285714285714295,-0.07,-0.06,-0.07,-0.07,1,3,8,2016
1.91,0,201.990005,217.949997,197.720001,216.880005,212.541168,677100,677100,14.89,7.372,210.85,0.07372,204.163,206.301,206.186,205.727,205.679,205.287,23.254,17.989,61.888,204.774,205.43,206.151,6.508875739644976,1.913875598086126,1.8,2.13,1.69,2.09,3,8,3,2017
0.26,0,17.23,17.42,17.110001,17.15,14.956736,329333100,329333100,-0.08,-0.464,17.22667,-0.00464,14.641,14.492,14.049,14.65,14.455,14.164,0.04,0.056,71.749,14.678,14.586,14.29,11.111111111111121,28.000000000000004,0.2,0.32,0.18,0.25,2,1,15,2014
0.57,0,39.010906,39.606953,38.639458,39.356441,35.988525,917302,917302,0.34554,0.886,39.20095,0.00886,29.818,30.061,30.248,30.145,30.097,30.063,0.336,0.281,59.618,30.072,29.99,30.154,-1.7241379310344844,-6.250000000000005,0.57,0.6,0.58,0.64,2,4,13,2016
-0.3,1,20.6,21.459999,19.639999,19.85,19.85,516700,516700,-0.75,-3.641,20.31667,-0.03641,20.554,21.143,21.628,20.523,20.979,21.187,0.231,0.707,41.65,20.371,20.757,21.481,85.29411764705883,-19.298245614035107,-0.05,-0.68,-0.34,-0.57,3,2,25,2021
0.26,1,34.1935,34.5435,33.2435,33.8335,33.8335,51800,51800,-0.36,-1.053,33.8735,-0.01053,34.213,34.452,34.26,34.122,34.264,34.09,0.129,0.126,47.426,34.066,34.293,34.413,75.0,18.181818181818183,0.21,0.26,0.12,0.22,2,7,24,2013
0.94,0,29.93,31.43,29.25,29.700001,24.315321,2155900,2155900,-0.23,-0.768,30.12667,-0.00768,24.286,24.708,24.943,24.397,24.579,24.539,0.069,0.282,49.321,24.288,24.476,24.834,8.749999999999995,26.96629213483145,0.87,1.13,0.8,0.89,3,7,30,2015
-0.36,0,2.14,2.16,2.05,2.09,2.09,222200,222200,-0.05,-2.336,2.1,-0.02336,2.138,2.222,2.275,2.142,2.194,2.245,0.002,0.01,38.574,2.122,2.177,2.236,77.77777777777777,21.052631578947373,-0.04,-0.15,-0.18,-0.19,2,2,27,2013
